Time - Fc (N),Amplitude - Fc (N)
18.938,0.388825
18.94,0.370592
18.942,0.349447
18.944,0.325556
18.946,0.299108
18.948,0.270311
18.95,0.23939
18.952,0.206591
18.954,0.172171
18.956,0.136401
18.958,0.0995628
18.96,0.0619473
18.962,0.0238507
18.964,-0.0144268
18.966,-0.0525833
18.968,-0.090318
18.97,-0.127333
18.972,-0.163337
18.974,-0.198046
18.976,-0.231185
18.978,-0.262493
18.98,-0.291723
18.982,-0.318644
18.984,-0.343044
18.986,-0.36473
18.988,-0.383531
18.99,-0.399298
18.992,-0.411906
18.994,-0.421256
18.996,-0.427274
18.998,-0.429913
19,-0.429151
19.002,-0.424996
19.004,-0.417478
19.006,-0.406659
19.008,-0.392623
19.01,-0.375483
19.012,-0.355373
19.014,-0.332452
19.016,-0.306904
19.018,-0.278929
19.02,-0.248749
19.022,-0.216604
19.024,-0.182749
19.026,-0.147451
19.028,-0.110991
19.03,-0.0736579
19.032,-0.0357476
19.034,0.00243918
19.036,0.0405993
19.038,0.07843
19.04,0.115631
19.042,0.151907
19.044,0.18697
19.046,0.220542
19.048,0.252356
19.05,0.282158
19.052,0.309714
19.054,0.334802
19.056,0.357225
19.058,0.376804
19.06,0.393383
19.062,0.406831
19.064,0.41704
19.066,0.423929
19.068,0.427443
19.07,0.427556
19.072,0.424265
19.074,0.417597
19.076,0.407605
19.078,0.394369
19.08,0.377994
19.082,0.35861
19.084,0.336373
19.086,0.311459
19.088,0.284067
19.09,0.254416
19.092,0.222742
19.094,0.189297
19.096,0.154348
19.098,0.118175
19.1,0.0810657
19.102,0.0433164
19.104,0.00522859
19.106,-0.0328937
19.108,-0.070746
19.11,-0.108026
19.112,-0.144436
19.114,-0.179685
19.116,-0.213491
19.118,-0.245585
19.12,-0.275709
19.122,-0.303622
19.124,-0.329102
19.126,-0.351946
19.128,-0.371969
19.13,-0.389012
19.132,-0.402938
19.134,-0.413637
19.136,-0.421022
19.138,-0.425034
19.14,-0.425642
19.142,-0.42284
19.144,-0.416651
19.146,-0.407125
19.148,-0.394338
19.15,-0.378392
19.152,-0.359416
19.154,-0.337561
19.156,-0.313004
19.158,-0.28594
19.16,-0.256587
19.162,-0.225181
19.164,-0.191974
19.166,-0.157232
19.168,-0.121235
19.17,-0.0842707
19.172,-0.0466369
19.174,-0.00863577
19.176,0.0294274
19.178,0.0672468
19.18,0.104518
19.182,0.140943
19.184,0.176227
19.186,0.210086
19.188,0.24225
19.19,0.272459
19.192,0.300469
19.194,0.326056
19.196,0.349014
19.198,0.369158
19.2,0.386325
19.202,0.400378
19.204,0.411203
19.206,0.418714
19.208,0.422849
19.21,0.423576
19.212,0.420888
19.214,0.414808
19.216,0.405384
19.218,0.392692
19.22,0.376836
19.222,0.357942
19.224,0.336164
19.226,0.311677
19.228,0.284679
19.23,0.255388
19.232,0.22404
19.234,0.190889
19.236,0.156203
19.238,0.120261
19.24,0.0833542
19.242,0.0457812
19.244,0.00784535
19.246,-0.0301465
19.248,-0.0678872
19.25,-0.105071
19.252,-0.141399
19.254,-0.176575
19.256,-0.210315
19.258,-0.242346
19.26,-0.27241
19.262,-0.300261
19.264,-0.325676
19.266,-0.348449
19.268,-0.368394
19.27,-0.38535
19.272,-0.39918
19.274,-0.409772
19.276,-0.41704
19.278,-0.420926
19.28,-0.421397
19.282,-0.41845
19.284,-0.412108
19.286,-0.402425
19.288,-0.389477
19.29,-0.373371
19.292,-0.354236
19.294,-0.332229
19.296,-0.307529
19.298,-0.280335
19.3,-0.250869
19.302,-0.219371
19.304,-0.186095
19.306,-0.151314
19.308,-0.115309
19.31,-0.0783743
19.312,-0.040809
19.314,-0.00291908
19.316,0.0349871
19.318,0.0726012
19.32,0.109617
19.322,0.145733
19.324,0.180656
19.326,0.214101
19.328,0.245795
19.33,0.275481
19.332,0.302917
19.334,0.327879
19.336,0.350164
19.338,0.36959
19.34,0.385999
19.342,0.399257
19.344,0.409256
19.346,0.415915
19.348,0.419179
19.35,0.419022
19.352,0.415445
19.354,0.408477
19.356,0.398176
19.358,0.384625
19.36,0.367935
19.362,0.348243
19.364,0.325709
19.366,0.300519
19.368,0.272877
19.37,0.24301
19.372,0.211162
19.374,0.177593
19.376,0.142578
19.378,0.106404
19.38,0.0693668
19.382,0.0317689
19.384,-0.00608145
19.386,-0.0438746
19.388,-0.081301
19.39,-0.118054
19.392,-0.153833
19.394,-0.188345
19.396,-0.221306
19.398,-0.252447
19.4,-0.281513
19.402,-0.308266
19.404,-0.332485
19.406,-0.353973
19.408,-0.372553
19.41,-0.388073
19.412,-0.400406
19.414,-0.40945
19.416,-0.415132
19.418,-0.417404
19.42,-0.416249
19.422,-0.411675
19.424,-0.403721
19.426,-0.392451
19.428,-0.377959
19.43,-0.360364
19.432,-0.33981
19.434,-0.316466
19.436,-0.290525
19.438,-0.262199
19.44,-0.231723
19.442,-0.199346
19.444,-0.165335
19.446,-0.12997
19.448,-0.093543
19.45,-0.0563527
19.452,-0.0187057
19.454,0.0190877
19.456,0.0567164
19.458,0.0938703
19.46,0.130243
19.462,0.165536
19.464,0.199456
19.466,0.231726
19.468,0.262078
19.47,0.290262
19.472,0.316047
19.474,0.339218
19.476,0.359586
19.478,0.376982
19.48,0.391263
19.482,0.40231
19.484,0.410033
19.486,0.414368
19.488,0.415279
19.49,0.412759
19.492,0.406828
19.494,0.397536
19.496,0.38496
19.498,0.369203
19.5,0.350396
19.502,0.328695
19.504,0.304279
19.506,0.277351
19.508,0.248133
19.51,0.216867
19.512,0.183812
19.514,0.149241
19.516,0.113442
19.518,0.0767107
19.52,0.039351
19.522,0.00167282
19.524,-0.0360116
19.526,-0.07339
19.528,-0.110152
19.53,-0.145994
19.532,-0.180618
19.534,-0.213737
19.536,-0.245075
19.538,-0.274375
19.54,-0.301391
19.542,-0.3259
19.544,-0.347699
19.546,-0.366606
19.548,-0.382465
19.55,-0.395144
19.552,-0.404538
19.554,-0.410568
19.556,-0.413186
19.558,-0.412368
19.56,-0.408123
19.562,-0.400484
19.564,-0.389517
19.566,-0.375312
19.568,-0.357988
19.57,-0.337689
19.572,-0.314583
19.574,-0.288864
19.576,-0.260745
19.578,-0.23046
19.58,-0.198262
19.582,-0.16442
19.584,-0.129215
19.586,-0.0929398
19.588,-0.0558977
19.59,-0.0183972
19.592,0.019249
19.594,0.0567271
19.596,0.0937245
19.598,0.129933
19.6,0.165049
19.602,0.198782
19.604,0.230848
19.606,0.260981
19.608,0.288929
19.61,0.314459
19.612,0.337358
19.614,0.357434
19.616,0.374519
19.618,0.388472
19.62,0.399175
19.622,0.40654
19.624,0.410504
19.626,0.411035
19.628,0.408128
19.63,0.401807
19.632,0.392127
19.634,0.379167
19.636,0.363037
19.638,0.343871
19.64,0.32183
19.642,0.297099
19.644,0.269884
19.646,0.240415
19.648,0.208937
19.65,0.175715
19.652,0.141028
19.654,0.105165
19.656,0.0684275
19.658,0.031124
19.66,-0.00643283
19.662,-0.043928
19.664,-0.081047
19.666,-0.117478
19.668,-0.152916
19.67,-0.187063
19.672,-0.219632
19.674,-0.250351
19.676,-0.278961
19.678,-0.305221
19.68,-0.328912
19.682,-0.349834
19.684,-0.367811
19.686,-0.382694
19.688,-0.394355
19.69,-0.402698
19.692,-0.407653
19.694,-0.409177
19.696,-0.407259
19.698,-0.401914
19.7,-0.393188
19.702,-0.381153
19.704,-0.365912
19.706,-0.347593
19.708,-0.326351
19.71,-0.302363
19.712,-0.275833
19.714,-0.246985
19.716,-0.21606
19.718,-0.183321
19.72,-0.149043
19.722,-0.113516
19.724,-0.0770378
19.726,-0.0399177
19.728,-0.00246851
19.73,0.0349938
19.732,0.072153
19.734,0.108695
19.736,0.144313
19.738,0.178704
19.74,0.211579
19.742,0.242659
19.744,0.271684
19.746,0.298406
19.748,0.322601
19.75,0.344064
19.752,0.362613
19.754,0.378092
19.756,0.390371
19.758,0.399345
19.76,0.404938
19.762,0.407103
19.764,0.405823
19.766,0.401107
19.768,0.392997
19.77,0.38156
19.772,0.366895
19.774,0.349124
19.776,0.328399
19.778,0.304896
19.78,0.278813
19.782,0.250373
19.784,0.219815
19.786,0.187401
19.788,0.153403
19.79,0.118111
19.792,0.0818248
19.794,0.0448515
19.796,0.00750533
19.798,-0.0298968
19.8,-0.0670373
19.802,-0.103601
19.804,-0.139277
19.806,-0.173762
19.808,-0.206764
19.81,-0.238002
19.812,-0.267211
19.814,-0.294142
19.816,-0.318567
19.818,-0.340278
19.82,-0.359091
19.822,-0.374844
19.824,-0.387406
19.826,-0.396668
19.828,-0.402552
19.83,-0.405009
19.832,-0.404017
19.834,-0.399584
19.836,-0.39175
19.838,-0.38058
19.84,-0.36617
19.842,-0.348643
19.844,-0.328148
19.846,-0.30486
19.848,-0.278978
19.85,-0.250723
19.852,-0.220335
19.854,-0.188074
19.856,-0.154215
19.858,-0.119048
19.86,-0.0828716
19.862,-0.0459957
19.864,-0.00873479
19.866,0.0285929
19.868,0.0656685
19.87,0.102175
19.872,0.137802
19.874,0.172243
19.876,0.205205
19.878,0.236406
19.88,0.265579
19.882,0.292475
19.884,0.316864
19.886,0.338538
19.888,0.357311
19.89,0.373022
19.892,0.385538
19.894,0.39475
19.896,0.400582
19.898,0.402982
19.9,0.40193
19.902,0.397436
19.904,0.389537
19.906,0.378303
19.908,0.363829
19.91,0.346239
19.912,0.325685
19.914,0.302342
19.916,0.276411
19.918,0.248115
19.92,0.217696
19.922,0.185416
19.924,0.151551
19.926,0.116393
19.928,0.0802425
19.93,0.0434109
19.932,0.00621434
19.934,-0.0310277
19.936,-0.0679953
19.938,-0.104371
19.94,-0.139842
19.942,-0.174103
19.944,-0.20686
19.946,-0.237832
19.948,-0.266752
19.95,-0.293371
19.952,-0.31746
19.954,-0.338813
19.956,-0.357246
19.958,-0.3726
19.96,-0.384742
19.962,-0.39357
19.964,-0.399006
19.966,-0.401004
19.968,-0.399547
19.97,-0.394648
19.972,-0.386349
19.974,-0.374722
19.976,-0.359866
19.978,-0.341911
19.98,-0.321011
19.982,-0.297347
19.984,-0.271123
19.986,-0.242565
19.988,-0.21192
19.99,-0.179452
19.992,-0.145442
19.994,-0.110183
19.996,-0.0739807
19.998,-0.0371468
20,0
20.002,0.0371389
20.004,0.0739489
20.006,0.110112
20.008,0.145315
20.01,0.179255
20.012,0.211637
20.014,0.242181
20.016,0.270624
20.018,0.29672
20.02,0.320242
20.022,0.340987
20.024,0.358776
20.026,0.373455
20.028,0.384897
20.03,0.393003
20.032,0.397702
20.034,0.398955
20.036,0.39675
20.038,0.391107
20.04,0.382075
20.042,0.369732
20.044,0.354186
20.046,0.335571
20.048,0.314049
20.05,0.289807
20.052,0.263056
20.054,0.234027
20.056,0.202973
20.058,0.170163
20.06,0.135883
20.062,0.10043
20.064,0.0641123
20.066,0.0272454
20.068,-0.00985039
20.07,-0.0468525
20.072,-0.0834394
20.074,-0.119293
20.076,-0.154102
20.078,-0.187562
20.08,-0.219384
20.082,-0.249291
20.084,-0.277022
20.086,-0.302336
20.088,-0.325012
20.09,-0.344855
20.092,-0.36169
20.094,-0.375371
20.096,-0.38578
20.098,-0.392826
20.1,-0.396447
20.102,-0.396613
20.104,-0.393321
20.106,-0.386601
20.108,-0.376511
20.11,-0.36314
20.112,-0.346605
20.114,-0.327049
20.116,-0.304644
20.118,-0.279585
20.12,-0.252091
20.122,-0.222402
20.124,-0.190778
20.126,-0.157495
20.128,-0.122843
20.13,-0.0871253
20.132,-0.0506543
20.134,-0.0137486
20.136,0.0232693
20.138,0.0600757
20.14,0.0963489
20.142,0.131772
20.144,0.166034
20.146,0.198836
20.148,0.229892
20.15,0.258929
20.152,0.285694
20.154,0.309951
20.156,0.33149
20.158,0.350121
20.16,0.365681
20.162,0.378035
20.164,0.387073
20.166,0.392718
20.168,0.394919
20.17,0.393658
20.172,0.388946
20.174,0.380825
20.176,0.369364
20.178,0.354667
20.18,0.336861
20.182,0.316102
20.184,0.292574
20.186,0.266483
20.188,0.238058
20.19,0.207548
20.192,0.175223
20.194,0.141365
20.196,0.106273
20.198,0.0702548
20.2,0.0336269
20.202,-0.00328861
20.204,-0.0401671
20.206,-0.0766843
20.208,-0.112519
20.21,-0.147356
20.212,-0.180889
20.214,-0.212823
20.216,-0.242877
20.218,-0.270787
20.22,-0.296307
20.222,-0.319212
20.224,-0.3393
20.226,-0.356396
20.228,-0.370348
20.23,-0.381033
20.232,-0.388359
20.234,-0.392259
20.236,-0.392701
20.238,-0.38968
20.24,-0.383223
20.242,-0.373388
20.244,-0.360261
20.246,-0.343957
20.248,-0.324622
20.25,-0.302426
20.252,-0.277566
20.254,-0.25026
20.256,-0.220749
20.258,-0.189296
20.26,-0.156177
20.262,-0.121686
20.264,-0.0861273
20.266,-0.049815
20.268,-0.0130703
20.27,0.0237818
20.272,0.0604155
20.274,0.0965067
20.276,0.131736
20.278,0.165792
20.28,0.198374
20.282,0.229193
20.284,0.257976
20.286,0.284468
20.288,0.308436
20.29,0.329667
20.292,0.347973
20.294,0.363192
20.296,0.375189
20.298,0.383858
20.3,0.389123
20.302,0.390937
20.304,0.389284
20.306,0.384179
20.308,0.375667
20.31,0.363825
20.312,0.348756
20.314,0.330596
20.316,0.309506
20.318,0.285672
20.32,0.259308
20.322,0.230646
20.324,0.199942
20.326,0.167468
20.328,0.133514
20.33,0.0983807
20.332,0.0623809
20.334,0.0258345
20.336,-0.0109335
20.338,-0.0475961
20.34,-0.0838271
20.342,-0.119304
20.344,-0.153712
20.346,-0.186745
20.348,-0.218107
20.35,-0.247522
20.352,-0.274725
20.354,-0.299477
20.356,-0.321555
20.358,-0.340764
20.36,-0.356933
20.362,-0.369918
20.364,-0.379602
20.366,-0.385901
20.368,-0.388758
20.37,-0.388147
20.372,-0.384075
20.374,-0.376578
20.376,-0.365722
20.378,-0.351606
20.38,-0.334355
20.382,-0.314123
20.384,-0.291091
20.386,-0.265466
20.388,-0.237475
20.39,-0.207369
20.392,-0.175417
20.394,-0.141905
20.396,-0.107133
20.398,-0.0714103
20.4,-0.0350575
20.402,0.00160055
20.404,0.0382361
20.406,0.0745214
20.408,0.110132
20.41,0.144749
20.412,0.178063
20.414,0.209776
20.416,0.239603
20.418,0.267279
20.42,0.292555
20.422,0.315205
20.424,0.335026
20.426,0.351841
20.428,0.365499
20.43,0.375878
20.432,0.382886
20.434,0.386459
20.436,0.386565
20.438,0.383205
20.44,0.376408
20.442,0.366235
20.444,0.352779
20.446,0.336159
20.448,0.316525
20.45,0.294055
20.452,0.268948
20.454,0.241432
20.456,0.211754
20.458,0.18018
20.46,0.146994
20.462,0.112494
20.464,0.0769915
20.466,0.0408044
20.468,0.0042587
20.47,-0.0323171
20.472,-0.0685938
20.474,-0.104245
20.476,-0.138951
20.478,-0.172398
20.48,-0.204286
20.482,-0.234327
20.484,-0.262252
20.486,-0.287809
20.488,-0.310768
20.49,-0.330922
20.492,-0.34809
20.494,-0.362117
20.496,-0.372877
20.498,-0.380274
20.5,-0.38424
20.502,-0.384741
20.504,-0.381771
20.506,-0.375358
20.508,-0.365561
20.51,-0.352466
20.512,-0.336194
20.514,-0.31689
20.516,-0.29473
20.518,-0.269914
20.52,-0.242666
20.522,-0.213232
20.524,-0.181878
20.526,-0.148888
20.528,-0.11456
20.53,-0.0792041
20.532,-0.0431403
20.534,-0.00669477
20.536,0.029803
20.538,0.0660229
20.54,0.101637
20.542,0.136324
20.544,0.169769
20.546,0.20167
20.548,0.231737
20.55,0.2597
20.552,0.285305
20.554,0.308319
20.556,0.328536
20.558,0.345771
20.56,0.359869
20.562,0.370702
20.564,0.378172
20.566,0.382211
20.568,0.382784
20.57,0.379886
20.572,0.373541
20.574,0.36381
20.576,0.350779
20.578,0.334568
20.58,0.315323
20.582,0.293221
20.584,0.26846
20.586,0.241268
20.588,0.21189
20.59,0.180594
20.592,0.147664
20.594,0.1134
20.596,0.078113
20.598,0.042124
20.6,0.00576021
20.602,-0.0306476
20.604,-0.0667683
20.606,-0.102273
20.608,-0.136839
20.61,-0.170152
20.612,-0.201909
20.614,-0.231821
20.616,-0.259614
20.618,-0.285038
20.62,-0.307859
20.622,-0.327871
20.624,-0.344891
20.626,-0.358764
20.628,-0.369364
20.63,-0.376595
20.632,-0.380391
20.634,-0.380717
20.636,-0.377571
20.638,-0.370982
20.64,-0.36101
20.642,-0.347746
20.644,-0.331311
20.646,-0.311857
20.648,-0.289559
20.65,-0.264623
20.652,-0.237276
20.654,-0.207768
20.656,-0.176369
20.658,-0.143366
20.66,-0.10906
20.662,-0.0737656
20.664,-0.0378048
20.666,-0.00150675
20.668,0.0347967
20.67,0.0707735
20.672,0.106094
20.674,0.140437
20.676,0.173486
20.678,0.204939
20.68,0.23451
20.682,0.261926
20.684,0.286938
20.686,0.309315
20.688,0.328855
20.69,0.345377
20.692,0.35873
20.694,0.368793
20.696,0.375473
20.698,0.378709
20.7,0.378472
20.702,0.374764
20.704,0.36762
20.706,0.357105
20.708,0.343316
20.71,0.326379
20.712,0.306451
20.714,0.283714
20.716,0.258377
20.718,0.230674
20.72,0.200858
20.722,0.169205
20.724,0.136004
20.726,0.101561
20.728,0.0661927
20.73,0.0302243
20.732,-0.00601361
20.734,-0.0421877
20.736,-0.0779654
20.738,-0.113018
20.74,-0.147022
20.742,-0.179665
20.744,-0.210647
20.746,-0.239683
20.748,-0.266506
20.75,-0.290869
20.752,-0.312547
20.754,-0.331341
20.756,-0.347079
20.758,-0.359614
20.76,-0.368833
20.762,-0.374651
20.764,-0.377013
20.766,-0.375898
20.768,-0.371318
20.77,-0.363313
20.772,-0.351959
20.774,-0.337361
20.776,-0.319653
20.778,-0.298999
20.78,-0.27559
20.782,-0.249642
20.784,-0.221395
20.786,-0.19111
20.788,-0.159066
20.79,-0.125561
20.792,-0.0909034
20.794,-0.0554139
20.796,-0.0194205
20.798,0.0167439
20.8,0.052745
20.802,0.0882498
20.804,0.12293
20.806,0.156465
20.808,0.188544
20.81,0.218871
20.812,0.247165
20.814,0.273164
20.816,0.296628
20.818,0.317339
20.82,0.335107
20.822,0.349766
20.824,0.361181
20.826,0.369247
20.828,0.373889
20.83,0.375063
20.832,0.372761
20.834,0.367002
20.836,0.357841
20.838,0.345363
20.84,0.329684
20.842,0.31095
20.844,0.289334
20.846,0.265039
20.848,0.238288
20.85,0.209331
20.852,0.178437
20.854,0.145893
20.856,0.112002
20.858,0.0770778
20.86,0.0414458
20.862,0.00543709
20.864,-0.0306136
20.866,-0.0663711
20.868,-0.101503
20.87,-0.135682
20.872,-0.168592
20.874,-0.199925
20.876,-0.22939
20.878,-0.256713
20.88,-0.28164
20.882,-0.30394
20.884,-0.323404
20.886,-0.339851
20.888,-0.353129
20.89,-0.363115
20.892,-0.369714
20.894,-0.372867
20.896,-0.372543
20.898,-0.368747
20.9,-0.361514
20.902,-0.350911
20.904,-0.337037
20.906,-0.320023
20.908,-0.300028
20.91,-0.277237
20.912,-0.251865
20.914,-0.224147
20.916,-0.194344
20.918,-0.162733
20.92,-0.129609
20.922,-0.0952833
20.924,-0.0600753
20.926,-0.0243144
20.928,0.0116651
20.93,0.0475271
20.932,0.0829361
20.934,0.117561
20.936,0.151079
20.938,0.183175
20.94,0.21355
20.942,0.24192
20.944,0.268019
20.946,0.291603
20.948,0.312452
20.95,0.330371
20.952,0.345192
20.954,0.356776
20.956,0.365015
20.958,0.369833
20.96,0.371184
20.962,0.369057
20.964,0.36347
20.966,0.354478
20.968,0.342163
20.97,0.326643
20.972,0.308063
20.974,0.286597
20.976,0.262448
20.978,0.235841
20.98,0.207027
20.982,0.176277
20.984,0.143879
20.986,0.110138
20.988,0.0753708
20.99,0.0399038
20.992,0.00407036
20.994,-0.0317926
20.996,-0.0673482
20.998,-0.102262
21,-0.136206
21.002,-0.168861
21.004,-0.19992
21.006,-0.229092
21.008,-0.2561
21.01,-0.280693
21.012,-0.302638
21.014,-0.32173
21.016,-0.337788
21.018,-0.350662
21.02,-0.36023
21.022,-0.366404
21.024,-0.369124
21.026,-0.368366
21.028,-0.364137
21.03,-0.356477
21.032,-0.345458
21.034,-0.331186
21.036,-0.313794
21.038,-0.293447
21.04,-0.270336
21.042,-0.244681
21.044,-0.216724
21.046,-0.186728
21.048,-0.154977
21.05,-0.12177
21.052,-0.0874221
21.054,-0.0522568
21.056,-0.0166064
21.058,0.0191921
21.06,0.0548007
21.062,0.0898827
21.064,0.124107
21.066,0.157149
21.068,0.188698
21.07,0.218454
21.072,0.246138
21.074,0.271486
21.076,0.29426
21.078,0.314244
21.08,0.331249
21.082,0.345114
21.084,0.355709
21.086,0.362934
21.088,0.366719
21.09,0.367031
21.092,0.363865
21.094,0.357252
21.096,0.347256
21.098,0.333971
21.1,0.317523
21.102,0.298069
21.104,0.275794
21.106,0.250908
21.108,0.223648
21.11,0.194273
21.112,0.163062
21.114,0.13031
21.116,0.0963305
21.118,0.0614444
21.12,0.0259834
21.122,-0.0097157
21.124,-0.0453137
21.126,-0.0804725
21.128,-0.114858
21.13,-0.148144
21.132,-0.180013
21.134,-0.210164
21.136,-0.238309
21.138,-0.26418
21.14,-0.287533
21.142,-0.308146
21.144,-0.325821
21.146,-0.340392
21.148,-0.351719
21.15,-0.359696
21.152,-0.364247
21.154,-0.365328
21.156,-0.36293
21.158,-0.357076
21.16,-0.347822
21.162,-0.335255
21.164,-0.319497
21.166,-0.300698
21.168,-0.279037
21.17,-0.254721
21.172,-0.227982
21.174,-0.199075
21.176,-0.168277
21.178,-0.13588
21.18,-0.102195
21.182,-0.0675432
21.184,-0.0322551
21.186,0.00333232
21.188,0.0388791
21.19,0.0740458
21.192,0.108496
21.194,0.141902
21.196,0.173944
21.198,0.204315
21.2,0.232726
21.202,0.258906
21.204,0.282603
21.206,0.303593
21.208,0.321673
21.21,0.336672
21.212,0.348447
21.214,0.356884
21.216,0.361903
21.218,0.363458
21.22,0.361532
21.222,0.356145
21.224,0.347349
