"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Middle Plate,  VehicleTire (m)","Amplitude - Middle Plate,  VehicleTire (m)","Time - Top Plate, Vechile Body (m)","Amplitude - Top Plate, Vechile Body (m)"
0.124,0.00243461,0.124,0.00197251,0.124,0.00170862
0.126,0.00248954,0.126,0.00206992,0.126,0.00180603
0.128,0.00255326,0.128,0.0021722,0.128,0.0019083
0.13,0.00258622,0.13,0.00222577,0.13,0.00196188
0.132,0.00261479,0.132,0.00227448,0.132,0.00201058
0.134,0.00264115,0.134,0.00232805,0.134,0.00206416
0.136,0.00266532,0.136,0.00237188,0.136,0.00210799
0.138,0.0026895,0.138,0.00241572,0.138,0.00215182
0.14,0.00272026,0.14,0.00246442,0.14,0.00220053
0.142,0.00282573,0.142,0.00259592,0.142,0.00233203
0.144,0.00286308,0.144,0.00263976,0.144,0.00237586
0.146,0.00289824,0.146,0.00268359,0.146,0.0024197
0.148,0.00291801,0.148,0.00272742,0.148,0.00246353
0.15,0.00294438,0.15,0.00280048,0.15,0.00253659
0.152,0.00296636,0.152,0.00287354,0.152,0.00260964
0.154,0.00297734,0.154,0.00290763,0.154,0.00264373
0.156,0.00298833,0.156,0.00294172,0.156,0.00267783
0.158,0.00300591,0.158,0.00297581,0.158,0.00271192
0.16,0.00302788,0.16,0.00300504,0.16,0.00274114
0.162,0.00308721,0.162,0.00306835,0.162,0.00280446
0.164,0.00315972,0.164,0.00313167,0.164,0.0028772
0.166,0.00319707,0.166,0.00316089,0.166,0.00290642
0.168,0.00322344,0.168,0.00319011,0.168,0.00293564
0.17,0.00323882,0.17,0.00321446,0.17,0.00296942
0.172,0.00324981,0.172,0.00323395,0.172,0.0029889
0.174,0.00327178,0.174,0.00327291,0.174,0.00303729
0.176,0.00330034,0.176,0.003307,0.176,0.00307138
0.178,0.00331792,0.178,0.00332161,0.178,0.00309542
0.18,0.0033377,0.18,0.00333622,0.18,0.00311003
0.182,0.00335528,0.182,0.00334596,0.182,0.00311977
0.184,0.00337286,0.184,0.00335571,0.184,0.00312951
0.186,0.0034168,0.186,0.00337032,0.186,0.00315355
0.188,0.00346294,0.188,0.00338493,0.188,0.00316816
0.19,0.00348492,0.19,0.0033898,0.19,0.00317303
0.192,0.0035025,0.192,0.00339467,0.192,0.0031779
0.194,0.00351129,0.194,0.00339954,0.194,0.00318277
0.196,0.00352227,0.196,0.00339954,0.196,0.00318277
0.198,0.00354205,0.198,0.00339954,0.198,0.00318277
0.2,0.00357281,0.2,0.00339954,0.2,0.00318277
0.202,0.00358819,0.202,0.00339954,0.202,0.00318277
0.204,0.00360137,0.204,0.00339954,0.204,0.00318277
0.206,0.00361236,0.206,0.00339954,0.206,0.00318277
0.208,0.00362335,0.208,0.00339467,0.208,0.0031779
0.21,0.00363433,0.21,0.00339467,0.21,0.0031779
0.212,0.0036585,0.212,0.00339467,0.212,0.0031779
0.214,0.00368048,0.214,0.0033898,0.214,0.00317303
0.216,0.00368927,0.216,0.0033898,0.216,0.00317303
0.218,0.00369806,0.218,0.00338493,0.218,0.00316816
0.22,0.00370025,0.22,0.00338006,0.22,0.00316329
0.222,0.00370465,0.222,0.00337519,0.222,0.00315842
0.224,0.00370904,0.224,0.00337032,0.224,0.00315355
0.226,0.00372442,0.226,0.00336058,0.226,0.00314381
0.228,0.003742,0.228,0.00335084,0.228,0.00313406
0.23,0.00374859,0.23,0.00335084,0.23,0.00313406
0.232,0.00375519,0.232,0.00334596,0.232,0.00312919
0.234,0.00375738,0.234,0.00334596,0.234,0.00312919
0.236,0.00376178,0.236,0.00334109,0.236,0.00312432
0.238,0.00376397,0.238,0.00334109,0.238,0.0031149
0.24,0.00376837,0.24,0.00333622,0.24,0.00311003
0.242,0.00377496,0.242,0.00334109,0.242,0.00310547
0.244,0.00377716,0.244,0.00334109,0.244,0.00310547
0.246,0.00377936,0.246,0.00334109,0.246,0.00310547
0.248,0.00378155,0.248,0.00334109,0.248,0.00310547
0.25,0.00378375,0.25,0.00334109,0.25,0.00310547
0.252,0.00378375,0.252,0.00334109,0.252,0.00310547
0.254,0.00378595,0.254,0.00334109,0.254,0.00310547
0.256,0.00378595,0.256,0.00334109,0.256,0.00310547
0.258,0.00378595,0.258,0.00334109,0.258,0.00310547
0.26,0.00378595,0.26,0.00334109,0.26,0.00310547
0.262,0.00378595,0.262,0.00334109,0.262,0.00310547
0.264,0.00378595,0.264,0.00334109,0.264,0.00310547
0.266,0.00378595,0.266,0.00334109,0.266,0.00310547
0.268,0.00378595,0.268,0.00334109,0.268,0.00310547
0.27,0.00378595,0.27,0.00334109,0.27,0.00310547
0.272,0.00378595,0.272,0.00334109,0.272,0.00310547
0.274,0.00378595,0.274,0.00334109,0.274,0.00310547
0.276,0.00378595,0.276,0.00334109,0.276,0.00310547
0.278,0.00378595,0.278,0.00334109,0.278,0.00310547
0.28,0.00378375,0.28,0.00334109,0.28,0.00310547
0.282,0.00378375,0.282,0.00334596,0.282,0.00311034
0.284,0.00378375,0.284,0.00334596,0.284,0.00311034
0.286,0.00378375,0.286,0.00334596,0.286,0.00311034
0.288,0.00378375,0.288,0.00334596,0.288,0.00311034
0.29,0.00378155,0.29,0.00334596,0.29,0.00311034
0.292,0.00378155,0.292,0.00334596,0.292,0.00311034
0.294,0.00377936,0.294,0.00334596,0.294,0.00311034
0.296,0.00377496,0.296,0.00335084,0.296,0.00311522
0.298,0.00377057,0.298,0.00335084,0.298,0.00311522
0.3,0.00376837,0.3,0.00335084,0.3,0.00311522
0.302,0.00376617,0.302,0.00335084,0.302,0.00311522
0.304,0.00376178,0.304,0.00334596,0.304,0.00311034
0.306,0.00375958,0.306,0.00334596,0.306,0.00311034
0.308,0.00375299,0.308,0.00334596,0.308,0.00311034
0.31,0.003742,0.31,0.00334596,0.31,0.00311034
0.312,0.00373321,0.312,0.00334596,0.312,0.00311034
0.314,0.00373321,0.314,0.00334596,0.314,0.00311034
0.316,0.00373321,0.316,0.00334596,0.316,0.00311034
0.318,0.00373102,0.318,0.00334596,0.318,0.00311034
0.32,0.00372442,0.32,0.00334596,0.32,0.00311034
0.322,0.00371783,0.322,0.00334596,0.322,0.00311034
0.324,0.00369366,0.324,0.00334596,0.324,0.00311034
0.326,0.00364972,0.326,0.00334596,0.326,0.00311034
0.328,0.00363433,0.328,0.00334596,0.328,0.00311034
0.33,0.00362335,0.33,0.00334596,0.33,0.00311034
0.332,0.00361676,0.332,0.00334596,0.332,0.00311034
0.334,0.00360577,0.334,0.00334596,0.334,0.00311034
0.336,0.00355743,0.336,0.00334596,0.336,0.00311034
0.338,0.00353765,0.338,0.00334109,0.338,0.00310547
0.34,0.00351788,0.34,0.00334109,0.34,0.00310547
0.342,0.0035025,0.342,0.00334109,0.342,0.00310547
0.344,0.00348492,0.344,0.00334109,0.344,0.00310547
0.346,0.0034168,0.346,0.00333622,0.346,0.0031006
0.348,0.00339263,0.348,0.00333622,0.348,0.0031006
0.35,0.00336846,0.35,0.00333135,0.35,0.00309573
0.352,0.00335088,0.352,0.00332648,0.352,0.00309086
0.354,0.00333111,0.354,0.00332648,0.354,0.00309086
0.356,0.00328057,0.356,0.00331674,0.356,0.00308112
0.358,0.00321904,0.358,0.003307,0.358,0.00307138
0.36,0.00318608,0.36,0.00330213,0.36,0.00306651
0.362,0.00315972,0.362,0.00329239,0.362,0.00305677
0.364,0.00313555,0.364,0.00328752,0.364,0.0030519
0.366,0.00310918,0.366,0.00328265,0.366,0.00304703
0.368,0.00305425,0.368,0.00326317,0.368,0.00302755
0.37,0.00299272,0.37,0.00323882,0.37,0.0030032
0.372,0.00296196,0.372,0.00322908,0.372,0.00299346
0.374,0.00293559,0.374,0.00321446,0.374,0.00297884
0.376,0.00291142,0.376,0.00319985,0.376,0.00297366
0.378,0.00288725,0.378,0.00318524,0.378,0.00295905
0.38,0.00282793,0.38,0.00315115,0.38,0.00293438
0.382,0.00275761,0.382,0.00310732,0.382,0.00289997
0.384,0.00272026,0.384,0.00308783,0.384,0.00288049
0.386,0.0026895,0.386,0.00306348,0.386,0.00286556
0.388,0.00266532,0.388,0.00303913,0.388,0.00284121
0.39,0.00263676,0.39,0.00301478,0.39,0.00282628
0.392,0.00257304,0.392,0.0029612,0.392,0.00278213
0.394,0.00250053,0.394,0.00289789,0.394,0.00273767
0.396,0.00246317,0.396,0.0028638,0.396,0.002713
0.398,0.00243021,0.398,0.0028297,0.398,0.00268833
0.4,0.00239725,0.4,0.00279561,0.4,0.00265424
0.402,0.00236429,0.402,0.00276152,0.402,0.00262957
0.404,0.00232694,0.404,0.00272255,0.404,0.00260003
0.406,0.00224344,0.406,0.00264463,0.406,0.00254095
0.408,0.00214676,0.408,0.00256183,0.408,0.00247701
0.41,0.00210062,0.41,0.002518,0.41,0.0024426
0.412,0.00206326,0.412,0.00247416,0.412,0.00240819
0.414,0.0020347,0.414,0.00243033,0.414,0.00237378
0.416,0.00200394,0.416,0.00239137,0.416,0.00234424
0.418,0.00197318,0.418,0.00234753,0.418,0.00230041
0.42,0.00190066,0.42,0.002255,0.42,0.00222672
0.422,0.00181936,0.422,0.00215759,0.422,0.00213874
0.424,0.00177981,0.424,0.00210888,0.424,0.00209946
0.426,0.00174685,0.426,0.00206018,0.426,0.00205075
0.428,0.00171829,0.428,0.00201148,0.428,0.00200205
0.43,0.00168753,0.43,0.00196764,0.43,0.00195822
0.432,0.00165457,0.432,0.00191407,0.432,0.00190464
0.434,0.00157107,0.434,0.00182153,0.434,0.0018121
0.436,0.0014656,0.436,0.00171925,0.436,0.00170983
0.438,0.00140847,0.438,0.00167055,0.438,0.00166112
0.44,0.00136233,0.44,0.00161697,0.44,0.00160755
0.442,0.00132277,0.442,0.00156827,0.442,0.00155884
0.444,0.00128542,0.444,0.00151956,0.444,0.00151014
0.446,0.00124807,0.446,0.00147086,0.446,0.00146144
0.448,0.00116896,0.448,0.00136858,0.448,0.00135916
0.45,0.00107887,0.45,0.00126143,0.45,0.00125201
0.452,0.00103493,0.452,0.00120786,0.452,0.00119843
0.454,0.000997574,0.454,0.00115428,0.454,0.00114486
0.456,0.000964615,0.456,0.00111045,0.456,0.00110103
0.458,0.000929458,0.458,0.00106175,0.458,0.00105232
0.46,0.000892104,0.46,0.00101304,0.46,0.00100362
0.462,0.00079762,0.462,0.000905894,0.462,0.00089647
0.464,0.000687755,0.464,0.000798746,0.464,0.000789321
0.466,0.000628428,0.466,0.000745171,0.466,0.000735746
0.468,0.000582285,0.468,0.000691597,0.468,0.000682172
0.47,0.00054493,0.47,0.000642893,0.47,0.000633468
0.472,0.000507576,0.472,0.000594189,0.472,0.000584764
0.474,0.000470222,0.474,0.000545485,0.474,0.00053606
0.476,0.000388922,0.476,0.000443206,0.476,0.000433782
0.478,0.000239506,0.478,0.000287354,0.478,0.000277929
0.48,0.000191165,0.48,0.00023865,0.48,0.000229225
0.482,0.000156008,0.482,0.000189946,0.482,0.000180521
0.484,0.000134035,0.484,0.000146112,0.484,0.000136687
0.486,0.000109865,0.486,0.000107149,0.486,9.77E-05
0.488,8.79E-06,0.488,-2.92E-05,0.488,-3.86E-05
0.49,-3.52E-05,0.49,-7.31E-05,0.49,-8.25E-05
0.492,-8.13E-05,0.492,-0.00011689,0.492,-0.000126314
0.494,-0.000123049,0.494,-0.000165594,0.494,-0.000175018
0.496,-0.000164798,0.496,-0.000209427,0.496,-0.000218852
0.498,-0.00030103,0.498,-0.000331187,0.498,-0.000340612
0.5,-0.000349371,0.5,-0.00037015,0.5,-0.000379575
0.502,-0.000388922,0.502,-0.000409114,0.502,-0.000418538
0.504,-0.000419684,0.504,-0.000448077,0.504,-0.000457502
0.506,-0.000446052,0.506,-0.00048704,0.506,-0.000496465
0.508,-0.000476814,0.508,-0.000526003,0.508,-0.000535428
0.51,-0.000509774,0.51,-0.000564966,0.51,-0.000574391
0.512,-0.000643809,0.512,-0.000672115,0.512,-0.00068154
0.514,-0.000694347,0.514,-0.000706208,0.514,-0.000715633
0.516,-0.00074049,0.516,-0.000740301,0.516,-0.000749726
0.518,-0.000777844,0.518,-0.000774394,0.518,-0.000783818
0.52,-0.000848158,0.52,-0.000832838,0.52,-0.000842263
0.522,-0.000918471,0.522,-0.000896154,0.522,-0.000905578
0.524,-0.000953628,0.524,-0.000920506,0.524,-0.00092993
0.526,-0.00098439,0.526,-0.000949728,0.526,-0.000959153
0.528,-0.00101296,0.528,-0.00097408,0.528,-0.000983505
0.53,-0.00104811,0.53,-0.0010033,0.53,-0.00101273
0.532,-0.00112721,0.532,-0.00105201,0.532,-0.00106143
0.534,-0.0012239,0.534,-0.00110071,0.534,-0.00111014
0.536,-0.00127224,0.536,-0.00112506,0.536,-0.00113449
0.538,-0.00131179,0.538,-0.00114941,0.538,-0.00115884
0.54,-0.00134255,0.54,-0.00116403,0.54,-0.00117345
0.542,-0.00137331,0.542,-0.00118351,0.542,-0.00119293
0.544,-0.00143703,0.544,-0.00122734,0.544,-0.00123677
0.546,-0.00150955,0.546,-0.00127117,0.546,-0.00127117
0.548,-0.0015491,0.548,-0.00129066,0.548,-0.00128123
0.55,-0.00158206,0.55,-0.00131014,0.55,-0.00130071
0.552,-0.00161062,0.552,-0.00132962,0.552,-0.00131077
0.554,-0.00164138,0.554,-0.00134423,0.554,-0.00131596
0.556,-0.0017117,0.556,-0.00138319,0.556,-0.00134549
0.558,-0.00179519,0.558,-0.00142216,0.558,-0.00137503
0.56,-0.00183694,0.56,-0.00144164,0.56,-0.00139451
0.562,-0.0018721,0.562,-0.00146112,0.562,-0.00140457
0.564,-0.00190066,0.564,-0.0014806,0.564,-0.00142405
0.566,-0.00192923,0.566,-0.00150008,0.566,-0.00143411
0.568,-0.00195779,0.568,-0.00151956,0.568,-0.00145359
0.57,-0.00202591,0.57,-0.00155366,0.57,-0.00146883
0.572,-0.00210062,0.572,-0.00159749,0.572,-0.00150324
0.574,-0.00213578,0.574,-0.00161697,0.574,-0.0015133
0.576,-0.00216434,0.576,-0.00163645,0.576,-0.00152336
0.578,-0.00218631,0.578,-0.00165107,0.578,-0.00152854
0.58,-0.00220829,0.58,-0.00167055,0.58,-0.0015386
0.582,-0.00223026,0.582,-0.00169003,0.582,-0.00154866
0.584,-0.00228519,0.584,-0.00173386,0.584,-0.00158307
0.586,-0.00239066,0.586,-0.00179718,0.586,-0.00161811
0.588,-0.00242802,0.588,-0.00182153,0.588,-0.00163303
0.59,-0.00245438,0.59,-0.00184101,0.59,-0.00164309
0.592,-0.00247416,0.592,-0.00186049,0.592,-0.00165315
0.594,-0.00249174,0.594,-0.00187997,0.594,-0.0016632
0.596,-0.00255985,0.596,-0.00194329,0.596,-0.00169824
0.598,-0.00258842,0.598,-0.00196764,0.598,-0.00171317
0.6,-0.00261698,0.6,-0.00199199,0.6,-0.0017281
0.602,-0.00264115,0.602,-0.00201635,0.602,-0.00174303
0.604,-0.00266752,0.604,-0.0020407,0.604,-0.00176738
0.606,-0.00274882,0.606,-0.00211862,0.606,-0.00181703
0.608,-0.00277739,0.608,-0.00214298,0.608,-0.00183196
0.61,-0.00280375,0.61,-0.00216733,0.61,-0.00183746
0.612,-0.00282353,0.612,-0.00219655,0.612,-0.00185726
0.614,-0.00284331,0.614,-0.0022209,0.614,-0.00187218
0.616,-0.00290703,0.616,-0.00229883,0.616,-0.00191241
0.618,-0.0029312,0.618,-0.00232805,0.618,-0.00192278
0.62,-0.00295097,0.62,-0.00235727,0.62,-0.00194258
0.622,-0.00296855,0.622,-0.00238163,0.622,-0.00194808
0.624,-0.00298833,0.624,-0.00241085,0.624,-0.00196788
0.626,-0.0030081,0.626,-0.0024352,0.626,-0.00198281
0.628,-0.00302788,0.628,-0.00245955,0.628,-0.00199774
0.63,-0.00310039,0.63,-0.00254235,0.63,-0.00205226
0.632,-0.00312676,0.632,-0.0025667,0.632,-0.00207661
0.634,-0.00315093,0.634,-0.00259105,0.634,-0.00210096
0.636,-0.00316631,0.636,-0.0026154,0.636,-0.00212532
0.638,-0.00319487,0.638,-0.00266411,0.638,-0.00217402
0.64,-0.00322344,0.64,-0.00270794,0.64,-0.00221785
0.642,-0.00323882,0.642,-0.00273229,0.642,-0.0022422
0.644,-0.003252,0.644,-0.00275665,0.644,-0.00226656
0.646,-0.00326519,0.646,-0.00277613,0.646,-0.00228604
0.648,-0.00327837,0.648,-0.00279561,0.648,-0.00230552
0.65,-0.00329375,0.65,-0.00281996,0.65,-0.00232987
0.652,-0.00332891,0.652,-0.0028638,0.652,-0.00237371
0.654,-0.00336626,0.654,-0.00290763,0.654,-0.00241754
0.656,-0.00338164,0.656,-0.00292711,0.656,-0.00243702
0.658,-0.00339483,0.658,-0.00295146,0.658,-0.00246137
0.66,-0.00340362,0.66,-0.00297094,0.66,-0.00248085
0.662,-0.00341021,0.662,-0.0029953,0.662,-0.00250521
0.664,-0.003419,0.664,-0.00301478,0.664,-0.00252469
0.666,-0.00343658,0.666,-0.00305861,0.666,-0.00256852
0.668,-0.00346734,0.668,-0.00312193,0.668,-0.00263184
0.67,-0.00347613,0.67,-0.00314141,0.67,-0.00265132
0.672,-0.00348052,0.672,-0.00316089,0.672,-0.0026708
0.674,-0.00348492,0.674,-0.0031755,0.674,-0.00268541
0.676,-0.00348712,0.676,-0.00319498,0.676,-0.00270489
0.678,-0.0035025,0.678,-0.00324369,0.678,-0.0027536
0.68,-0.00350689,0.68,-0.0032583,0.68,-0.00276821
0.682,-0.00351129,0.682,-0.00327291,0.682,-0.00278282
0.684,-0.00351568,0.684,-0.00328265,0.684,-0.00279256
0.686,-0.00351788,0.686,-0.00329239,0.686,-0.0028023
0.688,-0.00352447,0.688,-0.00332161,0.688,-0.00283152
0.69,-0.00352447,0.69,-0.00333135,0.69,-0.00284126
0.692,-0.00352667,0.692,-0.00334109,0.692,-0.002851
0.694,-0.00352667,0.694,-0.00335084,0.694,-0.00286075
0.696,-0.00352667,0.696,-0.00335571,0.696,-0.00286562
0.698,-0.00352886,0.698,-0.00337032,0.698,-0.00288023
0.7,-0.00352886,0.7,-0.00337032,0.7,-0.00288023
0.702,-0.00352886,0.702,-0.00337519,0.702,-0.0028851
0.704,-0.00352886,0.704,-0.00337519,0.704,-0.0028851
0.706,-0.00352886,0.706,-0.00337519,0.706,-0.0028851
0.708,-0.00352886,0.708,-0.00337519,0.708,-0.0028851
0.71,-0.00352886,0.71,-0.00337519,0.71,-0.0028851
0.712,-0.00352886,0.712,-0.00337519,0.712,-0.0028851
0.714,-0.00352886,0.714,-0.00337519,0.714,-0.0028851
0.716,-0.00352886,0.716,-0.00337519,0.716,-0.0028851
0.718,-0.00352886,0.718,-0.00337032,0.718,-0.00288023
0.72,-0.00352886,0.72,-0.00337032,0.72,-0.00288023
0.722,-0.00352886,0.722,-0.00336545,0.722,-0.00287536
0.724,-0.00352886,0.724,-0.00336545,0.724,-0.00287536
0.726,-0.00352886,0.726,-0.00336058,0.726,-0.00287049
0.728,-0.00352667,0.728,-0.00335571,0.728,-0.00286562
0.73,-0.00352667,0.73,-0.00335084,0.73,-0.00286075
0.732,-0.00352667,0.732,-0.00335084,0.732,-0.00286075
0.734,-0.00352667,0.734,-0.00334596,0.734,-0.00285588
0.736,-0.00352447,0.736,-0.00334596,0.736,-0.00285588
0.738,-0.00352447,0.738,-0.00334109,0.738,-0.002851
0.74,-0.00352447,0.74,-0.00333622,0.74,-0.00284613
0.742,-0.00352227,0.742,-0.00333622,0.742,-0.00284613
0.744,-0.00352227,0.744,-0.00333622,0.744,-0.00284613
0.746,-0.00352007,0.746,-0.00333622,0.746,-0.00284613
0.748,-0.00351568,0.748,-0.00333622,0.748,-0.00284613
0.75,-0.00350909,0.75,-0.00333135,0.75,-0.00284126
0.752,-0.00349151,0.752,-0.00333135,0.752,-0.00284126
0.754,-0.00346514,0.754,-0.00333135,0.754,-0.00284126
0.756,-0.00345196,0.756,-0.00333135,0.756,-0.00284126
0.758,-0.00344097,0.758,-0.00333135,0.758,-0.00284126
0.76,-0.00342999,0.76,-0.00333135,0.76,-0.00284126
0.762,-0.0034168,0.762,-0.00333135,0.762,-0.00284126
0.764,-0.00337945,0.764,-0.00333135,0.764,-0.00284126
0.766,-0.00332891,0.766,-0.00332648,0.766,-0.00283639
0.768,-0.00330034,0.768,-0.00332648,0.768,-0.00283639
0.77,-0.00327398,0.77,-0.00332648,0.77,-0.00283639
0.772,-0.003252,0.772,-0.00332648,0.772,-0.00283639
0.774,-0.00323003,0.774,-0.00332648,0.774,-0.00283639
0.776,-0.00317949,0.776,-0.00332161,0.776,-0.00283152
0.778,-0.00312017,0.778,-0.00331674,0.778,-0.00282665
0.78,-0.00308721,0.78,-0.00331187,0.78,-0.00282178
0.782,-0.00305864,0.782,-0.003307,0.782,-0.00281691
0.784,-0.00303447,0.784,-0.00330213,0.784,-0.00281204
0.786,-0.0030103,0.786,-0.00329726,0.786,-0.00280717
0.788,-0.00295097,0.788,-0.00328752,0.788,-0.00279743
0.79,-0.00287627,0.79,-0.00326804,0.79,-0.00277795
0.792,-0.00283452,0.792,-0.0032583,0.792,-0.00276821
0.794,-0.00279936,0.794,-0.00324856,0.794,-0.00275847
0.796,-0.00277299,0.796,-0.00323882,0.796,-0.00274873
0.798,-0.00274882,0.798,-0.00322908,0.798,-0.00273899
0.8,-0.00269389,0.8,-0.00319985,0.8,-0.00271919
0.802,-0.00262138,0.802,-0.00316576,0.802,-0.00269452
0.804,-0.00257743,0.804,-0.00314141,0.804,-0.00267017
0.806,-0.00253788,0.806,-0.00312193,0.806,-0.00266011
0.808,-0.00250272,0.808,-0.00309757,0.808,-0.00264518
0.81,-0.00246977,0.81,-0.00307809,0.81,-0.00263513
0.812,-0.00239286,0.812,-0.00302452,0.812,-0.0026004
0.814,-0.00230277,0.814,-0.00295633,0.814,-0.00255107
0.816,-0.00225663,0.816,-0.00292224,0.816,-0.0025264
0.818,-0.00221708,0.818,-0.00288815,0.818,-0.00250173
0.82,-0.00218412,0.82,-0.00285405,0.82,-0.00247706
0.822,-0.00215555,0.822,-0.00281996,0.822,-0.00246182
0.824,-0.00208524,0.824,-0.00273716,0.824,-0.0024073
0.826,-0.00199295,0.826,-0.00264463,0.826,-0.00234303
0.828,-0.00194241,0.828,-0.00260079,0.828,-0.00230862
0.83,-0.00189847,0.83,-0.00255209,0.83,-0.00226935
0.832,-0.00186111,0.832,-0.00250339,0.832,-0.00223949
0.834,-0.00182815,0.834,-0.00245955,0.834,-0.00220508
0.836,-0.00175345,0.836,-0.00235727,0.836,-0.00212165
0.838,-0.00165896,0.838,-0.002255,0.838,-0.00203822
0.84,-0.00160623,0.84,-0.00219655,0.84,-0.0019892
0.842,-0.00156008,0.842,-0.00214298,0.842,-0.00194506
0.844,-0.00152053,0.844,-0.0020894,0.844,-0.00190091
0.846,-0.00148098,0.846,-0.00203583,0.846,-0.00185676
0.848,-0.00139529,0.848,-0.00193355,0.848,-0.00175448
0.85,-0.00128762,0.85,-0.00182153,0.85,-0.00165188
0.852,-0.00123049,0.852,-0.00176308,0.852,-0.00159344
0.854,-0.00118434,0.854,-0.00170464,0.854,-0.00153499
0.856,-0.00114699,0.856,-0.00165107,0.856,-0.00148142
0.858,-0.00111623,0.858,-0.00160236,0.858,-0.00143272
0.86,-0.00104372,0.86,-0.00149521,0.86,-0.00132557
0.862,-0.000953628,0.862,-0.00138319,0.862,-0.00121355
0.864,-0.000900893,0.864,-0.00132475,0.864,-0.0011551
0.866,-0.000852552,0.866,-0.0012663,0.866,-0.00109666
0.868,-0.000808606,0.868,-0.00120786,0.868,-0.00103821
0.87,-0.000766858,0.87,-0.00114941,0.87,-0.000979768
0.872,-0.000670177,0.872,-0.00102765,0.872,-0.000858008
0.874,-0.00055372,0.874,-0.000901024,0.874,-0.000731378
0.876,-0.000492195,0.876,-0.000827968,0.876,-0.000658322
0.878,-0.000443855,0.878,-0.000769523,0.878,-0.000599877
0.88,-0.000406501,0.88,-0.000711078,0.88,-0.000541432
