"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Middle Plate,  VehicleTire (m)","Amplitude - Middle Plate,  VehicleTire (m)","Time - Top Plate, Vechile Body (m)","Amplitude - Top Plate, Vechile Body (m)"
0.122,0.00239066,0.122,0.00181179,0.122,0.00110493
0.124,0.00242142,0.124,0.00185075,0.124,0.00114389
0.126,0.00244999,0.126,0.00188484,0.126,0.00117798
0.128,0.00247416,0.128,0.00191894,0.128,0.00121208
0.13,0.00250272,0.13,0.00195303,0.13,0.00124617
0.132,0.00253349,0.132,0.00198712,0.132,0.00128026
0.134,0.0026038,0.134,0.00207479,0.134,0.00136793
0.136,0.00270048,0.136,0.00219655,0.136,0.00148969
0.138,0.00273124,0.138,0.00223551,0.138,0.00152865
0.14,0.00275102,0.14,0.00227448,0.14,0.00156762
0.142,0.00276201,0.142,0.00231344,0.142,0.00160658
0.144,0.0027708,0.144,0.00235727,0.144,0.00165984
0.146,0.00284331,0.146,0.00246929,0.146,0.00178128
0.148,0.00287407,0.148,0.00250339,0.148,0.00181538
0.15,0.00289824,0.15,0.00253748,0.15,0.00185889
0.152,0.00291362,0.152,0.00257157,0.152,0.00189299
0.154,0.0029334,0.154,0.00260079,0.154,0.00193163
0.156,0.00298613,0.156,0.00265924,0.156,0.00201835
0.158,0.00304546,0.158,0.00271281,0.158,0.00209078
0.16,0.00306963,0.16,0.00273716,0.16,0.00212455
0.162,0.00308501,0.162,0.00276152,0.162,0.00216775
0.164,0.003096,0.164,0.00278587,0.164,0.00220153
0.166,0.00310918,0.166,0.00280535,0.166,0.00223986
0.168,0.00315313,0.168,0.00283944,0.168,0.00231165
0.17,0.00319487,0.17,0.00287841,0.17,0.00238832
0.172,0.00321465,0.172,0.00289302,0.172,0.00242178
0.174,0.00323003,0.174,0.0029125,0.174,0.00246011
0.176,0.00324541,0.176,0.00292224,0.176,0.00249812
0.178,0.00326299,0.178,0.00293685,0.178,0.00253158
0.18,0.00328277,0.18,0.00295146,0.18,0.00257447
0.182,0.00332232,0.182,0.00298068,0.182,0.00265082
0.184,0.00337505,0.184,0.00300991,0.184,0.00275544
0.186,0.00339043,0.186,0.00301478,0.186,0.00278858
0.188,0.00339922,0.188,0.00302452,0.188,0.0028266
0.19,0.00340362,0.19,0.00303426,0.19,0.00285519
0.192,0.00341021,0.192,0.00303913,0.192,0.00288833
0.194,0.00344097,0.194,0.00305861,0.194,0.00297379
0.196,0.00345416,0.196,0.00306348,0.196,0.00300693
0.198,0.00346734,0.198,0.00306835,0.198,0.00303065
0.2,0.00347613,0.2,0.00307809,0.2,0.00305924
0.202,0.00348712,0.202,0.00308296,0.202,0.00309239
0.204,0.00351348,0.204,0.00309757,0.204,0.0031447
0.206,0.00353765,0.206,0.00311219,0.206,0.00319701
0.208,0.00354864,0.208,0.00312193,0.208,0.0032256
0.21,0.00355743,0.21,0.00313167,0.21,0.00324476
0.212,0.00356402,0.212,0.00314141,0.212,0.00327336
0.214,0.00357061,0.214,0.00315115,0.214,0.00330195
0.216,0.0035794,0.216,0.00315602,0.216,0.00331624
0.218,0.00359918,0.218,0.00318037,0.218,0.00335944
0.22,0.00362994,0.22,0.00320472,0.22,0.00341207
0.222,0.00363873,0.222,0.00321446,0.222,0.00342181
0.224,0.00364312,0.224,0.00321933,0.224,0.00342668
0.226,0.00364532,0.226,0.00322908,0.226,0.00343642
0.228,0.00364752,0.228,0.00323395,0.228,0.00344129
0.23,0.0036607,0.23,0.0032583,0.23,0.00347507
0.232,0.00366729,0.232,0.00326804,0.232,0.00348481
0.234,0.00367389,0.234,0.00327291,0.234,0.0034991
0.236,0.00367828,0.236,0.00327778,0.236,0.00350397
0.238,0.00368267,0.238,0.00328265,0.238,0.00350884
0.24,0.00368927,0.24,0.00329239,0.24,0.00351859
0.242,0.00369366,0.242,0.00329726,0.242,0.00352346
0.244,0.00369586,0.244,0.00329726,0.244,0.00352346
0.246,0.00369806,0.246,0.00330213,0.246,0.00352833
0.248,0.00370025,0.248,0.00330213,0.248,0.00352833
0.25,0.00370025,0.25,0.00330213,0.25,0.00352833
0.252,0.00370245,0.252,0.003307,0.252,0.0035332
0.254,0.00370465,0.254,0.003307,0.254,0.0035332
0.256,0.00370465,0.256,0.003307,0.256,0.0035332
0.258,0.00370465,0.258,0.003307,0.258,0.0035332
0.26,0.00370465,0.26,0.003307,0.26,0.0035332
0.262,0.00370465,0.262,0.003307,0.262,0.0035332
0.264,0.00370465,0.264,0.003307,0.264,0.0035332
0.266,0.00370465,0.266,0.00330213,0.266,0.00352833
0.268,0.00370465,0.268,0.00330213,0.268,0.00352833
0.27,0.00370465,0.27,0.00330213,0.27,0.00352833
0.272,0.00370465,0.272,0.00330213,0.272,0.00352833
0.274,0.00370465,0.274,0.00330213,0.274,0.00352833
0.276,0.00370465,0.276,0.00330213,0.276,0.00352833
0.278,0.00370465,0.278,0.00329726,0.278,0.00352346
0.28,0.00370465,0.28,0.00329239,0.28,0.00351859
0.282,0.00370465,0.282,0.00329239,0.282,0.00351859
0.284,0.00370465,0.284,0.00328752,0.284,0.00351372
0.286,0.00370465,0.286,0.00328752,0.286,0.00351372
0.288,0.00370245,0.288,0.00328265,0.288,0.00350884
0.29,0.00370245,0.29,0.00328265,0.29,0.00350884
0.292,0.00370245,0.292,0.00328265,0.292,0.00350884
0.294,0.00370245,0.294,0.00328265,0.294,0.00350884
0.296,0.00370025,0.296,0.00328265,0.296,0.00350884
0.298,0.00369806,0.298,0.00328265,0.298,0.00350884
0.3,0.00369146,0.3,0.00328265,0.3,0.00350884
0.302,0.00368048,0.302,0.00328265,0.302,0.00350884
0.304,0.00367389,0.304,0.00328265,0.304,0.00350884
0.306,0.00366729,0.306,0.00328265,0.306,0.00350884
0.308,0.0036607,0.308,0.00328265,0.308,0.00350884
0.31,0.00365411,0.31,0.00328265,0.31,0.00350884
0.312,0.00364752,0.312,0.00328265,0.312,0.00350884
0.314,0.00363214,0.314,0.00328265,0.314,0.00350884
0.316,0.00361456,0.316,0.00328265,0.316,0.00350884
0.318,0.00360137,0.318,0.00328265,0.318,0.00350884
0.32,0.00359039,0.32,0.00328265,0.32,0.00350884
0.322,0.0035794,0.322,0.00328265,0.322,0.00350884
0.324,0.00356402,0.324,0.00327778,0.324,0.00350397
0.326,0.00354864,0.326,0.00327778,0.326,0.00350397
0.328,0.0035025,0.328,0.00327778,0.328,0.00350397
0.33,0.00341241,0.33,0.00327778,0.33,0.00350397
0.332,0.00338164,0.332,0.00327778,0.332,0.00350397
0.334,0.00336187,0.334,0.00327291,0.334,0.0034991
0.336,0.00335528,0.336,0.00327291,0.336,0.0034991
0.338,0.00335308,0.338,0.00327291,0.338,0.0034991
0.34,0.00332451,0.34,0.00326804,0.34,0.00349423
0.342,0.00330694,0.342,0.00326317,0.342,0.00348936
0.344,0.00328277,0.344,0.0032583,0.344,0.00348449
0.346,0.0032586,0.346,0.00324856,0.346,0.00347475
0.348,0.00323003,0.348,0.00324369,0.348,0.00346988
0.35,0.00316631,0.35,0.00323395,0.35,0.00346014
0.352,0.003096,0.352,0.00321933,0.352,0.0034361
0.354,0.00306084,0.354,0.00320959,0.354,0.00342636
0.356,0.00303667,0.356,0.00319985,0.356,0.0034072
0.358,0.00301689,0.358,0.00319498,0.358,0.00340233
0.36,0.00300151,0.36,0.00318524,0.36,0.00338316
0.362,0.00295976,0.362,0.00317063,0.362,0.00335913
0.364,0.00289604,0.364,0.00315115,0.364,0.00333022
0.366,0.00286308,0.366,0.00313654,0.366,0.00330618
0.368,0.00283452,0.368,0.00312193,0.368,0.00329157
0.37,0.00281474,0.37,0.00311219,0.37,0.00327241
0.372,0.00279497,0.372,0.00310244,0.372,0.00326267
0.374,0.0027708,0.374,0.00308783,0.374,0.00323863
0.376,0.00269609,0.376,0.00305861,0.376,0.00320941
0.378,0.00256425,0.378,0.00300991,0.378,0.00315128
0.38,0.0025247,0.38,0.00298556,0.38,0.00312693
0.382,0.00250272,0.382,0.00295633,0.382,0.00308828
0.384,0.00249394,0.384,0.00292711,0.384,0.00305906
0.386,0.00248954,0.386,0.00290276,0.386,0.00303471
0.388,0.00242142,0.388,0.00283457,0.388,0.0029571
0.39,0.00238407,0.39,0.00281022,0.39,0.00293274
0.392,0.00234891,0.392,0.00277613,0.392,0.00289865
0.394,0.00232035,0.394,0.00274204,0.394,0.00286456
0.396,0.00229178,0.396,0.00270794,0.396,0.00283046
0.398,0.00222147,0.398,0.00263976,0.398,0.00275285
0.4,0.00212259,0.4,0.00257157,0.4,0.00268467
0.402,0.00206986,0.402,0.00253261,0.402,0.00263628
0.404,0.00202811,0.404,0.00249364,0.404,0.00259732
0.406,0.00199954,0.406,0.00245955,0.406,0.0025538
0.408,0.00197318,0.408,0.00242546,0.408,0.00251971
0.41,0.00194241,0.41,0.00239137,0.41,0.00247619
0.412,0.00185672,0.412,0.00231344,0.412,0.00238884
0.414,0.0017051,0.414,0.00219168,0.414,0.00226708
0.416,0.00166336,0.416,0.00214785,0.416,0.00221382
0.418,0.00163919,0.418,0.00210401,0.418,0.00216999
0.42,0.00163259,0.42,0.00205044,0.42,0.00211641
0.422,0.0016282,0.422,0.0020066,0.422,0.00206315
0.424,0.0015425,0.424,0.0018751,0.424,0.00193165
0.426,0.00149636,0.426,0.0018264,0.426,0.00188295
0.428,0.00145242,0.428,0.00176796,0.428,0.0018245
0.43,0.00141726,0.43,0.00170951,0.43,0.00175663
0.432,0.0013865,0.432,0.00165594,0.432,0.00170306
0.434,0.001303,0.434,0.00154392,0.434,0.00158162
0.436,0.00118874,0.436,0.00143677,0.436,0.00146504
0.438,0.00112721,0.438,0.00138806,0.438,0.00140691
0.44,0.00108107,0.44,0.00133449,0.44,0.00134391
0.442,0.00105251,0.442,0.00128092,0.442,0.00128092
0.444,0.00103053,0.444,0.00122734,0.444,0.00121792
0.446,0.000969009,0.446,0.0011348,0.446,0.00111595
0.448,0.000885512,0.448,0.00103252,0.448,0.000994826
0.45,0.000845961,0.45,0.000988691,0.45,0.000950992
0.452,0.000813001,0.452,0.000939987,0.452,0.000892863
0.454,0.000788831,0.454,0.000901024,0.454,0.000844475
0.456,0.000760266,0.456,0.00085232,0.456,0.000786346
0.458,0.000722912,0.458,0.000803616,0.458,0.000718793
0.46,0.000613047,0.46,0.000711078,0.46,0.000607406
0.462,0.000430671,0.462,0.000564966,0.462,0.000442444
0.464,0.000373541,0.464,0.000506522,0.464,0.000374574
0.466,0.00033399,0.466,0.000448077,0.466,0.000306705
0.468,0.000320806,0.468,0.000399373,0.468,0.000248576
0.47,0.000314214,0.47,0.000350669,0.47,0.000199872
0.472,0.000232914,0.472,0.000209427,0.472,4.92E-05
0.474,0.00019556,0.474,0.000155853,0.474,-4.37E-06
0.476,0.000160403,0.476,0.000107149,0.476,-5.31E-05
0.478,0.000134035,0.478,5.84E-05,0.478,-0.000101777
0.48,0.000103273,0.48,1.46E-05,0.48,-0.00014561
0.482,1.76E-05,0.482,-7.79E-05,0.482,-0.000238148
0.484,-9.23E-05,0.484,-0.000165594,0.484,-0.000325815
0.486,-0.000142825,0.486,-0.000214298,0.486,-0.000374519
0.488,-0.000184573,0.488,-0.000253261,0.488,-0.000413482
0.49,-0.000213138,0.49,-0.000297094,0.49,-0.000457316
0.492,-0.0002439,0.492,-0.000336058,0.492,-0.000496279
0.494,-0.000323003,0.494,-0.000409114,0.494,-0.000569335
0.496,-0.000413092,0.496,-0.00048217,0.496,-0.000642391
0.498,-0.000454841,0.498,-0.000516262,0.498,-0.000676484
0.5,-0.000489998,0.5,-0.000555226,0.5,-0.000715447
0.502,-0.000518563,0.502,-0.000589318,0.502,-0.00074954
0.504,-0.00055372,0.504,-0.000623411,0.504,-0.000783633
0.506,-0.000648204,0.506,-0.000681856,0.506,-0.000842078
0.508,-0.000747082,0.508,-0.000740301,0.508,-0.000900522
0.51,-0.000793225,0.51,-0.000769523,0.51,-0.000929745
0.512,-0.000830579,0.512,-0.000808486,0.512,-0.000968708
0.514,-0.000859144,0.514,-0.000837709,0.514,-0.00099793
0.516,-0.000887709,0.516,-0.000862061,0.516,-0.00102228
0.518,-0.000925063,0.518,-0.000891283,0.518,-0.0010515
0.52,-0.00101076,0.52,-0.000944858,0.52,-0.00110508
0.522,-0.00114479,0.522,-0.00102278,0.522,-0.00118301
0.524,-0.00118874,0.524,-0.00104714,0.524,-0.00120736
0.526,-0.0012195,0.526,-0.00107149,0.526,-0.00123171
0.528,-0.00123708,0.528,-0.00109097,0.528,-0.00125119
0.53,-0.00125466,0.53,-0.00110558,0.53,-0.0012658
0.532,-0.00134914,0.532,-0.00114941,0.532,-0.00130964
0.534,-0.0013843,0.534,-0.00117377,0.534,-0.00133399
0.536,-0.00141506,0.536,-0.00119325,0.536,-0.00134404
0.538,-0.00144143,0.538,-0.00121273,0.538,-0.00136353
0.54,-0.0014678,0.54,-0.00123221,0.54,-0.00137358
0.542,-0.0015447,0.542,-0.0012663,0.542,-0.00139825
0.544,-0.0016282,0.544,-0.00130527,0.544,-0.00142779
0.546,-0.00166995,0.546,-0.00132475,0.546,-0.00143785
0.548,-0.0017051,0.548,-0.0013491,0.548,-0.0014622
0.55,-0.00173367,0.55,-0.00136858,0.55,-0.00147226
0.552,-0.00176443,0.552,-0.00138806,0.552,-0.00148231
0.554,-0.00184134,0.554,-0.00142703,0.554,-0.00150243
0.556,-0.00192044,0.556,-0.00146599,0.556,-0.00151311
0.558,-0.00195779,0.558,-0.00148547,0.558,-0.00152317
0.56,-0.00199075,0.56,-0.00150982,0.56,-0.00152867
0.562,-0.00201932,0.562,-0.00152931,0.562,-0.00153873
0.564,-0.00205008,0.564,-0.00154392,0.564,-0.00153449
0.566,-0.00208524,0.566,-0.0015634,0.566,-0.00153512
0.568,-0.00216214,0.568,-0.00160723,0.568,-0.00155068
0.57,-0.00228519,0.57,-0.00167542,0.57,-0.00157174
0.572,-0.00232474,0.572,-0.00169977,0.572,-0.00158667
0.574,-0.00234672,0.574,-0.00172412,0.574,-0.00159217
0.576,-0.0023577,0.576,-0.00174847,0.576,-0.00159768
0.578,-0.00236869,0.578,-0.00176796,0.578,-0.00159831
0.58,-0.002439,0.58,-0.00184101,0.58,-0.00162424
0.582,-0.00246757,0.582,-0.00187023,0.582,-0.00163461
0.584,-0.00249613,0.584,-0.00189459,0.584,-0.00164012
0.586,-0.0025225,0.586,-0.00192381,0.586,-0.00165049
0.588,-0.00255107,0.588,-0.00194329,0.588,-0.00166055
0.59,-0.00261479,0.59,-0.00199199,0.59,-0.00168098
0.592,-0.0026851,0.592,-0.00203583,0.592,-0.00170596
0.594,-0.00271806,0.594,-0.00206018,0.594,-0.00173031
0.596,-0.00274662,0.596,-0.00208453,0.596,-0.00174524
0.598,-0.0027708,0.598,-0.00210401,0.598,-0.00176472
0.6,-0.00279497,0.6,-0.00212349,0.6,-0.00177478
0.602,-0.00282133,0.602,-0.00213811,0.602,-0.00178939
0.604,-0.00288066,0.604,-0.00216733,0.604,-0.00180919
0.606,-0.00294218,0.606,-0.00219655,0.606,-0.00183841
0.608,-0.00297075,0.608,-0.00221116,0.608,-0.00185302
0.61,-0.00299272,0.61,-0.00223064,0.61,-0.0018725
0.612,-0.00300591,0.612,-0.00224525,0.612,-0.00188711
0.614,-0.00302129,0.614,-0.00225987,0.614,-0.00190172
0.616,-0.00304106,0.616,-0.00227448,0.616,-0.00191633
0.618,-0.00308501,0.618,-0.00230857,0.618,-0.00195043
0.62,-0.00316191,0.62,-0.00237188,0.62,-0.00201374
0.622,-0.00318828,0.622,-0.00239137,0.622,-0.00203322
0.624,-0.00320586,0.624,-0.00241572,0.624,-0.00205758
0.626,-0.00321465,0.626,-0.00244007,0.626,-0.00208193
0.628,-0.00322344,0.628,-0.00245955,0.628,-0.00210141
0.63,-0.00326958,0.63,-0.00252774,0.63,-0.0021696
0.632,-0.00328936,0.632,-0.00255209,0.632,-0.00219395
0.634,-0.00330694,0.634,-0.00257644,0.634,-0.0022183
0.636,-0.00332232,0.636,-0.00259592,0.636,-0.00223778
0.638,-0.0033355,0.638,-0.00262028,0.638,-0.00226213
0.64,-0.00336846,0.64,-0.00265924,0.64,-0.0023011
0.642,-0.00339922,0.642,-0.00270307,0.642,-0.00234493
0.644,-0.0034146,0.644,-0.00272255,0.644,-0.00236441
0.646,-0.00342559,0.646,-0.00274691,0.646,-0.00238876
0.648,-0.00343438,0.648,-0.00276639,0.648,-0.00240824
0.65,-0.00344317,0.65,-0.00278587,0.65,-0.00242773
0.652,-0.00345416,0.652,-0.00281022,0.652,-0.00245208
0.654,-0.00348052,0.654,-0.00284918,0.654,-0.00249104
0.656,-0.00352447,0.656,-0.00290763,0.656,-0.00256834
0.658,-0.00353765,0.658,-0.00292711,0.658,-0.00259724
0.66,-0.00354644,0.66,-0.00294659,0.66,-0.00261672
0.662,-0.00354864,0.662,-0.00296607,0.662,-0.00264563
0.664,-0.00355303,0.664,-0.00298068,0.664,-0.00266967
0.666,-0.00357281,0.666,-0.00302939,0.666,-0.00273722
0.668,-0.0035816,0.668,-0.00304887,0.668,-0.00277555
0.67,-0.00358819,0.67,-0.00306348,0.67,-0.00279959
0.672,-0.00359478,0.672,-0.00307322,0.672,-0.00281875
0.674,-0.00360137,0.674,-0.00308783,0.674,-0.00285221
0.676,-0.00361236,0.676,-0.00310732,0.676,-0.00290939
0.678,-0.00362115,0.678,-0.00312193,0.678,-0.0029617
0.68,-0.00362554,0.68,-0.0031268,0.68,-0.00298542
0.682,-0.00362774,0.682,-0.00313167,0.682,-0.00301857
0.684,-0.00362994,0.684,-0.00313654,0.684,-0.00304229
0.686,-0.00363214,0.686,-0.00314141,0.686,-0.00307543
0.688,-0.00363653,0.688,-0.00314628,0.688,-0.003118
0.69,-0.00363873,0.69,-0.00315115,0.69,-0.00317
0.692,-0.00363873,0.692,-0.00315115,0.692,-0.00319827
0.694,-0.00364093,0.694,-0.00315115,0.694,-0.00321712
0.696,-0.00364093,0.696,-0.00315115,0.696,-0.00323597
0.698,-0.00364093,0.698,-0.00315115,0.698,-0.00325482
0.7,-0.00364093,0.7,-0.00315602,0.7,-0.00327854
0.702,-0.00364093,0.702,-0.00315602,0.702,-0.00331624
0.704,-0.00364093,0.704,-0.00316089,0.704,-0.00336824
0.706,-0.00364093,0.706,-0.00316089,0.706,-0.00338708
0.708,-0.00364093,0.708,-0.00316089,0.708,-0.00339651
0.71,-0.00364093,0.71,-0.00316089,0.71,-0.00341536
0.712,-0.00364093,0.712,-0.00316089,0.712,-0.00342478
0.714,-0.00364093,0.714,-0.00316089,0.714,-0.00346248
0.716,-0.00364093,0.716,-0.00316089,0.716,-0.00347191
0.718,-0.00364093,0.718,-0.00316089,0.718,-0.00348133
0.72,-0.00363873,0.72,-0.00316089,0.72,-0.00349076
0.722,-0.00363873,0.722,-0.00316089,0.722,-0.00349076
0.724,-0.00363873,0.724,-0.00316089,0.724,-0.00350018
0.726,-0.00363873,0.726,-0.00316576,0.726,-0.00351448
0.728,-0.00363653,0.728,-0.00316576,0.728,-0.00351448
0.73,-0.00363653,0.73,-0.00316576,0.73,-0.00351448
0.732,-0.00363653,0.732,-0.00316576,0.732,-0.00351448
0.734,-0.00363433,0.734,-0.00316576,0.734,-0.0035239
0.736,-0.00363433,0.736,-0.00316576,0.736,-0.0035239
0.738,-0.00363214,0.738,-0.00316576,0.738,-0.0035239
0.74,-0.00362994,0.74,-0.00316576,0.74,-0.0035239
0.742,-0.00362774,0.742,-0.00316576,0.742,-0.0035239
0.744,-0.00362115,0.744,-0.00316576,0.744,-0.0035239
0.746,-0.00361236,0.746,-0.00316576,0.746,-0.0035239
0.748,-0.00360137,0.748,-0.00316576,0.748,-0.0035239
0.75,-0.00357281,0.75,-0.00316576,0.75,-0.0035239
0.752,-0.00353985,0.752,-0.00316576,0.752,-0.0035239
0.754,-0.00352667,0.754,-0.00316576,0.754,-0.0035239
0.756,-0.00351348,0.756,-0.00316576,0.756,-0.0035239
0.758,-0.0035025,0.758,-0.00316576,0.758,-0.0035239
0.76,-0.00348931,0.76,-0.00316576,0.76,-0.0035239
0.762,-0.00346954,0.762,-0.00316576,0.762,-0.0035239
0.764,-0.0034212,0.764,-0.00316089,0.764,-0.00351903
0.766,-0.00331792,0.766,-0.00315602,0.766,-0.00351416
0.768,-0.00328057,0.768,-0.00315115,0.768,-0.00350929
0.77,-0.0032542,0.77,-0.00315115,0.77,-0.00350929
0.772,-0.00324102,0.772,-0.00315115,0.772,-0.00350929
0.774,-0.00323443,0.774,-0.00315115,0.774,-0.00350929
0.776,-0.00319048,0.776,-0.00315115,0.776,-0.00350929
0.778,-0.0031707,0.778,-0.00315115,0.778,-0.00350929
0.78,-0.00314434,0.78,-0.00314628,0.78,-0.00350442
0.782,-0.00311797,0.782,-0.00314141,0.782,-0.00349955
0.784,-0.00308721,0.784,-0.00313654,0.784,-0.00349468
0.786,-0.0030125,0.786,-0.0031268,0.786,-0.00348494
0.788,-0.00292461,0.788,-0.00311706,0.788,-0.0034752
0.79,-0.00288066,0.79,-0.00311219,0.79,-0.00347033
0.792,-0.0028499,0.792,-0.00310244,0.792,-0.00346059
0.794,-0.00283012,0.794,-0.0030927,0.794,-0.00345085
0.796,-0.00281035,0.796,-0.00308783,0.796,-0.00344598
0.798,-0.00276201,0.798,-0.00307322,0.798,-0.00343136
0.8,-0.00269389,0.8,-0.00305374,0.8,-0.00341188
0.802,-0.00265434,0.802,-0.00303913,0.802,-0.00339727
0.804,-0.00261918,0.804,-0.00302452,0.804,-0.00338266
0.806,-0.00258622,0.806,-0.00300991,0.806,-0.00336805
0.808,-0.00255326,0.808,-0.00299043,0.808,-0.00334857
0.81,-0.00251371,0.81,-0.00297581,0.81,-0.00333396
0.812,-0.00241483,0.812,-0.00294659,0.812,-0.00330473
0.814,-0.00223465,0.814,-0.00287841,0.814,-0.00323655
0.816,-0.00217972,0.816,-0.00284918,0.816,-0.00320733
0.818,-0.00214456,0.818,-0.00281996,0.818,-0.0031781
0.82,-0.00213797,0.82,-0.00279561,0.82,-0.00315375
0.822,-0.00213578,0.822,-0.00277126,0.822,-0.0031294
0.824,-0.00207865,0.824,-0.00268846,0.824,-0.0030466
0.826,-0.00204349,0.826,-0.00265437,0.826,-0.00301251
0.828,-0.00200174,0.828,-0.00262028,0.828,-0.00297842
0.83,-0.00195779,0.83,-0.00258131,0.83,-0.00293945
0.832,-0.00191385,0.832,-0.00254235,0.832,-0.00290049
0.834,-0.00174905,0.834,-0.00242059,0.834,-0.00277873
0.836,-0.00168533,0.836,-0.00238163,0.836,-0.00273977
0.838,-0.0016282,0.838,-0.00234266,0.838,-0.0027008
0.84,-0.00159085,0.84,-0.00229396,0.84,-0.0026521
0.842,-0.00156008,0.842,-0.00225012,0.842,-0.00260827
0.844,-0.00149856,0.844,-0.00215272,0.844,-0.00251086
0.846,-0.00142165,0.846,-0.00205531,0.846,-0.00241345
0.848,-0.0013799,0.848,-0.0020066,0.848,-0.00236475
0.85,-0.00134035,0.85,-0.00195303,0.85,-0.00231117
0.852,-0.0013052,0.852,-0.00189946,0.852,-0.0022576
0.854,-0.00126784,0.854,-0.00184588,0.854,-0.00220402
0.856,-0.00116457,0.856,-0.00174847,0.856,-0.00210662
0.858,-0.00102834,0.858,-0.00164132,0.858,-0.00199004
0.86,-0.000958023,0.86,-0.00157801,0.86,-0.00192673
0.862,-0.00090309,0.862,-0.00150982,0.862,-0.00185854
0.864,-0.000863539,0.864,-0.00145138,0.864,-0.00179067
0.866,-0.000832777,0.866,-0.00138806,0.866,-0.00171793
0.868,-0.000799817,0.868,-0.00133449,0.868,-0.00165493
0.87,-0.000711925,0.87,-0.0012176,0.87,-0.00152862
0.872,-0.000540536,0.872,-0.00102278,0.872,-0.00131495
0.874,-0.000487801,0.874,-0.000954598,0.874,-0.00123734
0.876,-0.000452644,0.876,-0.000886413,0.876,-0.00115973
0.878,-0.000437263,0.878,-0.000827968,0.878,-0.00110129
