"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Middle Plate,  VehicleTire (m)","Amplitude - Middle Plate,  VehicleTire (m)","Time - Top Plate, Vechile Body (m)","Amplitude - Top Plate, Vechile Body (m)"
0.124,0.00243461,0.124,0.00196277,0.124,0.00143498
0.126,0.00247636,0.126,0.0020066,0.126,0.00147882
0.128,0.00255985,0.128,0.00209914,0.128,0.00157135
0.13,0.00267411,0.13,0.00224038,0.13,0.0017126
0.132,0.00269828,0.132,0.00228422,0.132,0.00175643
0.134,0.00270927,0.134,0.00232805,0.134,0.00180026
0.136,0.00270707,0.136,0.00237188,0.136,0.0018441
0.138,0.00271147,0.138,0.00241085,0.138,0.00189248
0.14,0.00274223,0.14,0.00249364,0.14,0.00197528
0.142,0.00280156,0.142,0.00257157,0.142,0.00207206
0.144,0.00283671,0.144,0.00260566,0.144,0.00211557
0.146,0.00287187,0.146,0.00263489,0.146,0.00215422
0.148,0.00290044,0.148,0.00266898,0.148,0.00219774
0.15,0.00292461,0.15,0.0026982,0.15,0.00223639
0.152,0.00294658,0.152,0.00272742,0.152,0.00228446
0.154,0.00298833,0.154,0.00277613,0.154,0.00236144
0.156,0.00305644,0.156,0.00284431,0.156,0.00247675
0.158,0.00307842,0.158,0.0028638,0.158,0.00251508
0.16,0.0030938,0.16,0.00288815,0.16,0.0025677
0.162,0.00310478,0.162,0.00290276,0.162,0.00260116
0.164,0.00311577,0.164,0.0029125,0.164,0.00262976
0.166,0.00315093,0.166,0.00293685,0.166,0.00270123
0.168,0.00320147,0.168,0.00296607,0.168,0.00277758
0.17,0.00323003,0.17,0.00297581,0.17,0.00281559
0.172,0.0032564,0.172,0.0029953,0.172,0.00286335
0.174,0.00327837,0.174,0.00300504,0.174,0.00289194
0.176,0.00329595,0.176,0.00301965,0.176,0.00293482
0.178,0.00331353,0.178,0.00302939,0.178,0.00297284
0.18,0.00334649,0.18,0.003044,0.18,0.00303458
0.182,0.00340142,0.182,0.00306835,0.182,0.0031249
0.184,0.003419,0.184,0.00307322,0.184,0.00315805
0.186,0.00342999,0.186,0.00307809,0.186,0.00318177
0.188,0.00343438,0.188,0.00308783,0.188,0.00321036
0.19,0.00343877,0.19,0.00308783,0.19,0.00322921
0.192,0.00345855,0.192,0.00310244,0.192,0.00327209
0.194,0.00349151,0.194,0.00311706,0.194,0.00331498
0.196,0.00350909,0.196,0.00313167,0.196,0.00334844
0.198,0.00352667,0.198,0.00313654,0.198,0.00336273
0.2,0.00354205,0.2,0.00315115,0.2,0.00338677
0.202,0.00355523,0.202,0.00315602,0.202,0.00341049
0.204,0.00356842,0.204,0.00316576,0.204,0.00342023
0.206,0.00359259,0.206,0.00318524,0.206,0.00345856
0.208,0.00362554,0.208,0.00321933,0.208,0.0035115
0.21,0.00363653,0.21,0.00323395,0.21,0.00353554
0.212,0.00364312,0.212,0.00324369,0.212,0.00354528
0.214,0.00364532,0.214,0.00325343,0.214,0.00355502
0.216,0.00364972,0.216,0.00326317,0.216,0.00356476
0.218,0.0036629,0.218,0.00327778,0.218,0.0035888
0.22,0.00368267,0.22,0.00328752,0.22,0.00359854
0.222,0.00369366,0.222,0.00329239,0.222,0.00360341
0.224,0.00370465,0.224,0.00329726,0.224,0.00360828
0.226,0.00371344,0.226,0.00330213,0.226,0.00361315
0.228,0.00372003,0.228,0.003307,0.228,0.00361802
0.23,0.00372662,0.23,0.00331187,0.23,0.00363232
0.232,0.00373761,0.232,0.00331674,0.232,0.00364661
0.234,0.00375299,0.234,0.00331674,0.234,0.00365604
0.236,0.00375958,0.236,0.00331674,0.236,0.00366546
0.238,0.00376178,0.238,0.00331674,0.238,0.00366546
0.24,0.00376397,0.24,0.00331674,0.24,0.00367488
0.242,0.00376397,0.242,0.00331674,0.242,0.00367488
0.244,0.00377057,0.244,0.00331674,0.244,0.00368431
0.246,0.00377716,0.246,0.00331674,0.246,0.00368431
0.248,0.00377936,0.248,0.00331674,0.248,0.00368431
0.25,0.00378155,0.25,0.00331674,0.25,0.00368431
0.252,0.00378155,0.252,0.00331674,0.252,0.00368431
0.254,0.00378375,0.254,0.00331674,0.254,0.00368431
0.256,0.00378375,0.256,0.00331674,0.256,0.00368431
0.258,0.00378375,0.258,0.00331674,0.258,0.00368431
0.26,0.00378595,0.26,0.00331187,0.26,0.00367944
0.262,0.00378595,0.262,0.00331187,0.262,0.00367944
0.264,0.00378595,0.264,0.00331187,0.264,0.00367944
0.266,0.00378595,0.266,0.00331187,0.266,0.00367944
0.268,0.00378595,0.268,0.00331187,0.268,0.00367944
0.27,0.00378595,0.27,0.00331187,0.27,0.00367944
0.272,0.00378595,0.272,0.00331674,0.272,0.00368431
0.274,0.00378595,0.274,0.00331187,0.274,0.00367944
0.276,0.00378595,0.276,0.00331187,0.276,0.00367944
0.278,0.00378595,0.278,0.00331187,0.278,0.00367944
0.28,0.00378375,0.28,0.00331187,0.28,0.00367944
0.282,0.00378375,0.282,0.00331187,0.282,0.00367944
0.284,0.00378375,0.284,0.00331674,0.284,0.00368431
0.286,0.00378375,0.286,0.00331674,0.286,0.00368431
0.288,0.00378375,0.288,0.00331674,0.288,0.00368431
0.29,0.00378155,0.29,0.00331674,0.29,0.00368431
0.292,0.00378155,0.292,0.00331674,0.292,0.00368431
0.294,0.00378155,0.294,0.00331674,0.294,0.00368431
0.296,0.00377936,0.296,0.00331674,0.296,0.00368431
0.298,0.00377936,0.298,0.00331674,0.298,0.00368431
0.3,0.00377936,0.3,0.00331674,0.3,0.00368431
0.302,0.00377716,0.302,0.00331674,0.302,0.00368431
0.304,0.00377496,0.304,0.00331674,0.304,0.00368431
0.306,0.00377057,0.306,0.00331674,0.306,0.00368431
0.308,0.00376617,0.308,0.00331674,0.308,0.00368431
0.31,0.00375519,0.31,0.00331674,0.31,0.00368431
0.312,0.0037442,0.312,0.00331674,0.312,0.00368431
0.314,0.003742,0.314,0.00331674,0.314,0.00368431
0.316,0.003742,0.316,0.00331674,0.316,0.00368431
0.318,0.0037398,0.318,0.00331674,0.318,0.00368431
0.32,0.00373541,0.32,0.00331674,0.32,0.00368431
0.322,0.00372223,0.322,0.00331187,0.322,0.00367944
0.324,0.00370465,0.324,0.00331187,0.324,0.00367944
0.326,0.00369586,0.326,0.00331187,0.326,0.00367944
0.328,0.00368487,0.328,0.00331187,0.328,0.00367944
0.33,0.00367389,0.33,0.00331187,0.33,0.00367944
0.332,0.0036629,0.332,0.00331187,0.332,0.00367944
0.334,0.00364752,0.334,0.00331187,0.334,0.00367944
0.336,0.00360797,0.336,0.00331187,0.336,0.00367944
0.338,0.00353546,0.338,0.003307,0.338,0.00366514
0.34,0.00351129,0.34,0.003307,0.34,0.00366514
0.342,0.0034959,0.342,0.003307,0.342,0.00365572
0.344,0.00348492,0.344,0.003307,0.344,0.00365572
0.346,0.00347613,0.346,0.00331187,0.346,0.00366059
0.348,0.00344317,0.348,0.003307,0.348,0.00364629
0.35,0.00340142,0.35,0.00329726,0.35,0.00362713
0.352,0.00337505,0.352,0.00329239,0.352,0.00362226
0.354,0.00335308,0.354,0.00329239,0.354,0.00361283
0.356,0.00333111,0.356,0.00328752,0.356,0.00360796
0.358,0.00330913,0.358,0.00328265,0.358,0.00360309
0.36,0.00328716,0.36,0.00327778,0.36,0.00359822
0.362,0.00323443,0.362,0.00326804,0.362,0.00357906
0.364,0.00314653,0.364,0.00324369,0.364,0.00353586
0.366,0.00311797,0.366,0.00323395,0.366,0.00352611
0.368,0.00309819,0.368,0.00322908,0.368,0.00352124
0.37,0.00308721,0.37,0.00321933,0.37,0.00350208
0.372,0.00307402,0.372,0.00321446,0.372,0.00349721
0.374,0.00305425,0.374,0.00320472,0.374,0.00348747
0.376,0.00299931,0.376,0.00318524,0.376,0.00345856
0.378,0.00296196,0.378,0.00317063,0.378,0.00344395
0.38,0.00292021,0.38,0.00315602,0.38,0.00342934
0.382,0.00288066,0.382,0.00314141,0.382,0.0034053
0.384,0.00283891,0.384,0.00313167,0.384,0.00339556
0.386,0.00279497,0.386,0.00311706,0.386,0.00338095
0.388,0.00270268,0.388,0.00308296,0.388,0.00333743
0.39,0.00257524,0.39,0.00302452,0.39,0.00326956
0.392,0.00254228,0.392,0.00300504,0.392,0.00325008
0.394,0.0025225,0.394,0.00298068,0.394,0.00322573
0.396,0.00251371,0.396,0.0029612,0.396,0.00320625
0.398,0.00250272,0.398,0.00293685,0.398,0.0031819
0.4,0.00248515,0.4,0.0029125,0.4,0.00315754
0.402,0.00242142,0.402,0.00285405,0.402,0.0030991
0.404,0.00227421,0.404,0.00275665,0.404,0.00300169
0.406,0.00221708,0.406,0.00271768,0.406,0.00296273
0.408,0.00217313,0.408,0.00267872,0.408,0.00292376
0.41,0.00214456,0.41,0.00263976,0.41,0.00287538
0.412,0.00212039,0.412,0.00260566,0.412,0.00284128
0.414,0.00206986,0.414,0.00252774,0.414,0.00276336
0.416,0.00201053,0.416,0.00244494,0.416,0.00268056
0.418,0.00197757,0.418,0.00240111,0.418,0.00263673
0.42,0.00194461,0.42,0.0023524,0.42,0.00258802
0.422,0.00191385,0.422,0.00230857,0.422,0.00254419
0.424,0.00188089,0.424,0.00226474,0.424,0.00250036
0.426,0.00184353,0.426,0.0022209,0.426,0.00245652
0.428,0.00175784,0.428,0.00213324,0.428,0.00235943
0.43,0.00160403,0.43,0.00198712,0.43,0.00220389
0.432,0.00155349,0.432,0.00193355,0.432,0.00215032
0.434,0.00152053,0.434,0.00187997,0.434,0.00208732
0.436,0.00150076,0.436,0.00183614,0.436,0.00204349
0.438,0.00148318,0.438,0.00178744,0.438,0.00199478
0.44,0.00143484,0.44,0.00168516,0.44,0.00188308
0.442,0.00136013,0.442,0.00157801,0.442,0.00177593
0.444,0.00131618,0.444,0.00152444,0.444,0.00171293
0.446,0.00127004,0.446,0.00146112,0.446,0.00164962
0.448,0.00122609,0.448,0.00140268,0.448,0.00158175
0.45,0.00117995,0.45,0.00134423,0.45,0.0015233
0.452,0.00113381,0.452,0.00129066,0.452,0.0014603
0.454,0.00103493,0.454,0.00117864,0.454,0.00134828
0.456,0.000883315,0.456,0.0010033,0.456,0.0011541
0.458,0.000839369,0.458,0.000949728,0.458,0.00110052
0.46,0.000810804,0.46,0.000891283,0.46,0.00104208
0.462,0.00079762,0.462,0.000837709,0.462,0.000979081
0.464,0.000782239,0.464,0.000789005,0.464,0.000930377
0.466,0.000729504,0.466,0.000686726,0.466,0.000828098
0.468,0.000643809,0.468,0.000584448,0.468,0.000716395
0.47,0.000593271,0.47,0.000530874,0.47,0.000662821
0.472,0.000542733,0.472,0.000477299,0.472,0.000609246
0.474,0.00049659,0.474,0.000428595,0.474,0.000551118
0.476,0.000446052,0.476,0.000375021,0.476,0.000497543
0.478,0.000395514,0.478,0.000326317,0.478,0.000448839
0.48,0.000290044,0.48,0.000224038,0.48,0.000337136
0.482,0.000131838,0.482,6.82E-05,0.482,0.000181283
0.484,8.35E-05,0.484,1.95E-05,0.484,0.000132579
0.486,5.49E-05,0.486,-2.92E-05,0.486,8.39E-05
0.488,4.17E-05,0.488,-7.31E-05,0.488,4.00E-05
0.49,2.64E-05,0.49,-0.000112019,0.49,1.08E-06
0.492,-2.20E-05,0.492,-0.000194816,0.492,-8.17E-05
0.494,-0.000103273,0.494,-0.000282483,0.494,-0.000169386
0.496,-0.000151614,0.496,-0.000326317,0.496,-0.000213219
0.498,-0.000199954,0.498,-0.00036528,0.498,-0.000252182
0.5,-0.0002439,0.5,-0.000404243,0.5,-0.000291146
0.502,-0.000290044,0.502,-0.000438336,0.502,-0.000325238
0.504,-0.000336187,0.504,-0.000472429,0.504,-0.000359331
0.506,-0.000430671,0.506,-0.000540614,0.506,-0.000427517
0.508,-0.00057789,0.508,-0.000638022,0.508,-0.000524925
0.51,-0.000621836,0.51,-0.000672115,0.51,-0.000559018
0.512,-0.000650401,0.512,-0.000701338,0.512,-0.00058824
0.514,-0.000663585,0.514,-0.00073056,0.514,-0.000617462
0.516,-0.000676768,0.516,-0.000754912,0.516,-0.000641814
0.518,-0.000720714,0.518,-0.000803616,0.518,-0.000690518
0.52,-0.000791028,0.52,-0.00085232,0.52,-0.000739222
0.522,-0.000832777,0.522,-0.000881542,0.522,-0.000768445
0.524,-0.000874525,0.524,-0.000901024,0.524,-0.000787926
0.526,-0.000914077,0.526,-0.000925376,0.526,-0.000812278
0.528,-0.000955826,0.528,-0.000944858,0.528,-0.00083176
0.53,-0.000997574,0.53,-0.000964339,0.53,-0.000851242
0.532,-0.00108547,0.532,-0.00100817,0.532,-0.000895075
0.534,-0.00122829,0.534,-0.00107149,0.534,-0.00095839
0.536,-0.00127443,0.536,-0.00109097,0.536,-0.000977872
0.538,-0.0013052,0.538,-0.00110558,0.538,-0.000992483
0.54,-0.00132717,0.54,-0.00112019,0.54,-0.00100709
0.542,-0.00134694,0.542,-0.00112993,0.542,-0.00101684
0.544,-0.00139529,0.544,-0.00115428,0.544,-0.00103176
0.546,-0.0014634,0.546,-0.00117864,0.546,-0.00103726
0.548,-0.00150295,0.548,-0.00119325,0.548,-0.00104245
0.55,-0.00154031,0.55,-0.00120786,0.55,-0.00104764
0.552,-0.00157546,0.552,-0.00122247,0.552,-0.00105282
0.554,-0.00161062,0.554,-0.00123708,0.554,-0.00105801
0.556,-0.00164578,0.556,-0.00125169,0.556,-0.0010632
0.558,-0.00172488,0.558,-0.00128579,0.558,-0.00107844
0.56,-0.00185013,0.56,-0.0013491,0.56,-0.00110406
0.562,-0.00188968,0.562,-0.00137345,0.562,-0.00111898
0.564,-0.00191605,0.564,-0.00139293,0.564,-0.00111962
0.566,-0.00193582,0.566,-0.00141242,0.566,-0.00112025
0.568,-0.0019534,0.568,-0.0014319,0.568,-0.00112088
0.57,-0.00199954,0.57,-0.00147573,0.57,-0.00111759
0.572,-0.00206766,0.572,-0.00151469,0.572,-0.00110943
0.574,-0.00210501,0.574,-0.00153905,0.574,-0.00111493
0.576,-0.00214017,0.576,-0.00155853,0.576,-0.00111556
0.578,-0.00217093,0.578,-0.00158288,0.578,-0.00112106
0.58,-0.00220389,0.58,-0.00160236,0.58,-0.0011217
0.582,-0.00223465,0.582,-0.00162671,0.582,-0.0011272
0.584,-0.00230057,0.584,-0.00167542,0.584,-0.00114763
0.586,-0.00240604,0.586,-0.00174847,0.586,-0.00117356
0.588,-0.00243681,0.588,-0.00177283,0.588,-0.00118849
0.59,-0.00245878,0.59,-0.00179718,0.59,-0.00119399
0.592,-0.00247416,0.592,-0.00182153,0.592,-0.00119949
0.594,-0.00248954,0.594,-0.00184588,0.594,-0.001205
0.596,-0.0025269,0.596,-0.00189946,0.596,-0.0012303
0.598,-0.00257963,0.598,-0.00195303,0.598,-0.0012556
0.6,-0.00261039,0.6,-0.00198225,0.6,-0.00127539
0.602,-0.00263896,0.602,-0.0020066,0.602,-0.00129032
0.604,-0.00266532,0.604,-0.00203583,0.604,-0.00131012
0.606,-0.00269389,0.606,-0.00206018,0.606,-0.00132504
0.608,-0.00272026,0.608,-0.00208453,0.608,-0.00133997
0.61,-0.00277739,0.61,-0.00213324,0.61,-0.00138868
0.612,-0.00287187,0.612,-0.00220629,0.612,-0.00146173
0.614,-0.00289824,0.614,-0.0022209,0.614,-0.00147634
0.616,-0.00291582,0.616,-0.00224038,0.616,-0.00149582
0.618,-0.0029268,0.618,-0.002255,0.618,-0.00151044
0.62,-0.00293559,0.62,-0.00226961,0.62,-0.00152505
0.622,-0.00294658,0.622,-0.00228909,0.622,-0.00154453
0.624,-0.00298174,0.624,-0.00232805,0.624,-0.00158349
0.626,-0.00300371,0.626,-0.0023524,0.626,-0.00160784
0.628,-0.00302788,0.628,-0.00237188,0.628,-0.00162733
0.63,-0.00304985,0.63,-0.00239624,0.63,-0.00165168
0.632,-0.00307402,0.632,-0.00241572,0.632,-0.00167116
0.634,-0.00309819,0.634,-0.00244007,0.634,-0.00169551
0.636,-0.00314434,0.636,-0.00249364,0.636,-0.00174909
0.638,-0.00320586,0.638,-0.00257644,0.638,-0.00183188
0.64,-0.00322124,0.64,-0.00260566,0.64,-0.00187053
0.642,-0.00323223,0.642,-0.00263489,0.642,-0.00189975
0.644,-0.00323662,0.644,-0.00265924,0.644,-0.0019241
0.646,-0.00324321,0.646,-0.00267872,0.646,-0.00194359
0.648,-0.003252,0.648,-0.00270794,0.648,-0.00197281
0.65,-0.00328057,0.65,-0.00275665,0.65,-0.00203094
0.652,-0.0033377,0.652,-0.00282483,0.652,-0.00211797
0.654,-0.00335528,0.654,-0.00284431,0.654,-0.00214688
0.656,-0.00336846,0.656,-0.0028638,0.656,-0.00218521
0.658,-0.00337725,0.658,-0.00288328,0.658,-0.00221412
0.66,-0.00339263,0.66,-0.0029125,0.66,-0.00227161
0.662,-0.00340801,0.662,-0.00294172,0.662,-0.00232911
0.664,-0.0034168,0.664,-0.00295633,0.664,-0.00236257
0.666,-0.00342339,0.666,-0.00297094,0.666,-0.00240546
0.668,-0.00343218,0.668,-0.00298556,0.668,-0.00243892
0.67,-0.00344097,0.67,-0.0029953,0.67,-0.00246751
0.672,-0.00345635,0.672,-0.00301965,0.672,-0.00254841
0.674,-0.00347173,0.674,-0.00303913,0.674,-0.00261501
0.676,-0.00347833,0.676,-0.00305374,0.676,-0.0026579
0.678,-0.00348272,0.678,-0.00306348,0.678,-0.00269591
0.68,-0.00348492,0.68,-0.00307322,0.68,-0.00273393
0.682,-0.00348931,0.682,-0.00307809,0.682,-0.00276707
0.684,-0.00349151,0.684,-0.00308783,0.684,-0.00280509
0.686,-0.0035003,0.686,-0.00310244,0.686,-0.00287625
0.688,-0.00350909,0.688,-0.00311219,0.688,-0.00296139
0.69,-0.00351129,0.69,-0.00311706,0.69,-0.00299453
0.692,-0.00351348,0.692,-0.00311706,0.692,-0.00301338
0.694,-0.00351348,0.694,-0.00311706,0.694,-0.00304166
0.696,-0.00351348,0.696,-0.00312193,0.696,-0.00306538
0.698,-0.00351568,0.698,-0.00312193,0.698,-0.00310308
0.7,-0.00351568,0.7,-0.0031268,0.7,-0.00315507
0.702,-0.00351568,0.702,-0.0031268,0.702,-0.00317392
0.704,-0.00351568,0.704,-0.00313167,0.704,-0.00318822
0.706,-0.00351568,0.706,-0.00313167,0.706,-0.00320707
0.708,-0.00351568,0.708,-0.00313654,0.708,-0.00323079
0.71,-0.00351568,0.71,-0.00313654,0.71,-0.00324964
0.712,-0.00351568,0.712,-0.00314141,0.712,-0.00328278
0.714,-0.00351568,0.714,-0.00315115,0.714,-0.0033208
0.716,-0.00351568,0.716,-0.00315602,0.716,-0.00333509
0.718,-0.00351568,0.718,-0.00316089,0.718,-0.00334939
0.72,-0.00351568,0.72,-0.00316089,0.72,-0.00335881
0.722,-0.00351348,0.722,-0.00316576,0.722,-0.00336368
0.724,-0.00351348,0.724,-0.00317063,0.724,-0.00337798
0.726,-0.00351348,0.726,-0.0031755,0.726,-0.00339227
0.728,-0.00351348,0.728,-0.0031755,0.728,-0.0034017
0.73,-0.00351129,0.73,-0.0031755,0.73,-0.0034017
0.732,-0.00351129,0.732,-0.0031755,0.732,-0.0034017
0.734,-0.00351129,0.734,-0.0031755,0.734,-0.0034017
0.736,-0.00351129,0.736,-0.0031755,0.736,-0.0034017
0.738,-0.00350909,0.738,-0.00318037,0.738,-0.00340657
0.74,-0.00350909,0.74,-0.00318037,0.74,-0.00340657
0.742,-0.00350689,0.742,-0.00318037,0.742,-0.00340657
0.744,-0.00350689,0.744,-0.00318037,0.744,-0.00340657
0.746,-0.00350469,0.746,-0.00318037,0.746,-0.00340657
0.748,-0.0035025,0.748,-0.00318037,0.748,-0.00340657
0.75,-0.00348931,0.75,-0.00318037,0.75,-0.00340657
0.752,-0.00346734,0.752,-0.00318037,0.752,-0.00340657
0.754,-0.00345416,0.754,-0.00318037,0.754,-0.00340657
0.756,-0.00344317,0.756,-0.00318037,0.756,-0.00340657
0.758,-0.00343438,0.758,-0.00318037,0.758,-0.00340657
0.76,-0.00342339,0.76,-0.00318037,0.76,-0.00340657
0.762,-0.00341021,0.762,-0.00318037,0.762,-0.00340657
0.764,-0.00336626,0.764,-0.0031755,0.764,-0.0034017
0.766,-0.00327178,0.766,-0.00317063,0.766,-0.00339683
0.768,-0.00323662,0.768,-0.00316576,0.768,-0.00339196
0.77,-0.00320806,0.77,-0.00316576,0.77,-0.00339196
0.772,-0.00319487,0.772,-0.00316576,0.772,-0.00339196
0.774,-0.00318608,0.774,-0.00316576,0.774,-0.00339196
0.776,-0.0031773,0.776,-0.00316576,0.776,-0.00339196
0.778,-0.00314434,0.778,-0.00316089,0.778,-0.00338708
0.78,-0.00311577,0.78,-0.00315602,0.78,-0.00338221
0.782,-0.00308061,0.782,-0.00315115,0.782,-0.00337734
0.784,-0.00304326,0.784,-0.00315115,0.784,-0.00337734
0.786,-0.00300151,0.786,-0.00314628,0.786,-0.00337247
0.788,-0.00295757,0.788,-0.00314141,0.788,-0.0033676
0.79,-0.00286528,0.79,-0.00313167,0.79,-0.00335786
0.792,-0.00273784,0.792,-0.00311219,0.792,-0.00333838
0.794,-0.00270268,0.794,-0.00310244,0.794,-0.00332864
0.796,-0.0026873,0.796,-0.00309757,0.796,-0.00332377
0.798,-0.0026851,0.798,-0.0030927,0.798,-0.0033189
0.8,-0.0026829,0.8,-0.00308783,0.8,-0.00331403
0.802,-0.00264775,0.802,-0.00306835,0.802,-0.00329455
0.804,-0.00256425,0.804,-0.003044,0.804,-0.0032702
0.806,-0.00250492,0.806,-0.00302939,0.806,-0.00325558
0.808,-0.0024412,0.808,-0.00301478,0.808,-0.00324097
0.81,-0.00238187,0.81,-0.0029953,0.81,-0.00322149
0.812,-0.00233134,0.812,-0.00298556,0.812,-0.00321175
0.814,-0.00225223,0.814,-0.00294659,0.814,-0.00317279
0.816,-0.0021951,0.816,-0.00290276,0.816,-0.00312895
0.818,-0.00217533,0.818,-0.00287841,0.818,-0.0031046
0.82,-0.00216434,0.82,-0.00285405,0.82,-0.00308025
0.822,-0.00215335,0.822,-0.00282483,0.822,-0.00305103
0.824,-0.00213358,0.824,-0.00279561,0.824,-0.0030218
0.826,-0.00210282,0.826,-0.00277126,0.826,-0.00299745
0.828,-0.00199295,0.828,-0.00270794,0.828,-0.00293414
0.83,-0.00173147,0.83,-0.00259592,0.83,-0.00282212
0.832,-0.00163479,0.832,-0.00255696,0.832,-0.00278316
0.834,-0.00156667,0.834,-0.00251313,0.834,-0.00273932
0.836,-0.0015469,0.836,-0.00247416,0.836,-0.00270036
0.838,-0.0015447,0.838,-0.00244007,0.838,-0.00266627
0.84,-0.00153372,0.84,-0.00230857,0.84,-0.00253476
0.842,-0.00152932,0.842,-0.00225987,0.842,-0.00248606
0.844,-0.00151394,0.844,-0.00220629,0.844,-0.00243249
0.846,-0.00148537,0.846,-0.00216246,0.846,-0.00238865
0.848,-0.00144363,0.848,-0.00211375,0.848,-0.00233995
0.85,-0.00131838,0.85,-0.0020066,0.85,-0.0022328
0.852,-0.00115798,0.852,-0.00188484,0.852,-0.00211104
0.854,-0.00108107,0.854,-0.0018264,0.854,-0.0020526
0.856,-0.00102174,0.856,-0.00176308,0.856,-0.00198928
0.858,-0.00099318,0.858,-0.00170464,0.858,-0.00193084
0.86,-0.000975601,0.86,-0.0016462,0.86,-0.00187239
0.862,-0.000966812,0.862,-0.00158775,0.862,-0.00180452
0.864,-0.000922866,0.864,-0.00146112,0.864,-0.00165904
0.866,-0.000834974,0.866,-0.00133449,0.866,-0.00151356
0.868,-0.000775647,0.868,-0.00127117,0.868,-0.00144082
0.87,-0.000711925,0.87,-0.00120786,0.87,-0.00137751
0.872,-0.000652598,0.872,-0.00114454,0.872,-0.00130477
0.874,-0.000595468,0.874,-0.0010861,0.874,-0.0012369
0.876,-0.00054493,0.876,-0.00102765,0.876,-0.00116903
0.878,-0.000446052,0.878,-0.000901024,0.878,-0.00101412
0.88,-0.000349371,0.88,-0.000779264,0.88,-0.000864087
