"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Middle Plate,  VehicleTire (m)","Amplitude - Middle Plate,  VehicleTire (m)","Time - Top Plate, Vechile Body (m)","Amplitude - Top Plate, Vechile Body (m)"
0.124,0.00240385,0.124,0.00196277,0.124,0.00168945
0.126,0.00243461,0.126,0.0020066,0.126,0.00173329
0.128,0.00251371,0.128,0.0020894,0.128,0.00181608
0.13,0.00263676,0.13,0.00224038,0.13,0.00196706
0.132,0.00266972,0.132,0.00228909,0.132,0.00201577
0.134,0.0026873,0.134,0.00233779,0.134,0.00206447
0.136,0.00269169,0.136,0.00237676,0.136,0.00210344
0.138,0.00269169,0.138,0.00241572,0.138,0.0021424
0.14,0.00272465,0.14,0.00249852,0.14,0.0022252
0.142,0.00279057,0.142,0.00258618,0.142,0.00231286
0.144,0.00282353,0.144,0.00263002,0.144,0.0023567
0.146,0.0028455,0.146,0.00266898,0.146,0.00239566
0.148,0.00286088,0.148,0.00270307,0.148,0.00242975
0.15,0.00287846,0.15,0.00273229,0.15,0.00245898
0.152,0.00290044,0.152,0.00275665,0.152,0.00248333
0.154,0.00295757,0.154,0.00281509,0.154,0.00254177
0.156,0.00303447,0.156,0.0029125,0.156,0.00263918
0.158,0.00305425,0.158,0.00293685,0.158,0.00266353
0.16,0.00306743,0.16,0.00295146,0.16,0.00267814
0.162,0.00307183,0.162,0.00297094,0.162,0.00269762
0.164,0.00307842,0.164,0.00299043,0.164,0.00271711
0.166,0.00311357,0.166,0.00303426,0.166,0.00276094
0.168,0.00315972,0.168,0.00307809,0.168,0.00280477
0.17,0.00318389,0.17,0.00309757,0.17,0.00282426
0.172,0.00320147,0.172,0.00311706,0.172,0.00284374
0.174,0.00321685,0.174,0.00313167,0.174,0.00285835
0.176,0.00323443,0.176,0.00314628,0.176,0.00287296
0.178,0.0032542,0.178,0.00315602,0.178,0.0028827
0.18,0.00329815,0.18,0.0031755,0.18,0.00290218
0.182,0.00335967,0.182,0.00320959,0.182,0.0029457
0.184,0.00337505,0.184,0.00321446,0.184,0.00295057
0.186,0.00338384,0.186,0.00321446,0.186,0.00295057
0.188,0.00338824,0.188,0.00321446,0.188,0.00295057
0.19,0.00339263,0.19,0.00321446,0.19,0.00295057
0.192,0.0034146,0.192,0.00320472,0.192,0.00294083
0.194,0.00344976,0.194,0.00320472,0.194,0.00294083
0.196,0.00346734,0.196,0.00320959,0.196,0.0029457
0.198,0.00348272,0.198,0.00320959,0.198,0.0029457
0.2,0.00349371,0.2,0.00320472,0.2,0.00294083
0.202,0.00350469,0.202,0.00319985,0.202,0.00293596
0.204,0.00351568,0.204,0.00319011,0.204,0.00292622
0.206,0.00354205,0.206,0.00319011,0.206,0.00292622
0.208,0.0035794,0.208,0.00319011,0.208,0.00292622
0.21,0.00358819,0.21,0.00318524,0.21,0.00292135
0.212,0.00359259,0.212,0.00318037,0.212,0.00291648
0.214,0.00359259,0.214,0.0031755,0.214,0.00291161
0.216,0.00359698,0.216,0.00317063,0.216,0.00290674
0.218,0.00360797,0.218,0.00316576,0.218,0.00290187
0.22,0.00362335,0.22,0.00316576,0.22,0.00290187
0.222,0.00363214,0.222,0.00316576,0.222,0.00290187
0.224,0.00363873,0.224,0.00316089,0.224,0.002897
0.226,0.00364532,0.226,0.00315602,0.226,0.00289212
0.228,0.00364972,0.228,0.00315115,0.228,0.00288725
0.23,0.00365411,0.23,0.00315115,0.23,0.00288725
0.232,0.0036629,0.232,0.00314141,0.232,0.00287751
0.234,0.00367828,0.234,0.00314141,0.234,0.00287751
0.236,0.00368267,0.236,0.00314141,0.236,0.00287751
0.238,0.00368707,0.238,0.00314141,0.238,0.00286809
0.24,0.00368707,0.24,0.00314141,0.24,0.00286809
0.242,0.00368927,0.242,0.00314141,0.242,0.00286809
0.244,0.00369586,0.244,0.00314141,0.244,0.00286809
0.246,0.00370025,0.246,0.00314628,0.246,0.00287296
0.248,0.00370245,0.248,0.00314628,0.248,0.00287296
0.25,0.00370465,0.25,0.00314628,0.25,0.00287296
0.252,0.00370465,0.252,0.00314628,0.252,0.00287296
0.254,0.00370465,0.254,0.00315115,0.254,0.00287783
0.256,0.00370465,0.256,0.00315115,0.256,0.00287783
0.258,0.00370685,0.258,0.00315115,0.258,0.00287783
0.26,0.00370685,0.26,0.00315602,0.26,0.0028827
0.262,0.00370685,0.262,0.00315602,0.262,0.0028827
0.264,0.00370685,0.264,0.00315602,0.264,0.0028827
0.266,0.00370685,0.266,0.00315602,0.266,0.0028827
0.268,0.00370685,0.268,0.00315602,0.268,0.0028827
0.27,0.00370685,0.27,0.00315602,0.27,0.0028827
0.272,0.00370685,0.272,0.00315602,0.272,0.0028827
0.274,0.00370685,0.274,0.00315602,0.274,0.0028827
0.276,0.00370685,0.276,0.00315602,0.276,0.0028827
0.278,0.00370685,0.278,0.00315602,0.278,0.0028827
0.28,0.00370685,0.28,0.00315602,0.28,0.0028827
0.282,0.00370685,0.282,0.00315602,0.282,0.0028827
0.284,0.00370685,0.284,0.00315602,0.284,0.0028827
0.286,0.00370465,0.286,0.00315602,0.286,0.0028827
0.288,0.00370465,0.288,0.00315602,0.288,0.0028827
0.29,0.00370465,0.29,0.00315602,0.29,0.0028827
0.292,0.00370465,0.292,0.00315602,0.292,0.0028827
0.294,0.00370465,0.294,0.00315602,0.294,0.0028827
0.296,0.00370245,0.296,0.00316089,0.296,0.00288757
0.298,0.00370245,0.298,0.00316089,0.298,0.00288757
0.3,0.00370025,0.3,0.00315602,0.3,0.0028827
0.302,0.00369806,0.302,0.00315602,0.302,0.0028827
0.304,0.00369366,0.304,0.00315602,0.304,0.0028827
0.306,0.00368048,0.306,0.00315602,0.306,0.0028827
0.308,0.0036607,0.308,0.00315602,0.308,0.0028827
0.31,0.00365191,0.31,0.00315602,0.31,0.0028827
0.312,0.00364752,0.312,0.00315602,0.312,0.0028827
0.314,0.00364532,0.314,0.00315602,0.314,0.0028827
0.316,0.00364312,0.316,0.00315602,0.316,0.0028827
0.318,0.00362774,0.318,0.00315602,0.318,0.0028827
0.32,0.00359918,0.32,0.00315602,0.32,0.0028827
0.322,0.0035816,0.322,0.00315602,0.322,0.0028827
0.324,0.00356402,0.324,0.00315602,0.324,0.0028827
0.326,0.00354644,0.326,0.00315602,0.326,0.0028827
0.328,0.00353106,0.328,0.00315115,0.328,0.00287783
0.33,0.00349151,0.33,0.00315115,0.33,0.00287783
0.332,0.00344097,0.332,0.00315602,0.332,0.0028827
0.334,0.0034146,0.334,0.00315602,0.334,0.0028827
0.336,0.00339263,0.336,0.00315602,0.336,0.0028827
0.338,0.00337725,0.338,0.00315602,0.338,0.0028827
0.34,0.00336187,0.34,0.00315602,0.34,0.0028827
0.342,0.00334209,0.342,0.00315602,0.342,0.0028827
0.344,0.00329156,0.344,0.00315115,0.344,0.00287783
0.346,0.00319707,0.346,0.00314628,0.346,0.00287296
0.348,0.00316411,0.348,0.00314141,0.348,0.00286809
0.35,0.00314214,0.35,0.00313654,0.35,0.00286322
0.352,0.00313115,0.352,0.00313167,0.352,0.00285835
0.354,0.00312456,0.354,0.0031268,0.354,0.00285348
0.356,0.00311138,0.356,0.00312193,0.356,0.00284861
0.358,0.0030916,0.358,0.00311706,0.358,0.00284374
0.36,0.00298833,0.36,0.0030927,0.36,0.00281938
0.362,0.00294878,0.362,0.00308296,0.362,0.00280964
0.364,0.00291582,0.364,0.00307322,0.364,0.0027999
0.366,0.00289384,0.366,0.00305861,0.366,0.00278529
0.368,0.00285869,0.368,0.00303913,0.368,0.00276581
0.37,0.00281254,0.37,0.00300991,0.37,0.00273659
0.372,0.00278618,0.372,0.00300017,0.372,0.00272685
0.374,0.00275761,0.374,0.00298556,0.374,0.00271224
0.376,0.00273124,0.376,0.00296607,0.376,0.00269275
0.378,0.00270707,0.378,0.00295146,0.378,0.00268757
0.38,0.00267851,0.38,0.00292711,0.38,0.00266322
0.382,0.002606,0.382,0.00288328,0.382,0.00262881
0.384,0.00251371,0.384,0.00284431,0.384,0.00258984
0.386,0.00246757,0.386,0.00281996,0.386,0.00257492
0.388,0.00243021,0.388,0.00279074,0.388,0.00254569
0.39,0.00240165,0.39,0.00276152,0.39,0.00251647
0.392,0.00237308,0.392,0.00273229,0.392,0.00249667
0.394,0.00234232,0.394,0.0026982,0.394,0.00247201
0.396,0.00226102,0.396,0.00263976,0.396,0.00242299
0.398,0.00213797,0.398,0.00253261,0.398,0.00233469
0.4,0.00210062,0.4,0.00249364,0.4,0.00230515
0.402,0.00207645,0.402,0.00245468,0.402,0.00226619
0.404,0.00206766,0.404,0.00242059,0.404,0.00224152
0.406,0.00205887,0.406,0.00237676,0.406,0.00220711
0.408,0.00197318,0.408,0.00225987,0.408,0.00210907
0.41,0.00193362,0.41,0.0022209,0.41,0.00207953
0.412,0.00189627,0.412,0.0021722,0.412,0.00204025
0.414,0.00186551,0.414,0.00212349,0.414,0.00199155
0.416,0.00183475,0.416,0.00207966,0.416,0.00194771
0.418,0.00175784,0.418,0.00198712,0.418,0.0018646
0.42,0.00165457,0.42,0.00189459,0.42,0.00177206
0.422,0.00160403,0.422,0.00185075,0.422,0.00172823
0.424,0.00156667,0.424,0.00180692,0.424,0.0016844
0.426,0.00154031,0.426,0.00176308,0.426,0.00164056
0.428,0.00151394,0.428,0.00172412,0.428,0.0016016
0.43,0.00147878,0.43,0.00167542,0.43,0.0015529
0.432,0.00139089,0.432,0.00158775,0.432,0.00146523
0.434,0.00129421,0.434,0.00149521,0.434,0.00137269
0.436,0.00125026,0.436,0.00145138,0.436,0.00132886
0.438,0.0012173,0.438,0.0013978,0.438,0.00127528
0.44,0.00119094,0.44,0.00135397,0.44,0.00123145
0.442,0.00116237,0.442,0.00130527,0.442,0.00118274
0.444,0.00112941,0.444,0.00125656,0.444,0.00113404
0.446,0.00103932,0.446,0.0011689,0.446,0.00104637
0.448,0.000889907,0.448,0.00100817,0.448,0.00088565
0.45,0.000837171,0.45,0.000949728,0.45,0.000827206
0.452,0.00079762,0.452,0.000901024,0.452,0.000778502
0.454,0.000775647,0.454,0.00084745,0.454,0.000724927
0.456,0.000755871,0.456,0.000798746,0.456,0.000676223
0.458,0.000652598,0.458,0.000662374,0.458,0.000539852
0.46,0.000615244,0.46,0.000618541,0.46,0.000496018
0.462,0.000580087,0.462,0.000560096,0.462,0.000437574
0.464,0.000551522,0.464,0.000511392,0.464,0.00038887
0.466,0.00052076,0.466,0.000462688,0.466,0.000340166
0.468,0.000430671,0.468,0.000375021,0.468,0.000252498
0.47,0.0003252,0.47,0.000287354,0.47,0.000164831
0.472,0.000274663,0.472,0.00024352,0.472,0.000120998
0.474,0.000235111,0.474,0.000199686,0.474,7.72E-05
0.476,0.000204349,0.476,0.000150982,0.476,2.85E-05
0.478,0.000171389,0.478,0.000112019,0.478,-1.05E-05
0.48,8.79E-05,0.48,3.41E-05,0.48,-8.84E-05
0.482,-2.20E-06,0.482,-4.38E-05,0.482,-0.000166356
0.484,-4.39E-05,0.484,-8.28E-05,0.484,-0.000205319
0.486,-7.69E-05,0.486,-0.00012663,0.486,-0.000249153
0.488,-0.00010547,0.488,-0.000165594,0.488,-0.000288116
0.49,-0.000136233,0.49,-0.000204557,0.49,-0.000327079
0.492,-0.000215335,0.492,-0.000272742,0.492,-0.000395265
0.494,-0.000303227,0.494,-0.000340928,0.494,-0.00046345
0.496,-0.000347173,0.496,-0.000375021,0.496,-0.000497543
0.498,-0.000384528,0.498,-0.000409114,0.498,-0.000531636
0.5,-0.000413092,0.5,-0.000448077,0.5,-0.000570599
0.502,-0.000446052,0.502,-0.00048217,0.502,-0.000604692
0.504,-0.000483406,0.504,-0.000516262,0.504,-0.000638785
0.506,-0.000571298,0.506,-0.000579578,0.506,-0.0007021
0.508,-0.000665782,0.508,-0.000638022,0.508,-0.000760545
0.51,-0.00071632,0.51,-0.000672115,0.51,-0.000794638
0.512,-0.000758069,0.512,-0.000701338,0.512,-0.00082386
0.514,-0.000791028,0.514,-0.00072569,0.514,-0.000848212
0.516,-0.000826185,0.516,-0.000750042,0.516,-0.000872564
0.518,-0.000865736,0.518,-0.000769523,0.518,-0.000892046
0.52,-0.000953628,0.52,-0.000813357,0.52,-0.000935879
0.522,-0.00109865,0.522,-0.000891283,0.522,-0.00101381
0.524,-0.00114479,0.524,-0.000920506,0.524,-0.00104303
0.526,-0.00117336,0.526,-0.000944858,0.526,-0.00106738
0.528,-0.00118874,0.528,-0.000964339,0.528,-0.00107744
0.53,-0.00120412,0.53,-0.000988691,0.53,-0.00110179
0.532,-0.00129641,0.532,-0.00106662,0.532,-0.00116087
0.534,-0.00133156,0.534,-0.00109584,0.534,-0.00119009
0.536,-0.00137112,0.536,-0.00112506,0.536,-0.00120989
0.538,-0.00140407,0.538,-0.00115428,0.538,-0.00123911
0.54,-0.00143923,0.54,-0.00117864,0.54,-0.00125404
0.542,-0.00152273,0.542,-0.00122734,0.542,-0.00129331
0.544,-0.00161282,0.544,-0.00128092,0.544,-0.00133746
0.546,-0.00165457,0.546,-0.00130527,0.546,-0.00136182
0.548,-0.00168972,0.548,-0.00133449,0.548,-0.00138161
0.55,-0.00171609,0.55,-0.00135884,0.55,-0.00140597
0.552,-0.00174466,0.552,-0.00137832,0.552,-0.00141602
0.554,-0.00181058,0.554,-0.00142216,0.554,-0.00145043
0.556,-0.00187869,0.556,-0.00146112,0.556,-0.00147054
0.558,-0.00191385,0.558,-0.00148547,0.558,-0.00148547
0.56,-0.00194461,0.56,-0.00150982,0.56,-0.0015004
0.562,-0.00196658,0.562,-0.00153418,0.562,-0.00151533
0.564,-0.00199515,0.564,-0.00155853,0.564,-0.00153025
0.566,-0.00202371,0.566,-0.00158288,0.566,-0.00154518
0.568,-0.00209403,0.568,-0.00163158,0.568,-0.00157504
0.57,-0.00221708,0.57,-0.00172412,0.57,-0.0016393
0.572,-0.00225663,0.572,-0.00175334,0.572,-0.0016591
0.574,-0.00228299,0.574,-0.00178257,0.574,-0.00167889
0.576,-0.00229838,0.576,-0.00181179,0.576,-0.00168927
0.578,-0.00231156,0.578,-0.00183614,0.578,-0.00170419
0.58,-0.00235551,0.58,-0.00189459,0.58,-0.00174379
0.582,-0.00241264,0.582,-0.00195303,0.582,-0.00177396
0.584,-0.0024434,0.584,-0.00198225,0.584,-0.00179376
0.586,-0.00247636,0.586,-0.00201635,0.586,-0.00181842
0.588,-0.00250492,0.588,-0.00204557,0.588,-0.00183822
0.59,-0.00253568,0.59,-0.00207479,0.59,-0.0018486
0.592,-0.00256645,0.592,-0.00209914,0.592,-0.00187295
0.594,-0.00263237,0.594,-0.00214785,0.594,-0.0019028
0.596,-0.00273344,0.596,-0.00222577,0.596,-0.00195245
0.598,-0.0027642,0.598,-0.00225012,0.598,-0.00197681
0.6,-0.00278178,0.6,-0.00227448,0.6,-0.00199173
0.602,-0.00279277,0.602,-0.00229883,0.602,-0.00201608
0.604,-0.00280156,0.604,-0.00232318,0.604,-0.00203101
0.606,-0.00285649,0.606,-0.00239137,0.606,-0.00208977
0.608,-0.00288286,0.608,-0.00241572,0.608,-0.00211412
0.61,-0.00290703,0.61,-0.00244494,0.61,-0.00214335
0.612,-0.0029312,0.612,-0.00247416,0.612,-0.00216314
0.614,-0.00295537,0.614,-0.00250339,0.614,-0.00219237
0.616,-0.00300371,0.616,-0.00254722,0.616,-0.0022362
0.618,-0.00305425,0.618,-0.00259592,0.618,-0.0022849
0.62,-0.00307622,0.62,-0.00262515,0.62,-0.00231413
0.622,-0.0030938,0.622,-0.0026495,0.622,-0.00233848
0.624,-0.00310918,0.624,-0.00267385,0.624,-0.00236283
0.626,-0.00312456,0.626,-0.0026982,0.626,-0.00238718
0.628,-0.00316191,0.628,-0.00273716,0.628,-0.00242615
0.63,-0.00320806,0.63,-0.002781,0.63,-0.00246998
0.632,-0.00323223,0.632,-0.00280048,0.632,-0.00248946
0.634,-0.003252,0.634,-0.00281996,0.634,-0.00250894
0.636,-0.00326958,0.636,-0.00284431,0.636,-0.0025333
0.638,-0.00328716,0.638,-0.0028638,0.638,-0.00255278
0.64,-0.00332232,0.64,-0.00290276,0.64,-0.00259174
0.642,-0.00336187,0.642,-0.00294659,0.642,-0.00263557
0.644,-0.00337945,0.644,-0.00296607,0.644,-0.00265506
0.646,-0.00339483,0.646,-0.00298556,0.646,-0.00267454
0.648,-0.00340582,0.648,-0.00300991,0.648,-0.00269889
0.65,-0.0034146,0.65,-0.00302939,0.65,-0.00271837
0.652,-0.00342559,0.652,-0.00304887,0.652,-0.00273785
0.654,-0.00345196,0.654,-0.00308783,0.654,-0.00277682
0.656,-0.00348052,0.656,-0.00313167,0.656,-0.00282065
0.658,-0.00349371,0.658,-0.00315115,0.658,-0.00284013
0.66,-0.0035025,0.66,-0.00316576,0.66,-0.00285474
0.662,-0.00350689,0.662,-0.00318524,0.662,-0.00287422
0.664,-0.00351348,0.664,-0.00319985,0.664,-0.00288883
0.666,-0.00352007,0.666,-0.00321933,0.666,-0.00290832
0.668,-0.00353546,0.668,-0.00324856,0.668,-0.00293754
0.67,-0.00355084,0.67,-0.00327778,0.67,-0.00296676
0.672,-0.00355743,0.672,-0.00329239,0.672,-0.00298137
0.674,-0.00356182,0.674,-0.00330213,0.674,-0.00299111
0.676,-0.00356622,0.676,-0.00331187,0.676,-0.00300085
0.678,-0.00357061,0.678,-0.00332161,0.678,-0.00301059
0.68,-0.00357281,0.68,-0.00333135,0.68,-0.00302034
0.682,-0.0035816,0.682,-0.00334596,0.682,-0.00303495
0.684,-0.00358819,0.684,-0.00336058,0.684,-0.00304956
0.686,-0.00359039,0.686,-0.00337032,0.686,-0.0030593
0.688,-0.00359039,0.688,-0.00337519,0.688,-0.00306417
0.69,-0.00359259,0.69,-0.00338006,0.69,-0.00306904
0.692,-0.00359259,0.692,-0.00338493,0.692,-0.00307391
0.694,-0.00359478,0.694,-0.0033898,0.694,-0.00307878
0.696,-0.00359478,0.696,-0.00339954,0.696,-0.00308852
0.698,-0.00359698,0.698,-0.00340928,0.698,-0.00309826
0.7,-0.00359698,0.7,-0.00341415,0.7,-0.00310313
0.702,-0.00359698,0.702,-0.00341415,0.702,-0.00310313
0.704,-0.00359698,0.704,-0.00341415,0.704,-0.00310313
0.706,-0.00359698,0.706,-0.00341902,0.706,-0.003108
0.708,-0.00359698,0.708,-0.00341902,0.708,-0.003108
0.71,-0.00359698,0.71,-0.00341415,0.71,-0.00310313
0.712,-0.00359698,0.712,-0.00341415,0.712,-0.00310313
0.714,-0.00359698,0.714,-0.00341415,0.714,-0.00310313
0.716,-0.00359478,0.716,-0.00340928,0.716,-0.00309826
0.718,-0.00359478,0.718,-0.00340928,0.718,-0.00309826
0.72,-0.00359478,0.72,-0.00340441,0.72,-0.00309339
0.722,-0.00359478,0.722,-0.00339467,0.722,-0.00308365
0.724,-0.00359478,0.724,-0.00339467,0.724,-0.00308365
0.726,-0.00359259,0.726,-0.0033898,0.726,-0.00307878
0.728,-0.00359259,0.728,-0.0033898,0.728,-0.00307878
0.73,-0.00359259,0.73,-0.00338493,0.73,-0.00307391
0.732,-0.00359039,0.732,-0.00338006,0.732,-0.00306904
0.734,-0.00359039,0.734,-0.00338006,0.734,-0.00306904
0.736,-0.00359039,0.736,-0.00338006,0.736,-0.00306904
0.738,-0.00359039,0.738,-0.00338006,0.738,-0.00306904
0.74,-0.00358819,0.74,-0.00338006,0.74,-0.00306904
0.742,-0.00358599,0.742,-0.00338006,0.742,-0.00306904
0.744,-0.0035816,0.744,-0.00338006,0.744,-0.00306904
0.746,-0.00356842,0.746,-0.00338006,0.746,-0.00306904
0.748,-0.00356182,0.748,-0.00338006,0.748,-0.00306904
0.75,-0.00355303,0.75,-0.00337519,0.75,-0.00306417
0.752,-0.00354424,0.752,-0.00337519,0.752,-0.00306417
0.754,-0.00353546,0.754,-0.00337519,0.754,-0.00306417
0.756,-0.00351348,0.756,-0.00337519,0.756,-0.00306417
0.758,-0.00348272,0.758,-0.00337032,0.758,-0.0030593
0.76,-0.00346514,0.76,-0.00337032,0.76,-0.0030593
0.762,-0.00344756,0.762,-0.00337032,0.762,-0.0030593
0.764,-0.00342999,0.764,-0.00337032,0.764,-0.0030593
0.766,-0.00341241,0.766,-0.00337032,0.766,-0.0030593
0.768,-0.00339043,0.768,-0.00336545,0.768,-0.00305443
0.77,-0.0033333,0.77,-0.00336545,0.77,-0.00305443
0.772,-0.00322783,0.772,-0.00335571,0.772,-0.00304469
0.774,-0.00319048,0.774,-0.00335571,0.774,-0.00304469
0.776,-0.00316411,0.776,-0.00335084,0.776,-0.00303982
0.778,-0.00315313,0.778,-0.00335084,0.778,-0.00303982
0.78,-0.00314214,0.78,-0.00335084,0.78,-0.00303982
0.782,-0.0030894,0.782,-0.00334109,0.782,-0.00303008
0.784,-0.00306084,0.784,-0.00333622,0.784,-0.00302521
0.786,-0.00303008,0.786,-0.00332648,0.786,-0.00301546
0.788,-0.00299712,0.788,-0.00331674,0.788,-0.00300572
0.79,-0.00296196,0.79,-0.003307,0.79,-0.00299598
0.792,-0.00287846,0.792,-0.00328265,0.792,-0.00297163
0.794,-0.00278618,0.794,-0.0032583,0.794,-0.00294728
0.796,-0.00274223,0.796,-0.00323882,0.796,-0.0029278
0.798,-0.00270927,0.798,-0.0032242,0.798,-0.00291319
0.8,-0.0026895,0.8,-0.00320472,0.8,-0.0028937
0.802,-0.00266972,0.802,-0.00319011,0.802,-0.00287909
0.804,-0.00262358,0.804,-0.00315115,0.804,-0.00284013
0.806,-0.00255326,0.806,-0.00310732,0.806,-0.00280572
0.808,-0.00251151,0.808,-0.00308296,0.808,-0.00278137
0.81,-0.00247196,0.81,-0.00305374,0.81,-0.00276157
0.812,-0.00243461,0.812,-0.00302452,0.812,-0.00273235
0.814,-0.00239506,0.814,-0.0029953,0.814,-0.00271255
0.816,-0.00235331,0.816,-0.00297094,0.816,-0.0026882
0.818,-0.00225443,0.818,-0.0029125,0.818,-0.00263918
0.82,-0.00207645,0.82,-0.00279074,0.82,-0.00253627
0.822,-0.00201932,0.822,-0.00274691,0.822,-0.00250186
0.824,-0.00198416,0.824,-0.00270307,0.824,-0.00246745
0.826,-0.00197318,0.826,-0.00265924,0.826,-0.00243304
0.828,-0.00196878,0.828,-0.00262028,0.828,-0.0024035
0.83,-0.00195779,0.83,-0.00258131,0.83,-0.00237397
0.832,-0.00189627,0.832,-0.00249364,0.832,-0.00230515
0.834,-0.00185013,0.834,-0.00244007,0.834,-0.002261
0.836,-0.001793,0.836,-0.0023865,0.836,-0.00221685
0.838,-0.00173806,0.838,-0.00232805,0.838,-0.00216783
0.84,-0.00168313,0.84,-0.00226474,0.84,-0.00210451
0.842,-0.0016282,0.842,-0.00220629,0.842,-0.00205549
0.844,-0.00150955,0.844,-0.0020894,0.844,-0.0019386
0.846,-0.00132277,0.846,-0.00192868,0.846,-0.00178731
0.848,-0.00126784,0.848,-0.00187023,0.848,-0.00172886
0.85,-0.00123708,0.85,-0.00181179,0.85,-0.00167042
0.852,-0.00123488,0.852,-0.00175821,0.852,-0.00161684
0.854,-0.00123049,0.854,-0.00170951,0.854,-0.00156814
0.856,-0.00119094,0.856,-0.00160723,0.856,-0.00146586
0.858,-0.00109645,0.858,-0.00150008,0.858,-0.00135871
0.86,-0.00103932,0.86,-0.00144164,0.86,-0.00130027
0.862,-0.000986588,0.862,-0.00137345,0.862,-0.00123208
0.864,-0.000940444,0.864,-0.00131501,0.864,-0.00117364
0.866,-0.000898696,0.866,-0.00125169,0.866,-0.00111032
0.868,-0.000795423,0.868,-0.0011348,0.868,-0.000993431
0.87,-0.000670177,0.87,-0.00101304,0.87,-0.000871671
0.872,-0.000608652,0.872,-0.000954598,0.872,-0.000813226
0.874,-0.000558114,0.874,-0.000881542,0.874,-0.00074017
0.876,-0.000522957,0.876,-0.000803616,0.876,-0.000662244
0.878,-0.000492195,0.878,-0.00073543,0.878,-0.000594058
0.88,-0.000457038,0.88,-0.000667245,0.88,-0.000525873
