"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Middle Plate,  VehicleTire (m)","Amplitude - Middle Plate,  VehicleTire (m)","Time - Top Plate, Vechile Body (m)","Amplitude - Top Plate, Vechile Body (m)"
0,0,0,0,0,0
0.002,0,0.002,0,0.002,0
0.004,0,0.004,0,0.004,0
0.006,2.20E-06,0.006,0,0.006,0
0.008,2.20E-06,0.008,0,0.008,0
0.01,4.39E-06,0.01,0,0.01,0
0.012,1.54E-05,0.012,0,0.012,0
0.014,3.08E-05,0.014,0,0.014,0
0.016,4.83E-05,0.016,0,0.016,0
0.018,7.03E-05,0.018,0,0.018,0
0.02,9.45E-05,0.02,0,0.02,0
0.022,0.000125246,0.022,0,0.022,0
0.024,0.000206546,0.024,4.87E-06,0.024,4.87E-06
0.026,0.00025269,0.026,4.87E-06,0.026,4.87E-06
0.028,0.00030103,0.028,4.87E-06,0.028,4.87E-06
0.03,0.000340582,0.03,4.87E-06,0.03,4.87E-06
0.032,0.000380133,0.032,9.74E-06,0.032,9.74E-06
0.034,0.000417487,0.034,9.74E-06,0.034,9.74E-06
0.036,0.00049659,0.036,1.95E-05,0.036,1.95E-05
0.038,0.000624033,0.038,3.41E-05,0.038,2.47E-05
0.04,0.000663585,0.04,4.38E-05,0.04,2.50E-05
0.042,0.000689952,0.042,5.36E-05,0.042,2.53E-05
0.044,0.000703136,0.044,6.33E-05,0.044,2.56E-05
0.046,0.000714123,0.046,6.82E-05,0.046,2.11E-05
0.048,0.000729504,0.048,8.28E-05,0.048,1.68E-05
0.05,0.000788831,0.05,0.000112019,0.05,1.78E-05
0.052,0.000885512,0.052,0.000160723,0.052,3.82E-05
0.054,0.000942642,0.054,0.000189946,0.054,4.86E-05
0.056,0.000990982,0.056,0.000219168,0.056,5.89E-05
0.058,0.00103273,0.058,0.00024839,0.058,7.87E-05
0.06,0.00106569,0.06,0.000277613,0.06,8.91E-05
0.062,0.00109645,0.062,0.000301965,0.062,9.46E-05
0.064,0.00116017,0.064,0.000355539,0.064,0.000119919
0.066,0.00126564,0.066,0.000457818,0.066,0.000165649
0.068,0.0013052,0.068,0.00048704,0.068,0.000176022
0.07,0.00133376,0.07,0.000516262,0.07,0.000195819
0.072,0.00135134,0.072,0.000550355,0.072,0.000211062
0.074,0.00136892,0.074,0.000574707,0.074,0.000216565
0.076,0.00145901,0.076,0.000662374,0.076,0.000266533
0.078,0.00150076,0.078,0.000691597,0.078,0.000276906
0.08,0.0015425,0.08,0.00072569,0.08,0.000301574
0.082,0.00157986,0.082,0.000764653,0.082,0.000340537
0.084,0.00161502,0.084,0.000803616,0.084,0.000370075
0.086,0.00168533,0.086,0.000876672,0.086,0.000433706
0.088,0.00175564,0.088,0.000949728,0.088,0.000497338
0.09,0.0017886,0.09,0.000988691,0.09,0.000536301
0.092,0.00181058,0.092,0.00103252,0.092,0.000580134
0.094,0.00183035,0.094,0.00107149,0.094,0.000619098
0.096,0.00185013,0.096,0.00110558,0.096,0.00065319
0.098,0.00191165,0.098,0.00117864,0.098,0.000726246
0.1,0.00199075,0.1,0.00125656,0.1,0.000804173
0.102,0.0020347,0.102,0.00129553,0.102,0.000843136
0.104,0.00207425,0.104,0.00133449,0.104,0.000882099
0.106,0.00210501,0.106,0.00137832,0.106,0.000925933
0.108,0.00213358,0.108,0.00141242,0.108,0.000960026
0.11,0.00216434,0.11,0.00145138,0.11,0.000998989
0.112,0.00223465,0.112,0.00152444,0.112,0.00107204
0.114,0.00235551,0.114,0.00165107,0.114,0.00119868
0.116,0.00239506,0.116,0.0016949,0.116,0.00124251
0.118,0.00242142,0.118,0.00173386,0.118,0.00128147
0.12,0.00243021,0.12,0.0017777,0.12,0.00132531
0.122,0.00243681,0.122,0.00181179,0.122,0.0013594
0.124,0.00248515,0.124,0.00193355,0.124,0.00148116
0.126,0.00251151,0.126,0.00197738,0.126,0.00152499
0.128,0.00254008,0.128,0.00202122,0.128,0.00156883
0.13,0.00257084,0.13,0.00206992,0.13,0.00161753
0.132,0.0026016,0.132,0.00211375,0.132,0.00166136
0.134,0.00266972,0.134,0.00221116,0.134,0.00175877
0.136,0.00274223,0.136,0.0023037,0.136,0.00185131
0.138,0.00277519,0.138,0.00234753,0.138,0.00189514
0.14,0.00279936,0.14,0.00240111,0.14,0.00194872
0.142,0.00281474,0.142,0.00244494,0.142,0.00199255
0.144,0.00282793,0.144,0.0024839,0.144,0.00203151
0.146,0.0028455,0.146,0.002518,0.146,0.00206561
0.148,0.00289384,0.148,0.00258618,0.148,0.00213379
0.15,0.00300151,0.15,0.0026982,0.15,0.00224581
0.152,0.00304326,0.152,0.00272742,0.152,0.00227503
0.154,0.00307402,0.154,0.00276152,0.154,0.00230913
0.156,0.0030894,0.156,0.00279074,0.156,0.00233835
0.158,0.00309819,0.158,0.00281509,0.158,0.0023627
0.16,0.00313115,0.16,0.00290276,0.16,0.00245037
0.162,0.00314434,0.162,0.00293685,0.162,0.00248446
0.164,0.00315972,0.164,0.00297094,0.164,0.00251855
0.166,0.0031773,0.166,0.00300504,0.166,0.00255265
0.168,0.00319707,0.168,0.00303426,0.168,0.00258187
0.17,0.00324761,0.17,0.00309757,0.17,0.00264518
0.172,0.00330474,0.172,0.00315602,0.172,0.00270363
0.174,0.00333111,0.174,0.00318037,0.174,0.00272798
0.176,0.00335308,0.176,0.00320959,0.176,0.0027572
0.178,0.00336407,0.178,0.00322908,0.178,0.00277668
0.18,0.00337505,0.18,0.00325343,0.18,0.00280104
0.182,0.00338384,0.182,0.00327291,0.182,0.00282052
0.184,0.00341241,0.184,0.00331674,0.184,0.00286435
0.186,0.00347393,0.186,0.00336058,0.186,0.00290819
0.188,0.0034981,0.188,0.00336545,0.188,0.00291306
0.19,0.00351348,0.19,0.00337519,0.19,0.0029228
0.192,0.00352447,0.192,0.00338006,0.192,0.00292767
0.194,0.00353106,0.194,0.00338493,0.194,0.00293254
0.196,0.00355303,0.196,0.00339954,0.196,0.00294715
0.198,0.00356402,0.198,0.00340441,0.198,0.00295202
0.2,0.00357501,0.2,0.00340441,0.2,0.00295202
0.202,0.00358599,0.202,0.00340928,0.202,0.00295689
0.204,0.00359698,0.204,0.00341415,0.204,0.00296176
0.206,0.00362335,0.206,0.00342389,0.206,0.0029715
0.208,0.00365191,0.208,0.00342876,0.208,0.00297637
0.21,0.00366729,0.21,0.00342876,0.21,0.00297637
0.212,0.00367828,0.212,0.00343363,0.212,0.00298124
0.214,0.00368487,0.214,0.00343363,0.214,0.00298124
0.216,0.00368927,0.216,0.00343363,0.216,0.00298124
0.218,0.00369586,0.218,0.00342876,0.218,0.00297637
0.22,0.00371344,0.22,0.00342389,0.22,0.0029715
0.222,0.0037442,0.222,0.00341902,0.222,0.00296663
0.224,0.00375519,0.224,0.00341415,0.224,0.00296176
0.226,0.00376178,0.226,0.00340441,0.226,0.00295202
0.228,0.00376397,0.228,0.00339954,0.228,0.00294715
0.23,0.00376617,0.23,0.0033898,0.23,0.00293741
0.232,0.00377496,0.232,0.00337032,0.232,0.00291793
0.234,0.00377936,0.234,0.00336545,0.234,0.00291306
0.236,0.00378375,0.236,0.00336545,0.236,0.00290363
0.238,0.00378815,0.238,0.00336545,0.238,0.00290363
0.24,0.00379254,0.24,0.00336545,0.24,0.00290363
0.242,0.00379913,0.242,0.00336545,0.242,0.00289421
0.244,0.00380572,0.244,0.00337032,0.244,0.00289908
0.246,0.00380792,0.246,0.00337032,0.246,0.00289908
0.248,0.00380792,0.248,0.00337032,0.248,0.00289908
0.25,0.00381012,0.25,0.00337032,0.25,0.00289908
0.252,0.00381012,0.252,0.00337032,0.252,0.00289908
0.254,0.00381012,0.254,0.00337032,0.254,0.00289908
0.256,0.00381012,0.256,0.00337032,0.256,0.00289908
0.258,0.00381012,0.258,0.00337032,0.258,0.00289908
0.26,0.00381012,0.26,0.00337032,0.26,0.00289908
0.262,0.00381012,0.262,0.00337032,0.262,0.00289908
0.264,0.00381012,0.264,0.00337032,0.264,0.00289908
0.266,0.00381012,0.266,0.00337032,0.266,0.00289908
0.268,0.00381012,0.268,0.00337032,0.268,0.00288965
0.27,0.00381012,0.27,0.00337032,0.27,0.00288965
0.272,0.00381012,0.272,0.00337032,0.272,0.00288965
0.274,0.00381012,0.274,0.00337032,0.274,0.00288965
0.276,0.00381012,0.276,0.00337032,0.276,0.00288965
0.278,0.00381012,0.278,0.00337519,0.278,0.00289452
0.28,0.00380792,0.28,0.00337519,0.28,0.00289452
0.282,0.00380792,0.282,0.00337519,0.282,0.00289452
0.284,0.00380792,0.284,0.00337519,0.284,0.00289452
0.286,0.00380792,0.286,0.00337519,0.286,0.00289452
0.288,0.00380572,0.288,0.00338006,0.288,0.00289939
0.29,0.00380572,0.29,0.00338006,0.29,0.00289939
0.292,0.00380353,0.292,0.00338493,0.292,0.00290426
0.294,0.00379474,0.294,0.0033898,0.294,0.00290913
0.296,0.00379254,0.296,0.0033898,0.296,0.00290913
0.298,0.00379034,0.298,0.0033898,0.298,0.00290913
0.3,0.00378815,0.3,0.0033898,0.3,0.00290913
0.302,0.00378375,0.302,0.0033898,0.302,0.00290913
0.304,0.00377276,0.304,0.00338493,0.304,0.00290426
0.306,0.00376178,0.306,0.00338493,0.306,0.00290426
0.308,0.00375738,0.308,0.00338493,0.308,0.00290426
0.31,0.00375738,0.31,0.00338493,0.31,0.00290426
0.312,0.00375519,0.312,0.00338493,0.312,0.00290426
0.314,0.00375079,0.314,0.00338493,0.314,0.00290426
0.316,0.00373321,0.316,0.00338493,0.316,0.00290426
0.318,0.00370685,0.318,0.00338006,0.318,0.00289939
0.32,0.00369146,0.32,0.00338006,0.32,0.00289939
0.322,0.00367828,0.322,0.00338006,0.322,0.00289939
0.324,0.0036651,0.324,0.00338006,0.324,0.00289939
0.326,0.00364972,0.326,0.00338493,0.326,0.00290426
0.328,0.00361016,0.328,0.00338493,0.328,0.00290426
0.33,0.00356402,0.33,0.00338493,0.33,0.00290426
0.332,0.00353985,0.332,0.00338493,0.332,0.00290426
0.334,0.00352007,0.334,0.00338493,0.334,0.00290426
0.336,0.0035025,0.336,0.00338493,0.336,0.00290426
0.338,0.00348272,0.338,0.00338493,0.338,0.00290426
0.34,0.00344097,0.34,0.00338006,0.34,0.00289939
0.342,0.00339483,0.342,0.00338006,0.342,0.00289939
0.344,0.00337286,0.344,0.00337519,0.344,0.00289452
0.346,0.00335528,0.346,0.00337032,0.346,0.00288965
0.348,0.00334209,0.348,0.00337032,0.348,0.00288965
0.35,0.00332671,0.35,0.00336545,0.35,0.00288478
0.352,0.00330913,0.352,0.00336545,0.352,0.00288478
0.354,0.0032586,0.354,0.00335084,0.354,0.00287017
0.356,0.00316851,0.356,0.00332648,0.356,0.00284582
0.358,0.00313555,0.358,0.00331674,0.358,0.00283608
0.36,0.00311357,0.36,0.00331187,0.36,0.00283121
0.362,0.00310039,0.362,0.00330213,0.362,0.00282147
0.364,0.00308501,0.364,0.00329239,0.364,0.00281173
0.366,0.00304106,0.366,0.00327291,0.366,0.00279224
0.368,0.00298833,0.368,0.00324856,0.368,0.00276789
0.37,0.00295976,0.37,0.00323395,0.37,0.00276271
0.372,0.0029312,0.372,0.00321933,0.372,0.00274809
0.374,0.00290703,0.374,0.00320472,0.374,0.00273348
0.376,0.00287846,0.376,0.00319011,0.376,0.00271887
0.378,0.0028477,0.378,0.0031755,0.378,0.00270426
0.38,0.00277519,0.38,0.00313654,0.38,0.00267472
0.382,0.00265214,0.382,0.00306348,0.382,0.00262052
0.384,0.00261039,0.384,0.00303913,0.384,0.00259616
0.386,0.00258183,0.386,0.00300991,0.386,0.00257637
0.388,0.00256864,0.388,0.00298068,0.388,0.00255657
0.39,0.00255326,0.39,0.00295633,0.39,0.00254164
0.392,0.00250492,0.392,0.00289789,0.392,0.00249262
0.394,0.0024434,0.394,0.00283457,0.394,0.00244816
0.396,0.00240604,0.396,0.00279561,0.396,0.00240919
0.398,0.00237528,0.398,0.00276152,0.398,0.00238452
0.4,0.00234452,0.4,0.00272255,0.4,0.00235499
0.402,0.00231376,0.402,0.00268846,0.402,0.00232089
0.404,0.00223465,0.404,0.0026154,0.404,0.00226669
0.406,0.00215335,0.406,0.00253261,0.406,0.00219332
0.408,0.0021138,0.408,0.00249364,0.408,0.00215435
0.41,0.00208084,0.41,0.00244981,0.41,0.00211052
0.412,0.00205228,0.412,0.00241085,0.412,0.00208098
0.414,0.00202371,0.414,0.00237188,0.414,0.00204202
0.416,0.00198856,0.416,0.00233292,0.416,0.00200305
0.418,0.00190726,0.418,0.002255,0.418,0.00193455
0.42,0.00176004,0.42,0.00212349,0.42,0.00180305
0.422,0.0017095,0.422,0.00207966,0.422,0.00175922
0.424,0.00167434,0.424,0.00203583,0.424,0.00171538
0.426,0.00165457,0.426,0.00199199,0.426,0.00167155
0.428,0.00163479,0.428,0.00195303,0.428,0.00163259
0.43,0.00155129,0.43,0.00182153,0.43,0.00150109
0.432,0.00151833,0.432,0.00176796,0.432,0.00144751
0.434,0.00148318,0.434,0.00171925,0.434,0.00139881
0.436,0.00145022,0.436,0.00167055,0.436,0.0013501
0.438,0.00141506,0.438,0.00162184,0.438,0.0013014
0.44,0.00133376,0.44,0.00152444,0.44,0.00120399
0.442,0.00124587,0.442,0.00142703,0.442,0.00110658
0.444,0.00119973,0.444,0.00137345,0.444,0.00105301
0.446,0.00116457,0.446,0.00132475,0.446,0.00100431
0.448,0.00112941,0.448,0.00127117,0.448,0.000950731
0.45,0.00109645,0.45,0.00122734,0.45,0.000906898
0.452,0.00101515,0.452,0.00112993,0.452,0.00080949
0.454,0.000920669,0.454,0.00103252,0.454,0.000712082
0.456,0.000874525,0.456,0.000983821,0.456,0.000663378
0.458,0.000837171,0.458,0.000935117,0.458,0.000614674
0.46,0.000806409,0.46,0.000891283,0.46,0.00057084
0.462,0.000771252,0.462,0.00084745,0.462,0.000527006
0.464,0.000694347,0.464,0.000759782,0.464,0.000439339
0.466,0.000604258,0.466,0.000672115,0.466,0.000351672
0.468,0.000560312,0.468,0.000623411,0.468,0.000302968
0.47,0.000522957,0.47,0.000574707,0.47,0.000254264
0.472,0.000492195,0.472,0.000526003,0.472,0.00020556
0.474,0.000459236,0.474,0.00048217,0.474,0.000161726
0.476,0.000424079,0.476,0.000443206,0.476,0.000122763
0.478,0.000338384,0.478,0.000350669,0.478,3.02E-05
0.48,0.000235111,0.48,0.000258131,0.48,-6.23E-05
0.482,0.000182376,0.482,0.000214298,0.482,-0.000106146
0.484,0.000134035,0.484,0.000170464,0.484,-0.000149979
0.486,9.45E-05,0.486,0.00012663,0.486,-0.000193813
0.488,5.49E-05,0.488,9.25E-05,0.488,-0.000227906
0.49,1.32E-05,0.49,4.87E-05,0.49,-0.000271739
0.492,-7.25E-05,0.492,-2.92E-05,0.492,-0.000349666
0.494,-0.000215335,0.494,-0.000146112,0.494,-0.000466555
0.496,-0.000259281,0.496,-0.000180205,0.496,-0.000500648
0.498,-0.000292241,0.498,-0.000214298,0.498,-0.000534741
0.5,-0.000309819,0.5,-0.00024352,0.5,-0.000563963
0.502,-0.000329595,0.502,-0.000267872,0.502,-0.000588315
0.504,-0.000426276,0.504,-0.00036041,0.504,-0.000680853
0.506,-0.00047242,0.506,-0.000394502,0.506,-0.000714946
0.508,-0.000516366,0.508,-0.000433466,0.508,-0.000753909
0.51,-0.000558114,0.51,-0.000462688,0.51,-0.000783131
0.512,-0.000599863,0.512,-0.000496781,0.512,-0.000817224
0.514,-0.000733898,0.514,-0.000594189,0.514,-0.000914632
0.516,-0.000780042,0.516,-0.000623411,0.516,-0.000943854
0.518,-0.000817396,0.518,-0.000657504,0.518,-0.000977947
0.52,-0.000845961,0.52,-0.000691597,0.52,-0.00101204
0.522,-0.000872328,0.522,-0.000720819,0.522,-0.00104126
0.524,-0.000933853,0.524,-0.000779264,0.524,-0.00109971
0.526,-0.00100856,0.526,-0.000832838,0.526,-0.00114386
0.528,-0.00105031,0.528,-0.000862061,0.528,-0.00117308
0.53,-0.00108327,0.53,-0.000881542,0.53,-0.00119256
0.532,-0.00111623,0.532,-0.000905894,0.532,-0.00121691
0.534,-0.00114919,0.534,-0.000930246,0.534,-0.00124126
0.536,-0.00118654,0.536,-0.000949728,0.536,-0.00126075
0.538,-0.00127004,0.538,-0.000998432,0.538,-0.00130003
0.54,-0.00142385,0.54,-0.00107636,0.54,-0.0013591
0.542,-0.00147439,0.542,-0.00110558,0.542,-0.00138832
0.544,-0.00150955,0.544,-0.0011348,0.544,-0.00140812
0.546,-0.00153152,0.546,-0.00115916,0.546,-0.00143247
0.548,-0.00155129,0.548,-0.00117864,0.548,-0.00144253
0.55,-0.001626,0.55,-0.00126143,0.55,-0.00149705
0.552,-0.00165896,0.552,-0.00129066,0.552,-0.00151685
0.554,-0.00169192,0.554,-0.00131988,0.554,-0.00153665
0.556,-0.00172268,0.556,-0.00135397,0.556,-0.00156132
0.558,-0.00175564,0.558,-0.00138319,0.558,-0.00158111
0.56,-0.00182596,0.56,-0.00144164,0.56,-0.00162071
0.562,-0.00190726,0.562,-0.00150982,0.562,-0.00167005
0.564,-0.00194901,0.564,-0.00153905,0.564,-0.00168042
0.566,-0.00197977,0.566,-0.00156827,0.566,-0.00170022
0.568,-0.00200833,0.568,-0.00159749,0.568,-0.00172001
0.57,-0.00203909,0.57,-0.00162671,0.57,-0.00173981
0.572,-0.00210721,0.572,-0.00168516,0.572,-0.00176998
0.574,-0.00218412,0.574,-0.00173873,0.574,-0.00179528
0.576,-0.00222367,0.576,-0.00176796,0.576,-0.00181508
0.578,-0.00225443,0.578,-0.00179231,0.578,-0.00183001
0.58,-0.0022808,0.58,-0.00182153,0.58,-0.00184038
0.582,-0.00230716,0.582,-0.00184588,0.582,-0.00184588
0.584,-0.00233573,0.584,-0.0018751,0.584,-0.00186568
0.586,-0.00239725,0.586,-0.00193355,0.586,-0.00188642
0.588,-0.00250492,0.588,-0.00203096,0.588,-0.00193671
0.59,-0.00253788,0.59,-0.00206018,0.59,-0.00194708
0.592,-0.00256205,0.592,-0.00209427,0.592,-0.00197175
0.594,-0.00257743,0.594,-0.00212349,0.594,-0.00198212
0.596,-0.00259062,0.596,-0.00215272,0.596,-0.00200192
0.598,-0.00264994,0.598,-0.00224525,0.598,-0.00206618
0.6,-0.00267631,0.6,-0.00227935,0.6,-0.00209085
0.602,-0.00270048,0.602,-0.00230857,0.602,-0.00211065
0.604,-0.00272026,0.604,-0.00233779,0.604,-0.00213987
0.606,-0.00274443,0.606,-0.00236214,0.606,-0.0021548
0.608,-0.00279497,0.608,-0.00241085,0.608,-0.0022035
0.61,-0.0028499,0.61,-0.00245468,0.61,-0.00224734
0.612,-0.00287627,0.612,-0.00247416,0.612,-0.00226682
0.614,-0.00289604,0.614,-0.00248877,0.614,-0.00228143
0.616,-0.00291362,0.616,-0.00250826,0.616,-0.00230091
0.618,-0.0029312,0.618,-0.00252287,0.618,-0.00231552
0.62,-0.00297514,0.62,-0.00256183,0.62,-0.00235448
0.622,-0.00302568,0.622,-0.00260079,0.622,-0.00239345
0.624,-0.00305205,0.624,-0.0026154,0.624,-0.00240806
0.626,-0.00307183,0.626,-0.00263976,0.626,-0.00243241
0.628,-0.0030894,0.628,-0.00265924,0.628,-0.00245189
0.63,-0.00310698,0.63,-0.00267385,0.63,-0.0024665
0.632,-0.00312456,0.632,-0.0026982,0.632,-0.00249086
0.634,-0.00316411,0.634,-0.00274691,0.634,-0.00253956
0.636,-0.00320586,0.636,-0.00279561,0.636,-0.00258826
0.638,-0.00322564,0.638,-0.00281509,0.638,-0.00260775
0.64,-0.00323882,0.64,-0.00283944,0.64,-0.0026321
0.642,-0.003252,0.642,-0.0028638,0.642,-0.00265645
0.644,-0.00326299,0.644,-0.00288328,0.644,-0.00267593
0.646,-0.00327617,0.646,-0.00290276,0.646,-0.00269541
0.648,-0.00330694,0.648,-0.00293685,0.648,-0.00272008
0.65,-0.00335747,0.65,-0.00299043,0.65,-0.00277366
0.652,-0.00337066,0.652,-0.00300991,0.652,-0.00279314
0.654,-0.00337945,0.654,-0.00301965,0.654,-0.00280288
0.656,-0.00338604,0.656,-0.00303426,0.656,-0.00281749
0.658,-0.00339043,0.658,-0.003044,0.658,-0.00282723
0.66,-0.0034146,0.66,-0.00308783,0.66,-0.00287106
0.662,-0.00342339,0.662,-0.00309757,0.662,-0.0028808
0.664,-0.00343438,0.664,-0.00311219,0.664,-0.00289542
0.666,-0.00344097,0.666,-0.00312193,0.666,-0.00290516
0.668,-0.00344756,0.668,-0.00313167,0.668,-0.0029149
0.67,-0.00346075,0.67,-0.00315602,0.67,-0.00293925
0.672,-0.00347393,0.672,-0.0031755,0.672,-0.00295873
0.674,-0.00347833,0.674,-0.00318524,0.674,-0.00296847
0.676,-0.00348272,0.676,-0.00319498,0.676,-0.00297821
0.678,-0.00348712,0.678,-0.00319985,0.678,-0.00298308
0.68,-0.00349151,0.68,-0.00320959,0.68,-0.00299282
0.682,-0.0034981,0.682,-0.0032242,0.682,-0.00300743
0.684,-0.00350469,0.684,-0.00323882,0.684,-0.00302205
0.686,-0.00350689,0.686,-0.00324369,0.686,-0.00302692
0.688,-0.00350909,0.688,-0.00324856,0.688,-0.00303179
0.69,-0.00350909,0.69,-0.00324856,0.69,-0.00303179
0.692,-0.00351129,0.692,-0.00324856,0.692,-0.00303179
0.694,-0.00351348,0.694,-0.00324856,0.694,-0.00303179
0.696,-0.00351568,0.696,-0.00325343,0.696,-0.00303666
0.698,-0.00351568,0.698,-0.00324856,0.698,-0.00303179
0.7,-0.00351568,0.7,-0.00324856,0.7,-0.00303179
0.702,-0.00351568,0.702,-0.00324856,0.702,-0.00303179
0.704,-0.00351568,0.704,-0.00324856,0.704,-0.00303179
0.706,-0.00351568,0.706,-0.00324856,0.706,-0.00303179
0.708,-0.00351568,0.708,-0.00324856,0.708,-0.00303179
0.71,-0.00351568,0.71,-0.00324369,0.71,-0.00302692
0.712,-0.00351568,0.712,-0.00324369,0.712,-0.00302692
0.714,-0.00351568,0.714,-0.00324369,0.714,-0.00302692
0.716,-0.00351568,0.716,-0.00324369,0.716,-0.00302692
0.718,-0.00351568,0.718,-0.00324369,0.718,-0.00302692
0.72,-0.00351568,0.72,-0.00324369,0.72,-0.00302692
0.722,-0.00351568,0.722,-0.00324369,0.722,-0.00302692
0.724,-0.00351348,0.724,-0.00323882,0.724,-0.00302205
0.726,-0.00351348,0.726,-0.00323882,0.726,-0.00302205
0.728,-0.00351348,0.728,-0.00323882,0.728,-0.00302205
0.73,-0.00351348,0.73,-0.00323395,0.73,-0.00301718
0.732,-0.00351348,0.732,-0.00323395,0.732,-0.00301718
0.734,-0.00351129,0.734,-0.00322908,0.734,-0.0030123
0.736,-0.00351129,0.736,-0.0032242,0.736,-0.00300743
0.738,-0.00351129,0.738,-0.0032242,0.738,-0.00300743
0.74,-0.00351129,0.74,-0.0032242,0.74,-0.00300743
0.742,-0.00350909,0.742,-0.0032242,0.742,-0.00300743
0.744,-0.00350909,0.744,-0.00321933,0.744,-0.00300256
0.746,-0.00350689,0.746,-0.00321933,0.746,-0.00300256
0.748,-0.0035003,0.748,-0.00321933,0.748,-0.00300256
0.75,-0.0034959,0.75,-0.00321933,0.75,-0.00300256
0.752,-0.00348931,0.752,-0.00321933,0.752,-0.00300256
0.754,-0.00348272,0.754,-0.00321933,0.754,-0.00300256
0.756,-0.00347173,0.756,-0.00321933,0.756,-0.00300256
0.758,-0.00345855,0.758,-0.00321933,0.758,-0.00300256
0.76,-0.00342779,0.76,-0.00321933,0.76,-0.00300256
0.762,-0.00336846,0.762,-0.00321933,0.762,-0.00300256
0.764,-0.00334869,0.764,-0.00321933,0.764,-0.00300256
0.766,-0.0033333,0.766,-0.00321933,0.766,-0.00300256
0.768,-0.00332232,0.768,-0.00321933,0.768,-0.00300256
0.77,-0.00331353,0.77,-0.00321933,0.77,-0.00300256
0.772,-0.00328057,0.772,-0.00321446,0.772,-0.00299769
0.774,-0.00323003,0.774,-0.00320472,0.774,-0.00298795
0.776,-0.00319707,0.776,-0.00319985,0.776,-0.00298308
0.778,-0.00316631,0.778,-0.00319985,0.778,-0.00298308
0.78,-0.00313555,0.78,-0.00319498,0.78,-0.00297821
0.782,-0.00310698,0.782,-0.00319011,0.782,-0.00297334
0.784,-0.00307842,0.784,-0.00318524,0.784,-0.00296847
0.786,-0.0030103,0.786,-0.0031755,0.786,-0.00295873
0.788,-0.0029334,0.788,-0.00316089,0.788,-0.00294412
0.79,-0.00289384,0.79,-0.00315115,0.79,-0.00293438
0.792,-0.00286308,0.792,-0.00314141,0.792,-0.00292464
0.794,-0.00283891,0.794,-0.00313654,0.794,-0.00291977
0.796,-0.00281474,0.796,-0.0031268,0.796,-0.00291003
0.798,-0.00279057,0.798,-0.00311706,0.798,-0.00290029
0.8,-0.00272026,0.8,-0.00309757,0.8,-0.0028808
0.802,-0.00261918,0.802,-0.00306835,0.802,-0.00286101
0.804,-0.00256205,0.804,-0.00304887,0.804,-0.00285095
0.806,-0.00251371,0.806,-0.00302939,0.806,-0.00283147
0.808,-0.00247855,0.808,-0.00300991,0.808,-0.00282141
0.81,-0.00244779,0.81,-0.00299043,0.81,-0.00281135
0.812,-0.00242142,0.812,-0.00297094,0.812,-0.00279187
0.814,-0.0023621,0.814,-0.00292224,0.814,-0.00276202
0.816,-0.00228519,0.816,-0.00285892,0.816,-0.00272698
0.818,-0.00223905,0.818,-0.00282483,0.818,-0.00270231
0.82,-0.0021995,0.82,-0.00279074,0.82,-0.00267764
0.822,-0.00216434,0.822,-0.00275665,0.822,-0.00265297
0.824,-0.00212699,0.824,-0.00271768,0.824,-0.00262344
0.826,-0.00208744,0.826,-0.00268359,0.826,-0.00259877
0.828,-0.00199075,0.828,-0.00260566,0.828,-0.00254912
0.83,-0.00181277,0.83,-0.00246929,0.83,-0.00244102
0.832,-0.00175125,0.832,-0.00242546,0.832,-0.00240661
0.834,-0.0017073,0.834,-0.00237676,0.834,-0.00236733
0.836,-0.00168972,0.836,-0.00233292,0.836,-0.00233292
0.838,-0.00167874,0.838,-0.00228909,0.838,-0.00229851
0.84,-0.001626,0.84,-0.00216246,0.84,-0.00220016
0.842,-0.00159744,0.842,-0.00211375,0.842,-0.00216088
0.844,-0.00155789,0.844,-0.00206018,0.844,-0.00211673
0.846,-0.00151394,0.846,-0.0020066,0.846,-0.00206315
0.848,-0.0014612,0.848,-0.00195303,0.848,-0.00200958
0.85,-0.00126564,0.85,-0.00179718,0.85,-0.00186315
0.852,-0.00119094,0.852,-0.00173873,0.852,-0.00180471
0.854,-0.00112721,0.854,-0.00168029,0.854,-0.00174626
0.856,-0.00108986,0.856,-0.00162671,0.856,-0.00169269
0.858,-0.00106349,0.858,-0.00157801,0.858,-0.00164398
0.86,-0.00101955,0.86,-0.00147086,0.86,-0.00153683
0.862,-0.000962417,0.862,-0.00135884,0.862,-0.00142482
0.864,-0.000925063,0.864,-0.0013004,0.864,-0.00136637
0.866,-0.000881117,0.866,-0.00124682,0.866,-0.0013128
0.868,-0.000834974,0.868,-0.00119325,0.868,-0.00125922
0.87,-0.000782239,0.87,-0.0011348,0.87,-0.00120078
0.872,-0.000727306,0.872,-0.00107636,0.872,-0.00114233
0.874,-0.000599863,0.874,-0.000959469,0.874,-0.00102544
0.876,-0.000461433,0.876,-0.000842579,0.876,-0.000908553
0.878,-0.000399909,0.878,-0.000779264,0.878,-0.000845238
0.88,-0.000353765,0.88,-0.000720819,0.88,-0.000786793
0.882,-0.000327398,0.882,-0.000657504,0.882,-0.000723478
0.884,-0.000305425,0.884,-0.00060393,0.884,-0.000669903
0.886,-0.000279057,0.886,-0.000545485,0.886,-0.000611458
