Time - Fc (N,Amplitude - Fc (N
17.714,-0.448895
17.716,-0.434748
17.718,-0.416995
17.72,-0.395786
17.722,-0.371295
17.724,-0.343726
17.726,-0.31331
17.728,-0.280297
17.73,-0.244963
17.732,-0.207601
17.734,-0.168521
17.736,-0.128049
17.738,-0.0865208
17.74,-0.0442814
17.742,-0.00168199
17.744,0.0409233
17.746,0.0831802
17.748,0.124737
17.75,0.165249
17.752,0.204379
17.754,0.241802
17.756,0.277206
17.758,0.310297
17.76,0.340799
17.762,0.36846
17.764,0.393048
17.766,0.41436
17.768,0.432218
17.77,0.446473
17.772,0.457008
17.774,0.463734
17.776,0.466597
17.778,0.465571
17.78,0.460667
17.782,0.451924
17.784,0.439417
17.786,0.42325
17.788,0.403557
17.79,0.380503
17.792,0.354281
17.794,0.325109
17.796,0.293231
17.798,0.258913
17.8,0.222442
17.802,0.184121
17.804,0.144271
17.806,0.103225
17.808,0.0613248
17.81,0.0189207
17.812,-0.0236333
17.814,-0.0659817
17.816,-0.107771
17.818,-0.148652
17.82,-0.188283
17.822,-0.226334
17.824,-0.262486
17.826,-0.296437
17.828,-0.327904
17.83,-0.356623
17.832,-0.382356
17.834,-0.404887
17.836,-0.424027
17.838,-0.439616
17.84,-0.451526
17.842,-0.459655
17.844,-0.463937
17.846,-0.464336
17.848,-0.460848
17.85,-0.453504
17.852,-0.442364
17.854,-0.427522
17.856,-0.409103
17.858,-0.387262
17.86,-0.362181
17.862,-0.334071
17.864,-0.303167
17.866,-0.269729
17.868,-0.234036
17.87,-0.19639
17.872,-0.157104
17.874,-0.116508
17.876,-0.0749434
17.878,-0.0327583
17.88,0.00969337
17.882,0.0520555
17.884,0.0939728
17.886,0.135093
17.888,0.175073
17.89,0.213575
17.892,0.250276
17.894,0.28487
17.896,0.317065
17.898,0.346592
17.9,0.373202
17.902,0.396673
17.904,0.416806
17.906,0.433434
17.908,0.446417
17.91,0.455645
17.912,0.461042
17.914,0.462563
17.916,0.460194
17.918,0.453957
17.92,0.443903
17.922,0.430118
17.924,0.412718
17.926,0.391849
17.928,0.367687
17.93,0.340436
17.932,0.310325
17.934,0.277608
17.936,0.24256
17.938,0.205477
17.94,0.166671
17.942,0.126469
17.944,0.0852096
17.946,0.0432404
17.948,0.000915029
17.95,-0.0414098
17.952,-0.0833774
17.954,-0.124634
17.956,-0.164832
17.958,-0.203633
17.96,-0.240709
17.962,-0.275749
17.964,-0.308456
17.966,-0.338555
17.968,-0.365791
17.97,-0.389937
17.972,-0.410788
17.974,-0.428167
17.976,-0.44193
17.978,-0.451959
17.98,-0.458171
17.982,-0.460513
17.984,-0.458966
17.986,-0.453542
17.988,-0.444289
17.99,-0.431284
17.992,-0.414638
17.994,-0.394491
17.996,-0.371014
17.998,-0.344406
18,-0.314892
18.002,-0.282721
18.004,-0.248165
18.006,-0.211518
18.008,-0.173089
18.01,-0.133203
18.012,-0.0921985
18.014,-0.0504216
18.016,-0.00822614
18.018,0.0340307
18.02,0.0759911
18.022,0.1173
18.024,0.157608
18.026,0.196573
18.028,0.233866
18.03,0.26917
18.032,0.302188
18.034,0.332638
18.036,0.360265
18.038,0.384832
18.04,0.406133
18.042,0.423988
18.044,0.438244
18.046,0.448781
18.048,0.455511
18.05,0.458376
18.052,0.457353
18.054,0.452449
18.056,0.443708
18.058,0.431203
18.06,0.415042
18.062,0.39536
18.064,0.372327
18.066,0.346136
18.068,0.317012
18.07,0.285202
18.072,0.250975
18.074,0.214623
18.076,0.176455
18.078,0.136795
18.08,0.0959802
18.082,0.0543579
18.084,0.0122818
18.086,-0.0298905
18.088,-0.0718003
18.09,-0.113091
18.092,-0.153412
18.094,-0.192421
18.096,-0.229784
18.098,-0.265185
18.1,-0.298323
18.102,-0.328916
18.104,-0.356703
18.106,-0.381448
18.108,-0.402941
18.11,-0.420999
18.112,-0.435468
18.114,-0.446225
18.116,-0.45318
18.118,-0.456272
18.12,-0.455476
18.122,-0.450799
18.124,-0.442282
18.126,-0.429996
18.128,-0.414047
18.13,-0.394571
18.132,-0.371735
18.134,-0.345733
18.136,-0.316787
18.138,-0.285145
18.14,-0.251077
18.142,-0.214873
18.144,-0.176843
18.146,-0.137311
18.148,-0.0966142
18.15,-0.0551011
18.152,-0.0131259
18.154,0.0289531
18.156,0.0707765
18.158,0.111987
18.16,0.152233
18.162,0.19117
18.164,0.228466
18.166,0.263802
18.168,0.296877
18.17,0.327407
18.172,0.355132
18.174,0.379815
18.176,0.401245
18.178,0.41924
18.18,0.433645
18.182,0.444337
18.184,0.451226
18.186,0.454252
18.188,0.45339
18.19,0.448648
18.192,0.440066
18.194,0.427718
18.196,0.41171
18.198,0.39218
18.2,0.369295
18.202,0.343251
18.204,0.314272
18.206,0.282606
18.208,0.248525
18.21,0.21232
18.212,0.174303
18.214,0.134799
18.216,0.094147
18.218,0.0526961
18.22,0.0108016
18.222,-0.0311772
18.224,-0.0728802
18.226,-0.11395
18.228,-0.154033
18.23,-0.192787
18.232,-0.229878
18.234,-0.264989
18.236,-0.297817
18.238,-0.328083
18.24,-0.355525
18.242,-0.379908
18.244,-0.401023
18.246,-0.418689
18.248,-0.432754
18.25,-0.443098
18.252,-0.449632
18.254,-0.452301
18.256,-0.451081
18.258,-0.445983
18.26,-0.437051
18.262,-0.424363
18.264,-0.408028
18.266,-0.388187
18.268,-0.36501
18.27,-0.338697
18.272,-0.309475
18.274,-0.277596
18.276,-0.243334
18.278,-0.206984
18.28,-0.168859
18.282,-0.129288
18.284,-0.0886115
18.286,-0.0471801
18.288,-0.00535057
18.29,0.0365166
18.292,0.0780607
18.294,0.118924
18.296,0.158754
18.298,0.197207
18.3,0.233953
18.302,0.268675
18.304,0.301072
18.306,0.330867
18.308,0.357802
18.31,0.381645
18.312,0.402191
18.314,0.419263
18.316,0.432713
18.318,0.442425
18.32,0.448317
18.322,0.450338
18.324,0.448469
18.326,0.442729
18.328,0.433167
18.33,0.419864
18.332,0.402938
18.334,0.382534
18.336,0.358829
18.338,0.332027
18.34,0.302361
18.342,0.270088
18.344,0.235486
18.346,0.198855
18.348,0.160512
18.35,0.120789
18.352,0.0800286
18.354,0.0385843
18.356,-0.0031854
18.358,-0.0449191
18.36,-0.0862556
18.362,-0.126837
18.364,-0.166313
18.366,-0.20434
18.368,-0.240591
18.37,-0.27475
18.372,-0.306524
18.374,-0.335636
18.376,-0.361834
18.378,-0.384892
18.38,-0.40461
18.382,-0.420817
18.384,-0.433374
18.386,-0.442171
18.388,-0.447134
18.39,-0.448218
18.392,-0.445414
18.394,-0.438749
18.396,-0.428279
18.398,-0.414095
18.4,-0.396321
18.402,-0.375112
18.404,-0.350652
18.406,-0.323153
18.408,-0.292854
18.41,-0.260019
18.412,-0.224933
18.414,-0.187901
18.416,-0.149244
18.418,-0.109298
18.42,-0.0684113
18.422,-0.0269383
18.424,0.0147604
18.426,0.0563223
18.428,0.0973861
18.43,0.137595
18.432,0.176599
18.434,0.21406
18.436,0.249652
18.438,0.283064
18.44,0.314008
18.442,0.342213
18.444,0.367435
18.446,0.389454
18.448,0.40808
18.45,0.423149
18.452,0.434531
18.454,0.442128
18.456,0.445872
18.458,0.445734
18.46,0.441712
18.462,0.433844
18.464,0.422197
18.466,0.406874
18.468,0.388008
18.47,0.365764
18.472,0.340337
18.474,0.311947
18.476,0.280843
18.478,0.247297
18.48,0.211601
18.482,0.174066
18.484,0.135021
18.486,0.0948055
18.488,0.053771
18.49,0.0122756
18.492,-0.0293183
18.494,-0.0706478
18.496,-0.111352
18.498,-0.151076
18.5,-0.189472
18.502,-0.226205
18.504,-0.260955
18.506,-0.293418
18.508,-0.323311
18.51,-0.350373
18.512,-0.374366
18.514,-0.395083
18.516,-0.412342
18.518,-0.425992
18.52,-0.435914
18.522,-0.442023
18.524,-0.444264
18.526,-0.442618
18.528,-0.4371
18.53,-0.42776
18.532,-0.414677
18.534,-0.397969
18.536,-0.37778
18.538,-0.354288
18.54,-0.3277
18.542,-0.298247
18.544,-0.266189
18.546,-0.231805
18.548,-0.195398
18.55,-0.157287
18.552,-0.117806
18.554,-0.0773002
18.556,-0.0361254
18.558,0.00535748
18.56,0.0467849
18.562,0.0877935
18.564,0.128024
18.566,0.167123
18.568,0.204748
18.57,0.24057
18.572,0.274273
18.574,0.305563
18.576,0.334165
18.578,0.359828
18.58,0.382328
18.582,0.401466
18.584,0.417075
18.586,0.429019
18.588,0.437192
18.59,0.441524
18.592,0.441976
18.594,0.438545
18.596,0.431262
18.598,0.42019
18.6,0.405427
18.602,0.387103
18.604,0.36538
18.606,0.340449
18.608,0.312529
18.61,0.281867
18.612,0.248731
18.614,0.213414
18.616,0.176227
18.618,0.137497
18.62,0.0975655
18.622,0.0567832
18.624,0.0155094
18.626,-0.0258923
18.628,-0.0670574
18.63,-0.107623
18.632,-0.147233
18.634,-0.185538
18.636,-0.2222
18.638,-0.256897
18.64,-0.289323
18.642,-0.319192
18.644,-0.346242
18.646,-0.370234
18.648,-0.390957
18.65,-0.408228
18.652,-0.421896
18.654,-0.43184
18.656,-0.437973
18.658,-0.440241
18.66,-0.438624
18.662,-0.433137
18.664,-0.423828
18.666,-0.410781
18.668,-0.39411
18.67,-0.373963
18.672,-0.350518
18.674,-0.323983
18.676,-0.294592
18.678,-0.262605
18.68,-0.228304
18.682,-0.191994
18.684,-0.153994
18.686,-0.114642
18.688,-0.074284
18.69,-0.0332782
18.692,0.00801321
18.694,0.0492251
18.696,0.0899931
18.698,0.129957
18.7,0.168762
18.702,0.206067
18.704,0.24154
18.706,0.274869
18.708,0.305757
18.71,0.333934
18.712,0.359148
18.714,0.381177
18.716,0.399826
18.718,0.41493
18.72,0.426356
18.722,0.434003
18.724,0.437804
18.726,0.437725
18.728,0.433766
18.73,0.425964
18.732,0.414389
18.734,0.399142
18.736,0.380359
18.738,0.358208
18.74,0.332884
18.742,0.304614
18.744,0.273647
18.746,0.240259
18.748,0.204746
18.75,0.167424
18.752,0.128624
18.754,0.0886899
18.756,0.0479772
18.758,0.00684708
18.76,-0.0343352
18.762,-0.0752038
18.764,-0.115396
18.766,-0.154554
18.768,-0.192332
18.77,-0.228392
18.772,-0.262415
18.774,-0.294099
18.776,-0.323161
18.778,-0.349345
18.78,-0.372417
18.782,-0.392173
18.784,-0.408437
18.786,-0.421064
18.788,-0.429944
18.79,-0.434996
18.792,-0.436177
18.794,-0.433476
18.796,-0.426917
18.798,-0.41656
18.8,-0.402496
18.802,-0.384852
18.804,-0.363785
18.806,-0.339482
18.808,-0.312161
18.81,-0.282064
18.812,-0.249461
18.814,-0.214642
18.816,-0.177918
18.818,-0.139616
18.82,-0.100077
18.822,-0.0596549
18.824,-0.0187091
18.826,0.0223947
18.828,0.0632902
18.83,0.103612
18.832,0.143002
18.834,0.181107
18.836,0.217588
18.838,0.25212
18.84,0.284394
18.842,0.314123
18.844,0.341041
18.846,0.364908
18.848,0.385512
18.85,0.402668
18.852,0.416224
18.854,0.426059
18.856,0.432085
18.858,0.43425
18.86,0.432533
18.862,0.42695
18.864,0.417553
18.866,0.404424
18.868,0.387682
18.87,0.367477
18.872,0.34399
18.874,0.317431
18.876,0.288038
18.878,0.256074
18.88,0.221826
18.882,0.1856
18.884,0.147721
18.886,0.108527
18.888,0.0683698
18.89,0.0276093
18.892,-0.0133899
18.894,-0.0542603
18.896,-0.094636
18.898,-0.134155
18.9,-0.172464
18.902,-0.20922
18.904,-0.244092
18.906,-0.27677
18.908,-0.306959
18.91,-0.33439
18.912,-0.358817
18.914,-0.380021
18.916,-0.397813
18.918,-0.412032
18.92,-0.422552
18.922,-0.429279
18.924,-0.432152
18.926,-0.431147
18.928,-0.426272
18.93,-0.417572
18.932,-0.405124
18.934,-0.389042
18.936,-0.36947
18.938,-0.346584
18.94,-0.32059
18.942,-0.291721
18.944,-0.260237
18.946,-0.226422
18.948,-0.190579
18.95,-0.153032
18.952,-0.114116
18.954,-0.074183
18.956,-0.0335915
18.958,0.00729326
18.96,0.0481037
18.962,0.0884727
18.964,0.128037
18.966,0.166441
18.968,0.203339
18.97,0.238399
18.972,0.271306
18.974,0.301764
18.976,0.329498
18.978,0.35426
18.98,0.375826
18.982,0.394003
18.984,0.408627
18.986,0.419567
18.988,0.426724
18.99,0.430035
18.992,0.429469
18.994,0.425033
18.996,0.416767
18.998,0.404744
19,0.389076
19.002,0.369902
19.004,0.347396
19.006,0.321761
19.008,0.29323
19.01,0.262059
19.012,0.22853
19.014,0.192946
19.016,0.155628
19.018,0.116913
19.02,0.0771516
19.022,0.036702
19.024,-0.00407041
19.026,-0.0447972
19.028,-0.0851105
19.03,-0.124646
19.032,-0.163047
19.034,-0.199967
19.036,-0.235071
19.038,-0.268043
19.04,-0.298585
19.042,-0.326421
19.044,-0.3513
19.046,-0.372997
19.048,-0.391315
19.05,-0.40609
19.052,-0.417188
19.054,-0.42451
19.056,-0.427988
19.058,-0.427593
19.06,-0.423328
19.062,-0.415231
19.064,-0.403378
19.066,-0.387874
19.068,-0.368862
19.07,-0.346513
19.072,-0.32103
19.074,-0.292645
19.076,-0.261615
19.078,-0.228221
19.08,-0.192765
19.082,-0.155571
19.084,-0.116974
19.086,-0.0773255
19.088,-0.0369843
19.09,0.00368351
19.092,0.044309
19.094,0.0845238
19.096,0.123963
19.098,0.162269
19.1,0.199094
19.102,0.234105
19.104,0.266983
19.106,0.29743
19.108,0.325171
19.11,0.349953
19.112,0.371552
19.114,0.389772
19.116,0.404448
19.118,0.415447
19.12,0.422668
19.122,0.426048
19.124,0.425555
19.126,0.421194
19.128,0.413006
19.13,0.401065
19.132,0.38548
19.134,0.366393
19.136,0.343979
19.138,0.31844
19.14,0.29001
19.142,0.258948
19.144,0.225537
19.146,0.190081
19.148,0.152902
19.15,0.11434
19.152,0.0747448
19.154,0.0344781
19.156,-0.00609364
19.158,-0.046601
19.16,-0.0866751
19.162,-0.125951
19.164,-0.16407
19.166,-0.200687
19.168,-0.235466
19.17,-0.268092
19.172,-0.298267
19.174,-0.325716
19.176,-0.35019
19.178,-0.371465
19.18,-0.389347
19.182,-0.403675
19.184,-0.414317
19.186,-0.421177
19.188,-0.424192
19.19,-0.423336
19.192,-0.418616
19.194,-0.410076
19.196,-0.397795
19.198,-0.381884
19.2,-0.36249
19.202,-0.33979
19.204,-0.313991
19.206,-0.28533
19.208,-0.254068
19.21,-0.220492
19.212,-0.184908
19.214,-0.147643
19.216,-0.109036
19.218,-0.0694403
19.22,-0.0292188
19.222,0.011261
19.224,0.0516289
19.226,0.0915156
19.228,0.130556
19.23,0.168394
19.232,0.204683
19.234,0.239091
19.236,0.271303
19.238,0.301024
19.24,0.327984
19.242,0.351934
19.244,0.372657
19.246,0.389962
19.248,0.403692
19.25,0.413722
19.252,0.419958
19.254,0.422346
19.256,0.420863
19.258,0.415523
19.26,0.406376
19.262,0.393506
19.264,0.37703
19.266,0.357102
19.268,0.333903
19.27,0.307646
19.272,0.278574
19.274,0.246952
19.276,0.213072
19.278,0.177244
19.28,0.139797
19.282,0.101075
19.284,0.0614347
19.286,0.0212387
19.288,-0.0191434
19.29,-0.0593407
19.292,-0.0989841
19.294,-0.13771
19.296,-0.175161
19.298,-0.210995
19.3,-0.244883
19.302,-0.276512
19.304,-0.305593
19.306,-0.331858
19.308,-0.355066
19.31,-0.375005
19.312,-0.39149
19.314,-0.404372
19.316,-0.413531
19.318,-0.418884
19.32,-0.420382
19.322,-0.418011
19.324,-0.411794
19.326,-0.401788
19.328,-0.388086
19.33,-0.370814
19.332,-0.350132
19.334,-0.326231
19.336,-0.29933
19.338,-0.269678
19.34,-0.237548
19.342,-0.203237
19.344,-0.167061
19.346,-0.129354
19.348,-0.0904627
19.35,-0.0507463
19.352,-0.0105709
19.354,0.0296929
19.356,0.069674
19.358,0.109004
19.36,0.147319
19.362,0.184267
19.364,0.219506
19.366,0.252712
19.368,0.283579
19.37,0.311822
19.372,0.33718
19.374,0.359419
19.376,0.378336
19.378,0.393754
19.38,0.405533
19.382,0.413563
19.384,0.417771
19.386,0.418119
19.388,0.414603
19.39,0.407257
19.392,0.396148
19.394,0.381381
19.396,0.363091
19.398,0.341448
19.4,0.316653
19.402,0.288935
19.404,0.25855
19.406,0.225781
19.408,0.190931
19.41,0.154322
19.412,0.116293
19.414,0.0771961
19.416,0.0373937
19.418,-0.00274592
19.42,-0.0428511
19.422,-0.0825505
19.424,-0.121476
19.426,-0.159269
19.428,-0.195577
19.43,-0.230065
19.432,-0.262414
19.434,-0.292324
19.436,-0.319518
19.438,-0.343745
19.44,-0.364779
19.442,-0.382427
19.444,-0.396525
19.446,-0.406943
19.448,-0.413584
19.45,-0.416387
19.452,-0.415327
19.454,-0.410414
19.456,-0.401694
19.458,-0.389248
19.46,-0.373191
19.462,-0.353674
19.464,-0.330879
19.466,-0.305016
19.468,-0.276326
19.47,-0.245077
19.472,-0.211558
19.474,-0.176082
19.476,-0.138978
19.478,-0.10059
19.48,-0.0612769
19.482,-0.021403
19.484,0.0186609
19.486,0.0585423
19.488,0.0978703
19.49,0.136279
19.492,0.173412
19.494,0.208924
19.496,0.242484
19.498,0.27378
19.5,0.302522
19.502,0.328442
19.504,0.3513
19.506,0.370882
19.508,0.387007
19.51,0.399525
19.512,0.40832
19.514,0.413311
19.516,0.414451
19.518,0.41173
19.52,0.405173
19.522,0.394843
19.524,0.380836
19.526,0.363283
19.528,0.342347
19.53,0.318225
19.532,0.291142
19.534,0.26135
19.536,0.229127
19.538,0.194775
19.54,0.158614
19.542,0.120981
19.544,0.082228
19.546,0.0427166
19.548,0.00281548
19.55,-0.0371028
19.552,-0.0766657
19.554,-0.115504
19.556,-0.153254
19.558,-0.189565
19.56,-0.224098
19.562,-0.256529
19.564,-0.286556
19.566,-0.313899
19.568,-0.338302
19.57,-0.359539
19.572,-0.37741
19.574,-0.391749
19.576,-0.402423
19.578,-0.409331
19.58,-0.41241
19.582,-0.411631
19.584,-0.407002
19.586,-0.398567
19.588,-0.386405
19.59,-0.37063
19.592,-0.35139
19.594,-0.328866
19.596,-0.303268
19.598,-0.274837
19.6,-0.24384
19.602,-0.210566
19.604,-0.175328
19.606,-0.138456
19.608,-0.100295
19.61,-0.0612033
19.612,-0.0215472
19.614,0.0183018
19.616,0.0579702
19.618,0.097086
19.62,0.135283
19.622,0.172202
19.624,0.207499
19.626,0.240841
19.628,0.271917
19.63,0.300435
19.632,0.326128
19.634,0.348755
19.636,0.368104
19.638,0.383994
19.64,0.396276
19.642,0.404835
19.644,0.409591
19.646,0.410501
19.648,0.407555
19.65,0.400782
19.652,0.390246
19.654,0.376046
19.656,0.358317
19.658,0.337224
19.66,0.312967
19.662,0.285774
19.664,0.255901
19.666,0.22363
19.668,0.189262
19.67,0.153123
19.672,0.115553
19.674,0.0769037
19.676,0.0375402
19.678,-0.00216748
19.68,-0.0418455
19.682,-0.0811206
19.684,-0.119623
19.686,-0.156991
19.688,-0.192872
19.69,-0.226929
19.692,-0.258841
19.694,-0.288307
19.696,-0.315052
19.698,-0.338822
19.7,-0.359395
19.702,-0.376577
19.704,-0.390206
19.706,-0.400154
19.708,-0.406328
19.71,-0.408671
19.712,-0.407159
19.714,-0.401809
19.716,-0.39267
19.718,-0.37983
19.72,-0.363411
19.722,-0.343566
19.724,-0.320484
19.726,-0.294384
19.728,-0.265511
19.73,-0.234139
19.732,-0.200564
19.734,-0.165103
19.736,-0.128091
19.738,-0.0898788
19.74,-0.0508262
19.742,-0.0113025
19.744,0.0283188
19.746,0.0676632
19.748,0.106359
19.75,0.144041
19.752,0.180353
19.754,0.214951
19.756,0.247509
19.758,0.277719
19.76,0.305296
19.762,0.32998
19.764,0.351536
19.766,0.369762
19.768,0.384485
19.77,0.395566
19.772,0.402902
19.774,0.406423
19.776,0.406095
19.778,0.401924
19.78,0.393948
19.782,0.382243
19.784,0.366921
19.786,0.348127
19.788,0.32604
19.79,0.300869
19.792,0.272853
19.794,0.242259
19.796,0.209375
19.798,0.174514
19.8,0.138008
19.802,0.100201
19.804,0.0614528
19.806,0.022131
19.808,-0.0173914
19.81,-0.0567396
19.812,-0.0955403
19.814,-0.133426
19.816,-0.170036
19.818,-0.205024
19.82,-0.238057
19.822,-0.268823
19.824,-0.29703
19.826,-0.32241
19.828,-0.344722
19.83,-0.363755
19.832,-0.379328
19.834,-0.391295
19.836,-0.39954
19.838,-0.403987
19.84,-0.404594
19.842,-0.401356
19.844,-0.394303
19.846,-0.383503
19.848,-0.369059
19.85,-0.351109
19.852,-0.329825
19.854,-0.305408
19.856,-0.278091
19.858,-0.248136
19.86,-0.215826
19.862,-0.18147
19.864,-0.145395
19.866,-0.107945
19.868,-0.0694753
19.87,-0.0303536
19.872,0.00904782
19.874,0.0483538
19.876,0.08719
19.878,0.125187
19.88,0.161982
19.882,0.197224
19.884,0.23058
19.886,0.261729
19.888,0.290377
19.89,0.31625
19.892,0.339102
19.894,0.358715
19.896,0.374903
19.898,0.387511
19.9,0.39642
19.902,0.401545
19.904,0.402838
19.906,0.400286
19.908,0.393915
19.91,0.383786
19.912,0.369996
19.914,0.352677
19.916,0.331994
19.918,0.308147
19.92,0.281361
19.922,0.251895
19.924,0.22003
19.926,0.18607
19.928,0.15034
19.93,0.113182
19.932,0.0749504
19.934,0.036012
19.936,-0.00326149
19.938,-0.0424945
19.94,-0.0813118
19.942,-0.119342
19.944,-0.156222
19.946,-0.191599
19.948,-0.225135
19.95,-0.256508
19.952,-0.28542
19.954,-0.311593
19.956,-0.334777
19.958,-0.354751
19.96,-0.371325
19.962,-0.384338
19.964,-0.393668
19.966,-0.399226
19.968,-0.400958
19.97,-0.398848
19.972,-0.392918
19.974,-0.383224
19.976,-0.36986
19.978,-0.352955
19.98,-0.332669
19.982,-0.3092
19.984,-0.282771
19.986,-0.253637
19.988,-0.222078
19.99,-0.188396
19.992,-0.152915
19.994,-0.115975
19.996,-0.0779315
19.998,-0.039149
20,0
20.002,0.0391397
