"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Top Plate, Vehicle Body (m)","Amplitude - Top Plate, Vehicle Body (m)","Time - Middle Plate, VehicleTire (m)","Amplitude - Middle Plate, VehicleTire (m)"
0.112,-0.00973624,0.112,-0.00560101,0.112,-0.0108318
0.114,-0.00975601,0.114,-0.00587059,0.114,-0.0110071
0.116,-0.00977359,0.116,-0.00613985,0.116,-0.0111727
0.118,-0.00978897,0.118,-0.00641336,0.118,-0.0113237
0.12,-0.00980216,0.12,-0.00668168,0.12,-0.0114601
0.122,-0.00981534,0.122,-0.00696885,0.122,-0.0115964
0.124,-0.00982413,0.124,-0.00725083,0.124,-0.0117182
0.126,-0.00983292,0.126,-0.0075182,0.126,-0.0118253
0.128,-0.00983731,0.128,-0.00777551,0.128,-0.011913
0.13,-0.00984171,0.13,-0.0080468,0.13,-0.0119958
0.132,-0.0098439,0.132,-0.00831291,0.132,-0.012064
0.134,-0.0098461,0.134,-0.00857383,0.134,-0.0121176
0.136,-0.0098483,0.136,-0.00882501,0.136,-0.0121614
0.138,-0.0098505,0.138,-0.009071,0.138,-0.0121906
0.14,-0.00985269,0.14,-0.00929264,0.14,-0.0121955
0.142,-0.00985269,0.142,-0.00951397,0.142,-0.0121906
0.144,-0.00985489,0.144,-0.00970639,0.144,-0.0121663
0.146,-0.00985489,0.146,-0.00989425,0.146,-0.0121468
0.148,-0.00985709,0.148,-0.0100769,0.148,-0.0121127
0.15,-0.00985709,0.15,-0.0102356,0.15,-0.012064
0.152,-0.00985709,0.152,-0.0103893,0.152,-0.0120104
0.154,-0.00985929,0.154,-0.0105337,0.154,-0.0119568
0.156,-0.00985929,0.156,-0.010678,0.156,-0.0119033
0.158,-0.00986148,0.158,-0.0108081,0.158,-0.0118448
0.16,-0.00986148,0.16,-0.010919,0.16,-0.0117766
0.162,-0.00986368,0.162,-0.0110156,0.162,-0.0117036
0.164,-0.00986368,0.164,-0.0111222,0.164,-0.01165
0.166,-0.00986368,0.166,-0.01121,0.166,-0.0115964
0.168,-0.00986588,0.168,-0.0113075,0.168,-0.0115526
0.17,-0.00986588,0.17,-0.0114005,0.17,-0.0115136
0.172,-0.00986807,0.172,-0.0114792,0.172,-0.0114698
0.174,-0.00986807,0.174,-0.0115537,0.174,-0.0114406
0.176,-0.00986807,0.176,-0.011633,0.176,-0.0114162
0.178,-0.00986807,0.178,-0.0116935,0.178,-0.0113919
0.18,-0.00986807,0.18,-0.0117542,0.18,-0.0113773
0.182,-0.00986807,0.182,-0.0118056,0.182,-0.0113626
0.184,-0.00986807,0.184,-0.0118333,0.184,-0.0113432
0.186,-0.00987027,0.186,-0.011856,0.186,-0.0113188
0.188,-0.00987027,0.188,-0.0118599,0.188,-0.0112945
0.19,-0.00987027,0.19,-0.0118639,0.19,-0.0112701
0.192,-0.00987027,0.192,-0.0118584,0.192,-0.0112458
0.194,-0.00987027,0.194,-0.0118431,0.194,-0.0112117
0.196,-0.00987027,0.196,-0.0118136,0.196,-0.0111727
0.198,-0.00987027,0.198,-0.0117886,0.198,-0.0111289
0.2,-0.00987027,0.2,-0.0117493,0.2,-0.0110802
0.202,-0.00987027,0.202,-0.0117146,0.202,-0.0110266
0.204,-0.00987027,0.204,-0.0116607,0.204,-0.0109633
0.206,-0.00987027,0.206,-0.0116065,0.206,-0.0108902
0.208,-0.00987027,0.208,-0.0115474,0.208,-0.0108123
0.21,-0.00987027,0.21,-0.0114929,0.21,-0.0107295
0.212,-0.00987027,0.212,-0.0114432,0.212,-0.0106516
0.214,-0.00987027,0.214,-0.0114076,0.214,-0.0105688
0.216,-0.00987027,0.216,-0.0113576,0.216,-0.0104811
0.218,-0.00987027,0.218,-0.0113219,0.218,-0.0103983
0.22,-0.00987027,0.22,-0.0112811,0.22,-0.0103009
0.222,-0.00987027,0.222,-0.0112357,0.222,-0.0102084
0.224,-0.00987027,0.224,-0.0111902,0.224,-0.0101158
0.226,-0.00987027,0.226,-0.011126,0.226,-0.0100233
0.228,-0.00987027,0.228,-0.0110474,0.228,-0.00992588
0.23,-0.00987027,0.23,-0.0109643,0.23,-0.00983334
0.232,-0.00987027,0.232,-0.0108906,0.232,-0.0097408
0.234,-0.00987027,0.234,-0.0108264,0.234,-0.00964826
0.236,-0.00987027,0.236,-0.0107621,0.236,-0.00955572
0.238,-0.00987027,0.238,-0.0107024,0.238,-0.00945832
0.24,-0.00987027,0.24,-0.010643,0.24,-0.00937065
0.242,-0.00987027,0.242,-0.0105693,0.242,-0.00927811
0.244,-0.00987027,0.244,-0.0104862,0.244,-0.00918557
0.246,-0.00987027,0.246,-0.0104028,0.246,-0.0090833
0.248,-0.00987027,0.248,-0.0103148,0.248,-0.00898589
0.25,-0.00987027,0.25,-0.0102268,0.25,-0.00888848
0.252,-0.00987027,0.252,-0.0101388,0.252,-0.00879107
0.254,-0.00987027,0.254,-0.0100557,0.254,-0.00869853
0.256,-0.00987027,0.256,-0.00996285,0.256,-0.00859626
0.258,-0.00987027,0.258,-0.00986544,0.258,-0.00849885
0.26,-0.00987027,0.26,-0.00977291,0.26,-0.00840631
0.262,-0.00987027,0.262,-0.00968037,0.262,-0.00831377
0.264,-0.00987027,0.264,-0.00958783,0.264,-0.00822124
0.266,-0.00987027,0.266,-0.00949529,0.266,-0.0081287
0.268,-0.00987027,0.268,-0.00940763,0.268,-0.00804103
0.27,-0.00987027,0.27,-0.00932028,0.27,-0.0079631
0.272,-0.00987027,0.272,-0.00923779,0.272,-0.00789005
0.274,-0.00987027,0.274,-0.00915076,0.274,-0.00782186
0.276,-0.00987027,0.276,-0.00908289,0.276,-0.00776342
0.278,-0.00987027,0.278,-0.00901989,0.278,-0.00770984
0.28,-0.00987027,0.28,-0.00895721,0.28,-0.00766601
0.282,-0.00987027,0.282,-0.00889939,0.282,-0.00762705
0.284,-0.00987027,0.284,-0.0088419,0.284,-0.00759782
0.286,-0.00987027,0.286,-0.00880357,0.286,-0.00757834
0.288,-0.00987027,0.288,-0.00876555,0.288,-0.0075686
0.29,-0.00987027,0.29,-0.00873241,0.29,-0.00756373
0.292,-0.00987027,0.292,-0.00868984,0.292,-0.00755886
0.294,-0.00987027,0.294,-0.00864758,0.294,-0.00756373
0.296,-0.00987027,0.296,-0.00861962,0.296,-0.00757347
0.298,-0.00987027,0.298,-0.00858224,0.298,-0.00758321
0.3,-0.00987027,0.3,-0.00854973,0.3,-0.00759782
0.302,-0.00987027,0.302,-0.00852209,0.302,-0.00761731
0.304,-0.00987027,0.304,-0.00848015,0.304,-0.00763192
0.306,-0.00987027,0.306,-0.00844795,0.306,-0.00765627
0.308,-0.00987027,0.308,-0.00842031,0.308,-0.00767575
0.31,-0.00987027,0.31,-0.00838324,0.31,-0.00769523
0.312,-0.00987027,0.312,-0.00835105,0.312,-0.00771958
0.314,-0.00987027,0.314,-0.00830942,0.314,-0.00774394
0.316,-0.00987027,0.316,-0.00829152,0.316,-0.00777316
0.318,-0.00987027,0.318,-0.00826907,0.318,-0.00780725
0.32,-0.00987027,0.32,-0.00824174,0.32,-0.00783647
0.322,-0.00987027,0.322,-0.00821928,0.322,-0.00787057
0.324,-0.00987027,0.324,-0.0082017,0.324,-0.00790953
0.326,-0.00987027,0.326,-0.00819354,0.326,-0.00794849
0.328,-0.00987027,0.328,-0.00819512,0.328,-0.0079972
0.33,-0.00987027,0.33,-0.0081967,0.33,-0.0080459
0.332,-0.00987027,0.332,-0.00821257,0.332,-0.00809948
0.334,-0.00987027,0.334,-0.00821902,0.334,-0.00815305
0.336,-0.00987027,0.336,-0.0082349,0.336,-0.00820662
0.338,-0.00987027,0.338,-0.00825564,0.338,-0.00826507
0.34,-0.00987027,0.34,-0.00827639,0.34,-0.00832351
0.342,-0.00987027,0.342,-0.00830169,0.342,-0.00837709
0.344,-0.00987027,0.344,-0.00832731,0.344,-0.0084404
0.346,-0.00987027,0.346,-0.0083669,0.346,-0.00849885
0.348,-0.00987027,0.348,-0.00839707,0.348,-0.00855729
0.35,-0.00987027,0.35,-0.00843667,0.35,-0.00861574
0.352,-0.00987027,0.352,-0.00846652,0.352,-0.00866444
0.354,-0.00987027,0.354,-0.0084915,0.354,-0.00870828
0.356,-0.00987027,0.356,-0.00852104,0.356,-0.00874724
0.358,-0.00987027,0.358,-0.00853142,0.358,-0.00877646
0.36,-0.00987027,0.36,-0.00856551,0.36,-0.00881055
0.362,-0.00987027,0.362,-0.00858531,0.362,-0.00883978
0.364,-0.00987027,0.364,-0.00860966,0.364,-0.00886413
0.366,-0.00987027,0.366,-0.00862914,0.366,-0.00888361
0.368,-0.00987027,0.368,-0.00864375,0.368,-0.00889822
0.37,-0.00987027,0.37,-0.00865836,0.37,-0.00891283
0.372,-0.00987027,0.372,-0.00867297,0.372,-0.00892744
0.374,-0.00987027,0.374,-0.00868758,0.374,-0.00894205
0.376,-0.00987027,0.376,-0.0087022,0.376,-0.00895667
0.378,-0.00987027,0.378,-0.00872168,0.378,-0.00897615
0.38,-0.00987027,0.38,-0.00874571,0.38,-0.00899076
0.382,-0.00987027,0.382,-0.00877462,0.382,-0.00901024
0.384,-0.00987027,0.384,-0.0088084,0.384,-0.00903459
0.386,-0.00987027,0.386,-0.0088516,0.386,-0.00905894
0.388,-0.00987027,0.388,-0.00889512,0.388,-0.00909304
0.39,-0.00987027,0.39,-0.00894319,0.39,-0.00912226
0.392,-0.00987027,0.392,-0.00899613,0.392,-0.00915635
0.394,-0.00987027,0.394,-0.00903478,0.394,-0.00918557
0.396,-0.00987027,0.396,-0.0090783,0.396,-0.00921967
0.398,-0.00987027,0.398,-0.00911239,0.398,-0.00925376
0.4,-0.00987027,0.4,-0.00914648,0.4,-0.00928785
0.402,-0.00987027,0.402,-0.00918513,0.402,-0.00931708
0.404,-0.00987027,0.404,-0.00920948,0.404,-0.00934143
0.406,-0.00987027,0.406,-0.00924813,0.406,-0.00937065
0.408,-0.00987027,0.408,-0.00927735,0.408,-0.00939987
0.41,-0.00987027,0.41,-0.00931113,0.41,-0.00942422
0.412,-0.00987027,0.412,-0.00934003,0.412,-0.00944371
0.414,-0.00987027,0.414,-0.00935464,0.414,-0.00945832
0.416,-0.00987027,0.416,-0.00937381,0.416,-0.00946806
0.418,-0.00987027,0.418,-0.00938355,0.418,-0.0094778
0.42,-0.00987027,0.42,-0.00939785,0.42,-0.00948267
0.422,-0.00987027,0.422,-0.00940272,0.422,-0.00948754
0.424,-0.00987027,0.424,-0.00941214,0.424,-0.00948754
0.426,-0.00987027,0.426,-0.00942157,0.426,-0.00948754
0.428,-0.00987027,0.428,-0.00943099,0.428,-0.00948754
0.43,-0.00987027,0.43,-0.00943554,0.43,-0.00948267
0.432,-0.00987027,0.432,-0.00944497,0.432,-0.00948267
0.434,-0.00987027,0.434,-0.00944952,0.434,-0.0094778
0.436,-0.00987027,0.436,-0.00946837,0.436,-0.0094778
0.438,-0.00987027,0.438,-0.00947293,0.438,-0.00947293
0.44,-0.00987027,0.44,-0.00948235,0.44,-0.00947293
0.442,-0.00987027,0.442,-0.00949633,0.442,-0.00946806
0.444,-0.00987027,0.444,-0.00950576,0.444,-0.00946806
0.446,-0.00987027,0.446,-0.00950576,0.446,-0.00946806
0.448,-0.00987027,0.448,-0.00951518,0.448,-0.00946806
0.45,-0.00987027,0.45,-0.00951974,0.45,-0.00946319
0.452,-0.00987027,0.452,-0.00952916,0.452,-0.00946319
0.454,-0.00987027,0.454,-0.00953372,0.454,-0.00945832
0.456,-0.00987027,0.456,-0.0095334,0.456,-0.00944858
0.458,-0.00987027,0.458,-0.00954738,0.458,-0.00944371
0.46,-0.00987027,0.46,-0.00955193,0.46,-0.00943884
0.462,-0.00987027,0.462,-0.00954675,0.462,-0.00942422
0.464,-0.00987027,0.464,-0.00954156,0.464,-0.00940961
0.466,-0.00987027,0.466,-0.0095458,0.466,-0.009395
0.468,-0.00987027,0.468,-0.00954061,0.468,-0.00938039
0.47,-0.00987027,0.47,-0.00953056,0.47,-0.00936091
0.472,-0.00987027,0.472,-0.00952992,0.472,-0.00934143
0.474,-0.00987027,0.474,-0.00952929,0.474,-0.00932195
0.476,-0.00987027,0.476,-0.00951923,0.476,-0.00930246
0.478,-0.00987027,0.478,-0.00951373,0.478,-0.00927811
0.48,-0.00987027,0.48,-0.0095131,0.48,-0.00925863
0.482,-0.00987027,0.482,-0.00949817,0.482,-0.00923428
0.484,-0.00987027,0.484,-0.00948812,0.484,-0.0092148
0.486,-0.00987027,0.486,-0.00947319,0.486,-0.00919044
0.488,-0.00987027,0.488,-0.00945371,0.488,-0.00917096
0.49,-0.00987027,0.49,-0.00943423,0.49,-0.00915148
0.492,-0.00987027,0.492,-0.00941474,0.492,-0.009132
0.494,-0.00987027,0.494,-0.00940013,0.494,-0.00911739
0.496,-0.00987027,0.496,-0.00939039,0.496,-0.00910765
0.498,-0.00987027,0.498,-0.00937578,0.498,-0.00909304
0.5,-0.00987027,0.5,-0.00936604,0.5,-0.0090833
0.502,-0.00987027,0.502,-0.00935143,0.502,-0.00906868
0.504,-0.00987027,0.504,-0.00934656,0.504,-0.00906381
0.506,-0.00987027,0.506,-0.00933682,0.506,-0.00905407
0.508,-0.00987027,0.508,-0.00932708,0.508,-0.00904433
0.51,-0.00987027,0.51,-0.00932221,0.51,-0.00903946
0.512,-0.00987027,0.512,-0.00931247,0.512,-0.00902972
0.514,-0.00987027,0.514,-0.00930272,0.514,-0.00901998
0.516,-0.00987027,0.516,-0.00929298,0.516,-0.00901024
0.518,-0.00987027,0.518,-0.00927837,0.518,-0.00899563
0.52,-0.00987027,0.52,-0.00926376,0.52,-0.00898102
0.522,-0.00987027,0.522,-0.00924915,0.522,-0.00896641
0.524,-0.00987027,0.524,-0.00923454,0.524,-0.0089518
0.526,-0.00987027,0.526,-0.00921993,0.526,-0.00893718
0.528,-0.00987027,0.528,-0.00920045,0.528,-0.0089177
0.53,-0.00987027,0.53,-0.00918584,0.53,-0.00890309
0.532,-0.00987027,0.532,-0.00917122,0.532,-0.00888848
0.534,-0.00987027,0.534,-0.00915174,0.534,-0.008869
0.536,-0.00987027,0.536,-0.00913713,0.536,-0.00885439
0.538,-0.00987027,0.538,-0.00912739,0.538,-0.00884465
0.54,-0.00987027,0.54,-0.00911278,0.54,-0.00883004
0.542,-0.00987027,0.542,-0.00910304,0.542,-0.00882029
0.544,-0.00987027,0.544,-0.00909817,0.544,-0.00881542
0.546,-0.00987027,0.546,-0.0090933,0.546,-0.00881055
0.548,-0.00987027,0.548,-0.00908843,0.548,-0.00880568
0.55,-0.00987027,0.55,-0.00908843,0.55,-0.00880568
0.552,-0.00987027,0.552,-0.00908843,0.552,-0.00880568
0.554,-0.00987027,0.554,-0.0090933,0.554,-0.00881055
0.556,-0.00987027,0.556,-0.00909817,0.556,-0.00881542
0.558,-0.00987027,0.558,-0.00910304,0.558,-0.00882029
0.56,-0.00987027,0.56,-0.00910304,0.56,-0.00882029
0.562,-0.00987027,0.562,-0.00910791,0.562,-0.00882516
0.564,-0.00987027,0.564,-0.00911278,0.564,-0.00883004
0.566,-0.00987027,0.566,-0.00911765,0.566,-0.00883491
0.568,-0.00987027,0.568,-0.00912252,0.568,-0.00883978
0.57,-0.00987027,0.57,-0.00912739,0.57,-0.00884465
0.572,-0.00987027,0.572,-0.00913226,0.572,-0.00884952
0.574,-0.00987027,0.574,-0.00913226,0.574,-0.00884952
0.576,-0.00987027,0.576,-0.00913226,0.576,-0.00884952
0.578,-0.00987027,0.578,-0.00913226,0.578,-0.00884952
0.58,-0.00987027,0.58,-0.00913226,0.58,-0.00884952
0.582,-0.00987027,0.582,-0.00912739,0.582,-0.00884465
0.584,-0.00987027,0.584,-0.00912739,0.584,-0.00884465
0.586,-0.00987027,0.586,-0.00912739,0.586,-0.00884465
0.588,-0.00987027,0.588,-0.00912252,0.588,-0.00883978
0.59,-0.00987027,0.59,-0.00912252,0.59,-0.00883978
0.592,-0.00987027,0.592,-0.00912252,0.592,-0.00883978
0.594,-0.00987027,0.594,-0.00912739,0.594,-0.00884465
0.596,-0.00987027,0.596,-0.00912739,0.596,-0.00884465
0.598,-0.00987027,0.598,-0.00913226,0.598,-0.00884952
0.6,-0.00987027,0.6,-0.009142,0.6,-0.00885926
0.602,-0.00987027,0.602,-0.00914687,0.602,-0.00886413
0.604,-0.00987027,0.604,-0.00915661,0.604,-0.00887387
0.606,-0.00987027,0.606,-0.00916635,0.606,-0.00888361
0.608,-0.00987027,0.608,-0.00917609,0.608,-0.00889335
0.61,-0.00987027,0.61,-0.00918096,0.61,-0.00889822
0.612,-0.00987027,0.612,-0.00919071,0.612,-0.00890796
0.614,-0.00987027,0.614,-0.00920045,0.614,-0.0089177
0.616,-0.00987027,0.616,-0.00921019,0.616,-0.00892744
0.618,-0.00987027,0.618,-0.00921993,0.618,-0.00893718
0.62,-0.00987027,0.62,-0.00922967,0.62,-0.00894692
0.622,-0.00987027,0.622,-0.00923941,0.622,-0.00895667
0.624,-0.00987027,0.624,-0.00924428,0.624,-0.00896154
0.626,-0.00987027,0.626,-0.00924915,0.626,-0.00896641
0.628,-0.00987027,0.628,-0.00925402,0.628,-0.00897128
0.63,-0.00987027,0.63,-0.00925402,0.63,-0.00897128
0.632,-0.00987027,0.632,-0.00925889,0.632,-0.00897615
0.634,-0.00987027,0.634,-0.00925889,0.634,-0.00897615
0.636,-0.00987027,0.636,-0.00925889,0.636,-0.00897615
0.638,-0.00987027,0.638,-0.00926376,0.638,-0.00898102
0.64,-0.00987027,0.64,-0.00926376,0.64,-0.00898102
0.642,-0.00987027,0.642,-0.00926376,0.642,-0.00898102
0.644,-0.00987027,0.644,-0.00926376,0.644,-0.00898102
0.646,-0.00987027,0.646,-0.00926376,0.646,-0.00898102
0.648,-0.00987027,0.648,-0.00926376,0.648,-0.00898102
0.65,-0.00987027,0.65,-0.00926863,0.65,-0.00898589
0.652,-0.00987027,0.652,-0.0092735,0.652,-0.00899076
0.654,-0.00987027,0.654,-0.00927837,0.654,-0.00899563
0.656,-0.00987027,0.656,-0.00927837,0.656,-0.00899563
0.658,-0.00987027,0.658,-0.00928324,0.658,-0.0090005
0.66,-0.00987027,0.66,-0.00928811,0.66,-0.00900537
0.662,-0.00987027,0.662,-0.00929785,0.662,-0.00901511
0.664,-0.00987027,0.664,-0.00930272,0.664,-0.00901998
0.666,-0.00987027,0.666,-0.00931247,0.666,-0.00902972
0.668,-0.00987027,0.668,-0.00931734,0.668,-0.00903459
0.67,-0.00987027,0.67,-0.00931734,0.67,-0.00903459
0.672,-0.00987027,0.672,-0.00932221,0.672,-0.00903946
0.674,-0.00987027,0.674,-0.00932708,0.674,-0.00904433
0.676,-0.00987027,0.676,-0.00932708,0.676,-0.00904433
0.678,-0.00987027,0.678,-0.00932708,0.678,-0.00904433
0.68,-0.00987027,0.68,-0.00932708,0.68,-0.00904433
0.682,-0.00987027,0.682,-0.00932708,0.682,-0.00904433
0.684,-0.00987027,0.684,-0.00932221,0.684,-0.00903946
0.686,-0.00987027,0.686,-0.00932221,0.686,-0.00903946
0.688,-0.00987027,0.688,-0.00931734,0.688,-0.00903459
0.69,-0.00987027,0.69,-0.00931247,0.69,-0.00902972
0.692,-0.00987027,0.692,-0.0093076,0.692,-0.00902485
0.694,-0.00987027,0.694,-0.00929785,0.694,-0.00901511
0.696,-0.00987027,0.696,-0.00929785,0.696,-0.00901511
0.698,-0.00987027,0.698,-0.00929298,0.698,-0.00901024
0.7,-0.00987027,0.7,-0.00928811,0.7,-0.00900537
0.702,-0.00987027,0.702,-0.00928811,0.702,-0.00900537
0.704,-0.00987027,0.704,-0.00928324,0.704,-0.0090005
0.706,-0.00987027,0.706,-0.00928324,0.706,-0.0090005
0.708,-0.00987027,0.708,-0.00928324,0.708,-0.0090005
0.71,-0.00987027,0.71,-0.00928324,0.71,-0.0090005
0.712,-0.00987027,0.712,-0.00928324,0.712,-0.0090005
0.714,-0.00987027,0.714,-0.00928324,0.714,-0.0090005
0.716,-0.00987027,0.716,-0.00928324,0.716,-0.0090005
0.718,-0.00987027,0.718,-0.00928811,0.718,-0.00900537
0.72,-0.00987027,0.72,-0.00928811,0.72,-0.00900537
0.722,-0.00987027,0.722,-0.00928811,0.722,-0.00900537
0.724,-0.00987027,0.724,-0.00929298,0.724,-0.00901024
0.726,-0.00987027,0.726,-0.00929298,0.726,-0.00901024
0.728,-0.00987027,0.728,-0.00929298,0.728,-0.00901024
0.73,-0.00987027,0.73,-0.00929298,0.73,-0.00901024
0.732,-0.00987027,0.732,-0.00929298,0.732,-0.00901024
0.734,-0.00987027,0.734,-0.00928811,0.734,-0.00900537
0.736,-0.00987027,0.736,-0.00928324,0.736,-0.0090005
0.738,-0.00987027,0.738,-0.00928324,0.738,-0.0090005
0.74,-0.00987027,0.74,-0.00927837,0.74,-0.00899563
0.742,-0.00987027,0.742,-0.00927837,0.742,-0.00899563
0.744,-0.00987027,0.744,-0.0092735,0.744,-0.00899076
0.746,-0.00987027,0.746,-0.0092735,0.746,-0.00899076
0.748,-0.00987027,0.748,-0.00926863,0.748,-0.00898589
0.75,-0.00987027,0.75,-0.00926863,0.75,-0.00898589
0.752,-0.00987027,0.752,-0.00926376,0.752,-0.00898102
0.754,-0.00987027,0.754,-0.00926376,0.754,-0.00898102
0.756,-0.00987027,0.756,-0.00926376,0.756,-0.00898102
0.758,-0.00987027,0.758,-0.00926376,0.758,-0.00898102
0.76,-0.00987027,0.76,-0.00926863,0.76,-0.00898589
0.762,-0.00987027,0.762,-0.00926863,0.762,-0.00898589
0.764,-0.00987027,0.764,-0.0092735,0.764,-0.00899076
0.766,-0.00987027,0.766,-0.0092735,0.766,-0.00899076
0.768,-0.00987027,0.768,-0.00927837,0.768,-0.00899563
0.77,-0.00987027,0.77,-0.00928324,0.77,-0.0090005
0.772,-0.00987027,0.772,-0.00928324,0.772,-0.0090005
0.774,-0.00987027,0.774,-0.00928811,0.774,-0.00900537
0.776,-0.00987027,0.776,-0.00928811,0.776,-0.00900537
0.778,-0.00987027,0.778,-0.00929298,0.778,-0.00901024
0.78,-0.00987027,0.78,-0.00929298,0.78,-0.00901024
0.782,-0.00987027,0.782,-0.00929298,0.782,-0.00901024
0.784,-0.00987027,0.784,-0.00929298,0.784,-0.00901024
0.786,-0.00987027,0.786,-0.00929298,0.786,-0.00901024
0.788,-0.00987027,0.788,-0.00929298,0.788,-0.00901024
0.79,-0.00987027,0.79,-0.00928811,0.79,-0.00900537
0.792,-0.00987027,0.792,-0.00928811,0.792,-0.00900537
0.794,-0.00987027,0.794,-0.00928811,0.794,-0.00900537
0.796,-0.00987027,0.796,-0.00928324,0.796,-0.0090005
0.798,-0.00987027,0.798,-0.00928324,0.798,-0.0090005
0.8,-0.00987027,0.8,-0.00927837,0.8,-0.00899563
0.802,-0.00987027,0.802,-0.00927837,0.802,-0.00899563
0.804,-0.00987027,0.804,-0.0092735,0.804,-0.00899076
0.806,-0.00987027,0.806,-0.0092735,0.806,-0.00899076
0.808,-0.00987027,0.808,-0.0092735,0.808,-0.00899076
0.81,-0.00987027,0.81,-0.0092735,0.81,-0.00899076
0.812,-0.00987027,0.812,-0.0092735,0.812,-0.00899076
0.814,-0.00987027,0.814,-0.0092735,0.814,-0.00899076
0.816,-0.00987027,0.816,-0.00927837,0.816,-0.00899563
0.818,-0.00987027,0.818,-0.00927837,0.818,-0.00899563
0.82,-0.00987027,0.82,-0.00927837,0.82,-0.00899563
0.822,-0.00987027,0.822,-0.00928324,0.822,-0.0090005
0.824,-0.00987027,0.824,-0.00928324,0.824,-0.0090005
0.826,-0.00987027,0.826,-0.00928324,0.826,-0.0090005
0.828,-0.00987027,0.828,-0.00928811,0.828,-0.00900537
0.83,-0.00987027,0.83,-0.00928811,0.83,-0.00900537
0.832,-0.00987027,0.832,-0.00928811,0.832,-0.00900537
0.834,-0.00987027,0.834,-0.00928811,0.834,-0.00900537
0.836,-0.00987027,0.836,-0.00928811,0.836,-0.00900537
