"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Top Plate, Vehicle Body (m)","Amplitude - Top Plate, Vehicle Body (m)","Time - Middle Plate, VehicleTire (m)","Amplitude - Middle Plate, VehicleTire (m)"
0.112,-0.00971866,0.112,-0.00607031,0.112,-0.00975541
0.114,-0.00973404,0.114,-0.00636957,0.114,-0.00982847
0.116,-0.00974942,0.116,-0.00671139,0.116,-0.00990639
0.118,-0.0097648,0.118,-0.00705321,0.118,-0.00998432
0.12,-0.00977579,0.12,-0.00738497,0.12,-0.0100428
0.122,-0.00978897,0.122,-0.00774077,0.122,-0.0101158
0.124,-0.00979776,0.124,-0.008106,0.124,-0.0101889
0.126,-0.00980435,0.126,-0.00845206,0.126,-0.0102522
0.128,-0.00980875,0.128,-0.0087978,0.128,-0.0103058
0.13,-0.00981094,0.13,-0.00912956,0.13,-0.0103642
0.132,-0.00981314,0.132,-0.00945677,0.132,-0.0104275
0.134,-0.00981534,0.134,-0.00979828,0.134,-0.0104957
0.136,-0.00981754,0.136,-0.0101112,0.136,-0.0105542
0.138,-0.00981754,0.138,-0.010429,0.138,-0.0106175
0.14,-0.00981973,0.14,-0.0107279,0.14,-0.0106808
0.142,-0.00981973,0.142,-0.0110174,0.142,-0.0107441
0.144,-0.00982193,0.144,-0.0113024,0.144,-0.0108123
0.146,-0.00982193,0.146,-0.0115587,0.146,-0.0108707
0.148,-0.00982413,0.148,-0.0118008,0.148,-0.0109243
0.15,-0.00982413,0.15,-0.0120338,0.15,-0.0109876
0.152,-0.00982633,0.152,-0.0122576,0.152,-0.0110607
0.154,-0.00982633,0.154,-0.0124581,0.154,-0.0111386
0.156,-0.00982852,0.156,-0.0126251,0.156,-0.0112019
0.158,-0.00983072,0.158,-0.0127732,0.158,-0.0112652
0.16,-0.00983292,0.16,-0.0129025,0.16,-0.0113286
0.162,-0.00983511,0.162,-0.0130084,0.162,-0.0113967
0.164,-0.00983731,0.164,-0.0131146,0.164,-0.0114747
0.166,-0.00984171,0.166,-0.0132211,0.166,-0.0115623
0.168,-0.0098439,0.168,-0.0133182,0.168,-0.01165
0.17,-0.0098505,0.17,-0.0134107,0.17,-0.0117425
0.172,-0.00985269,0.172,-0.0134984,0.172,-0.0118302
0.174,-0.00985709,0.174,-0.0135861,0.174,-0.0119179
0.176,-0.00986148,0.176,-0.0136737,0.176,-0.0120055
0.178,-0.00986588,0.178,-0.0137614,0.178,-0.0120932
0.18,-0.00987027,0.18,-0.0138539,0.18,-0.0121857
0.182,-0.00987247,0.182,-0.0139367,0.182,-0.0122685
0.184,-0.00987467,0.184,-0.014,0.184,-0.0123319
0.186,-0.00987467,0.186,-0.0140536,0.186,-0.0123854
0.188,-0.00987686,0.188,-0.0140926,0.188,-0.0124244
0.19,-0.00987686,0.19,-0.0141312,0.19,-0.0124536
0.192,-0.00987906,0.192,-0.0141553,0.192,-0.0124682
0.194,-0.00987906,0.194,-0.014179,0.194,-0.0124731
0.196,-0.00987906,0.196,-0.0141975,0.196,-0.0124634
0.198,-0.00987906,0.198,-0.0142014,0.198,-0.012439
0.2,-0.00988126,0.2,-0.0142002,0.2,-0.0124
0.202,-0.00988126,0.202,-0.0141937,0.202,-0.0123465
0.204,-0.00988126,0.204,-0.0141681,0.204,-0.0122831
0.206,-0.00988126,0.206,-0.0141324,0.206,-0.0122004
0.208,-0.00988126,0.208,-0.0140822,0.208,-0.0121029
0.21,-0.00988126,0.21,-0.014027,0.21,-0.0120007
0.212,-0.00988346,0.212,-0.0139813,0.212,-0.0118984
0.214,-0.00988346,0.214,-0.0139209,0.214,-0.0117815
0.216,-0.00988346,0.216,-0.0138512,0.216,-0.0116646
0.218,-0.00988346,0.218,-0.0137957,0.218,-0.0115526
0.22,-0.00988346,0.22,-0.0137354,0.22,-0.0114357
0.222,-0.00988565,0.222,-0.013675,0.222,-0.0113188
0.224,-0.00988565,0.224,-0.0136101,0.224,-0.0112068
0.226,-0.00988565,0.226,-0.0135501,0.226,-0.0110996
0.228,-0.00988565,0.228,-0.0134901,0.228,-0.0109925
0.23,-0.00988565,0.23,-0.0134063,0.23,-0.0108805
0.232,-0.00988565,0.232,-0.0133226,0.232,-0.0107685
0.234,-0.00988565,0.234,-0.0132249,0.234,-0.0106613
0.236,-0.00988565,0.236,-0.0131226,0.236,-0.010559
0.238,-0.00988565,0.238,-0.0130203,0.238,-0.0104567
0.24,-0.00988565,0.24,-0.0129229,0.24,-0.0103593
0.242,-0.00988565,0.242,-0.0128255,0.242,-0.0102619
0.244,-0.00988565,0.244,-0.0127183,0.244,-0.0101548
0.246,-0.00988565,0.246,-0.0126066,0.246,-0.0100525
0.248,-0.00988565,0.248,-0.0124758,0.248,-0.00994049
0.25,-0.00988565,0.25,-0.0123351,0.25,-0.00981873
0.252,-0.00988565,0.252,-0.0121806,0.252,-0.00970184
0.254,-0.00988565,0.254,-0.0120211,0.254,-0.00958008
0.256,-0.00988565,0.256,-0.0118616,0.256,-0.00945832
0.258,-0.00988565,0.258,-0.0116976,0.258,-0.00934143
0.26,-0.00988565,0.26,-0.0115385,0.26,-0.00922941
0.262,-0.00988565,0.262,-0.011365,0.262,-0.00911252
0.264,-0.00988565,0.264,-0.0111867,0.264,-0.00899076
0.266,-0.00988565,0.266,-0.0109993,0.266,-0.00887874
0.268,-0.00988565,0.268,-0.0108311,0.268,-0.00877646
0.27,-0.00988565,0.27,-0.0106488,0.27,-0.00867905
0.272,-0.00988565,0.272,-0.0104715,0.272,-0.00858652
0.274,-0.00988565,0.274,-0.0103039,0.274,-0.00850372
0.276,-0.00988565,0.276,-0.0101317,0.276,-0.00842579
0.278,-0.00988565,0.278,-0.00995495,0.278,-0.00835274
0.28,-0.00988565,0.28,-0.00978341,0.28,-0.00829429
0.282,-0.00988565,0.282,-0.00963103,0.282,-0.00824559
0.284,-0.00988565,0.284,-0.00946923,0.284,-0.00819688
0.286,-0.00988565,0.286,-0.00932204,0.286,-0.00816279
0.288,-0.00988565,0.288,-0.00917485,0.288,-0.0081287
0.29,-0.00988565,0.29,-0.00902311,0.29,-0.00809948
0.292,-0.00988565,0.292,-0.00886194,0.292,-0.00807025
0.294,-0.00988785,0.294,-0.00872449,0.294,-0.0080459
0.296,-0.00988785,0.296,-0.00858248,0.296,-0.00802642
0.298,-0.00988785,0.298,-0.0084499,0.298,-0.00800694
0.3,-0.00988785,0.3,-0.00831732,0.3,-0.00798746
0.302,-0.00988785,0.302,-0.00817987,0.302,-0.0079631
0.304,-0.00988785,0.304,-0.00803755,0.304,-0.00793388
0.306,-0.00988785,0.306,-0.00790466,0.306,-0.00790466
0.308,-0.00988785,0.308,-0.00776689,0.308,-0.00787057
0.31,-0.00988785,0.31,-0.00762913,0.31,-0.00783647
0.312,-0.00988785,0.312,-0.00750566,0.312,-0.00780725
0.314,-0.00988785,0.314,-0.00738674,0.314,-0.00777316
0.316,-0.00988785,0.316,-0.00727238,0.316,-0.0077342
0.318,-0.00988785,0.318,-0.00714859,0.318,-0.00769523
0.32,-0.00988785,0.32,-0.00704366,0.32,-0.00765627
0.322,-0.00988785,0.322,-0.00693872,0.322,-0.00761731
0.324,-0.00988785,0.324,-0.00683378,0.324,-0.00757834
0.326,-0.00988785,0.326,-0.00674801,0.326,-0.00754912
0.328,-0.00988785,0.328,-0.00667654,0.328,-0.00752477
0.33,-0.00988785,0.33,-0.00660506,0.33,-0.00750042
0.332,-0.00988785,0.332,-0.00653358,0.332,-0.00747606
0.334,-0.00988785,0.334,-0.00648127,0.334,-0.00746145
0.336,-0.00988785,0.336,-0.00643839,0.336,-0.00744684
0.338,-0.00988785,0.338,-0.00640037,0.338,-0.0074371
0.34,-0.00988785,0.34,-0.00636723,0.34,-0.00743223
0.342,-0.00988785,0.342,-0.00633895,0.342,-0.00743223
0.344,-0.00988785,0.344,-0.0063201,0.344,-0.00743223
0.346,-0.00988785,0.346,-0.00630612,0.346,-0.0074371
0.348,-0.00988785,0.348,-0.00629215,0.348,-0.00744197
0.35,-0.00988785,0.35,-0.00628759,0.35,-0.00744684
0.352,-0.00988785,0.352,-0.00628791,0.352,-0.00745658
0.354,-0.00988785,0.354,-0.00628335,0.354,-0.00746145
0.356,-0.00988785,0.356,-0.00628367,0.356,-0.00747119
0.358,-0.00988785,0.358,-0.00629341,0.358,-0.00748093
0.36,-0.00988785,0.36,-0.00629828,0.36,-0.0074858
0.362,-0.00988785,0.362,-0.00629373,0.362,-0.00749068
0.364,-0.00988785,0.364,-0.0062986,0.364,-0.00749555
0.366,-0.00988785,0.366,-0.00630347,0.366,-0.00750042
0.368,-0.00988785,0.368,-0.00631321,0.368,-0.00751016
0.37,-0.00988785,0.37,-0.00632295,0.37,-0.0075199
0.372,-0.00988785,0.372,-0.00633756,0.372,-0.00753451
0.374,-0.00988785,0.374,-0.0063473,0.374,-0.00754425
0.376,-0.00988785,0.376,-0.00636678,0.376,-0.00756373
0.378,-0.00988785,0.378,-0.00638626,0.378,-0.00758321
0.38,-0.00988785,0.38,-0.00641549,0.38,-0.00761244
0.382,-0.00988785,0.382,-0.00644958,0.382,-0.00764653
0.384,-0.00988785,0.384,-0.00648854,0.384,-0.00768549
0.386,-0.00988785,0.386,-0.00653238,0.386,-0.00772932
0.388,-0.00988785,0.388,-0.00658108,0.388,-0.00777803
0.39,-0.00988785,0.39,-0.00663952,0.39,-0.00783647
0.392,-0.00988785,0.392,-0.00669797,0.392,-0.00789492
0.394,-0.00988785,0.394,-0.00676128,0.394,-0.00795823
0.396,-0.00988785,0.396,-0.0068246,0.396,-0.00802155
0.398,-0.00988785,0.398,-0.00689278,0.398,-0.00808973
0.4,-0.00988785,0.4,-0.00696097,0.4,-0.00815792
0.402,-0.00988785,0.402,-0.00703403,0.402,-0.00823098
0.404,-0.00988785,0.404,-0.00710221,0.404,-0.00829916
0.406,-0.00988785,0.406,-0.00716553,0.406,-0.00836248
0.408,-0.00988785,0.408,-0.00723371,0.408,-0.00843066
0.41,-0.00988785,0.41,-0.0073019,0.41,-0.00849885
0.412,-0.00988785,0.412,-0.00736034,0.412,-0.00855729
0.414,-0.00988785,0.414,-0.00741879,0.414,-0.00861574
0.416,-0.00988785,0.416,-0.00747236,0.416,-0.00866931
0.418,-0.00988785,0.418,-0.00754023,0.418,-0.00872776
0.42,-0.00988785,0.42,-0.00759836,0.42,-0.00877646
0.422,-0.00988785,0.422,-0.00768021,0.422,-0.00883004
0.424,-0.00988785,0.424,-0.00775719,0.424,-0.00887874
0.426,-0.00988785,0.426,-0.00783904,0.426,-0.00893231
0.428,-0.00988785,0.428,-0.00792544,0.428,-0.00898102
0.43,-0.00988785,0.43,-0.00800242,0.43,-0.00902972
0.432,-0.00988785,0.432,-0.0080794,0.432,-0.00907843
0.434,-0.00988785,0.434,-0.00815606,0.434,-0.00911739
0.436,-0.00988785,0.436,-0.00823304,0.436,-0.00916609
0.438,-0.00988785,0.438,-0.00831457,0.438,-0.00920993
0.44,-0.00988785,0.44,-0.00840097,0.44,-0.00925863
0.442,-0.00988785,0.442,-0.00848738,0.442,-0.00930733
0.444,-0.00988785,0.444,-0.00857833,0.444,-0.00935117
0.446,-0.00988785,0.446,-0.00867416,0.446,-0.00939987
0.448,-0.00988785,0.448,-0.00876512,0.448,-0.00944371
0.45,-0.00988785,0.45,-0.00885608,0.45,-0.00948754
0.452,-0.00988785,0.452,-0.00894216,0.452,-0.0095265
0.454,-0.00988785,0.454,-0.00902825,0.454,-0.00956547
0.456,-0.00988785,0.456,-0.00911434,0.456,-0.00960443
0.458,-0.00988785,0.458,-0.00920498,0.458,-0.00963852
0.46,-0.00988785,0.46,-0.0092862,0.46,-0.00967261
0.462,-0.00988785,0.462,-0.00937197,0.462,-0.00970184
0.464,-0.00988785,0.464,-0.009448,0.464,-0.00972132
0.466,-0.00988785,0.466,-0.00952403,0.466,-0.0097408
0.468,-0.00988785,0.468,-0.00958576,0.468,-0.00975541
0.47,-0.00988785,0.47,-0.00965692,0.47,-0.00977002
0.472,-0.00988785,0.472,-0.00970892,0.472,-0.00977489
0.474,-0.00988785,0.474,-0.00977034,0.474,-0.00977976
0.476,-0.00988785,0.476,-0.00982233,0.476,-0.00978463
0.478,-0.00988785,0.478,-0.00986946,0.478,-0.00978463
0.48,-0.00988785,0.48,-0.00991658,0.48,-0.00978463
0.482,-0.00988785,0.482,-0.00995883,0.482,-0.00977976
0.484,-0.00988785,0.484,-0.0100011,0.484,-0.00977489
0.486,-0.00988785,0.486,-0.0100388,0.486,-0.00977489
0.488,-0.00988785,0.488,-0.010081,0.488,-0.00977002
0.49,-0.00988785,0.49,-0.0101187,0.49,-0.00977002
0.492,-0.00988785,0.492,-0.010147,0.492,-0.00977002
0.494,-0.00988785,0.494,-0.0101847,0.494,-0.00977002
0.496,-0.00988785,0.496,-0.0102179,0.496,-0.00977489
0.498,-0.00988785,0.498,-0.0102367,0.498,-0.00977489
0.5,-0.00988785,0.5,-0.0102699,0.5,-0.00977976
0.502,-0.00988785,0.502,-0.0102887,0.502,-0.00977976
0.504,-0.00988785,0.504,-0.0103079,0.504,-0.0097895
0.506,-0.00988785,0.506,-0.0103267,0.506,-0.0097895
0.508,-0.00988785,0.508,-0.010341,0.508,-0.00979437
0.51,-0.00988785,0.51,-0.0103504,0.51,-0.00979437
0.512,-0.00988785,0.512,-0.0103599,0.512,-0.00979437
0.514,-0.00988785,0.514,-0.0103693,0.514,-0.00979437
0.516,-0.00988785,0.516,-0.0103738,0.516,-0.0097895
0.518,-0.00988785,0.518,-0.0103784,0.518,-0.00978463
0.52,-0.00988785,0.52,-0.0103687,0.52,-0.00977489
0.522,-0.00988785,0.522,-0.0103638,0.522,-0.00977002
0.524,-0.00988785,0.524,-0.0103492,0.524,-0.00975541
0.526,-0.00988785,0.526,-0.0103394,0.526,-0.00974567
0.528,-0.00988785,0.528,-0.01032,0.528,-0.00972619
0.53,-0.00988785,0.53,-0.0103053,0.53,-0.00971158
0.532,-0.00988785,0.532,-0.0102859,0.532,-0.0096921
0.534,-0.00988785,0.534,-0.0102712,0.534,-0.00967748
0.536,-0.00988785,0.536,-0.0102566,0.536,-0.00966287
0.538,-0.00988785,0.538,-0.0102372,0.538,-0.00964339
0.54,-0.00988785,0.54,-0.0102128,0.54,-0.00961904
0.542,-0.00988785,0.542,-0.0101933,0.542,-0.00959956
0.544,-0.00988785,0.544,-0.0101738,0.544,-0.00958008
0.546,-0.00988785,0.546,-0.0101495,0.546,-0.00955572
0.548,-0.00988785,0.548,-0.01013,0.548,-0.00953624
0.55,-0.00988785,0.55,-0.0101105,0.55,-0.00951676
0.552,-0.00988785,0.552,-0.0100862,0.552,-0.00949241
0.554,-0.00988785,0.554,-0.0100618,0.554,-0.00946806
0.556,-0.00988785,0.556,-0.0100375,0.556,-0.00944371
0.558,-0.00988785,0.558,-0.0100131,0.558,-0.00941935
0.56,-0.00988785,0.56,-0.00998876,0.56,-0.009395
0.562,-0.00988785,0.562,-0.00995954,0.562,-0.00936578
0.564,-0.00988785,0.564,-0.00993519,0.564,-0.00934143
0.566,-0.00988785,0.566,-0.00990597,0.566,-0.0093122
0.568,-0.00988785,0.568,-0.00987674,0.568,-0.00928298
0.57,-0.00988785,0.57,-0.00984752,0.57,-0.00925376
0.572,-0.00988785,0.572,-0.00981343,0.572,-0.00921967
0.574,-0.00988785,0.574,-0.00977934,0.574,-0.00918557
0.576,-0.00988785,0.576,-0.00974524,0.576,-0.00915148
0.578,-0.00988785,0.578,-0.00971602,0.578,-0.00912226
0.58,-0.00988785,0.58,-0.00968193,0.58,-0.00908817
0.582,-0.00988785,0.582,-0.00964784,0.582,-0.00905407
0.584,-0.00988785,0.584,-0.00960887,0.584,-0.00901511
0.586,-0.00988785,0.586,-0.00957478,0.586,-0.00898102
0.588,-0.00988785,0.588,-0.00954069,0.588,-0.00894692
0.59,-0.00988785,0.59,-0.00949717,0.59,-0.00891283
0.592,-0.00988785,0.592,-0.00946795,0.592,-0.00888361
0.594,-0.00988785,0.594,-0.00941988,0.594,-0.00885439
0.596,-0.00988785,0.596,-0.0093861,0.596,-0.00883004
0.598,-0.00988785,0.598,-0.00935232,0.598,-0.00880568
0.6,-0.00988785,0.6,-0.00931854,0.6,-0.00878133
0.602,-0.00988785,0.602,-0.00928964,0.602,-0.00876185
0.604,-0.00988785,0.604,-0.00925131,0.604,-0.00874237
0.606,-0.00988785,0.606,-0.00922272,0.606,-0.00873263
0.608,-0.00988785,0.608,-0.00919868,0.608,-0.00871802
0.61,-0.00988785,0.61,-0.00917496,0.61,-0.00871315
0.612,-0.00988785,0.612,-0.00914637,0.612,-0.0087034
0.614,-0.00988785,0.614,-0.00912752,0.614,-0.0087034
0.616,-0.00988785,0.616,-0.00909438,0.616,-0.00869853
0.618,-0.00988785,0.618,-0.00907553,0.618,-0.00869853
0.62,-0.00988785,0.62,-0.00904725,0.62,-0.00869853
0.622,-0.00988785,0.622,-0.0090284,0.622,-0.00869853
0.624,-0.00988785,0.624,-0.00900013,0.624,-0.00869853
0.626,-0.00988785,0.626,-0.00898128,0.626,-0.00869853
0.628,-0.00988785,0.628,-0.00895787,0.628,-0.0087034
0.63,-0.00988785,0.63,-0.00893902,0.63,-0.0087034
0.632,-0.00988785,0.632,-0.00891562,0.632,-0.00870828
0.634,-0.00988785,0.634,-0.00889677,0.634,-0.00870828
0.636,-0.00988785,0.636,-0.0088685,0.636,-0.00870828
0.638,-0.00988785,0.638,-0.00885452,0.638,-0.00871315
0.64,-0.00988785,0.64,-0.00883567,0.64,-0.00871315
0.642,-0.00988785,0.642,-0.00881682,0.642,-0.00871315
0.644,-0.00988785,0.644,-0.00880284,0.644,-0.00871802
0.646,-0.00988785,0.646,-0.00878399,0.646,-0.00871802
0.648,-0.00988785,0.648,-0.00877001,0.648,-0.00872289
0.65,-0.00988785,0.65,-0.00876546,0.65,-0.00872776
0.652,-0.00988785,0.652,-0.0087609,0.652,-0.00873263
0.654,-0.00988785,0.654,-0.00874692,0.654,-0.0087375
0.656,-0.00988785,0.656,-0.0087375,0.656,-0.0087375
0.658,-0.00988785,0.658,-0.00874724,0.658,-0.00874724
0.66,-0.00988785,0.66,-0.00874268,0.66,-0.00875211
0.662,-0.00988785,0.662,-0.00874755,0.662,-0.00875698
0.664,-0.00988785,0.664,-0.00875242,0.664,-0.00876185
0.666,-0.00988785,0.666,-0.0087573,0.666,-0.00876672
0.668,-0.00988785,0.668,-0.00876217,0.668,-0.00877159
0.67,-0.00988785,0.67,-0.00876704,0.67,-0.00877646
0.672,-0.00988785,0.672,-0.00876704,0.672,-0.00877646
0.674,-0.00988785,0.674,-0.00876704,0.674,-0.00877646
0.676,-0.00988785,0.676,-0.00877191,0.676,-0.00878133
0.678,-0.00988785,0.678,-0.00877191,0.678,-0.00878133
0.68,-0.00988785,0.68,-0.00877678,0.68,-0.0087862
0.682,-0.00988785,0.682,-0.00877678,0.682,-0.0087862
0.684,-0.00988785,0.684,-0.00877678,0.684,-0.0087862
0.686,-0.00988785,0.686,-0.00878165,0.686,-0.00879107
0.688,-0.00988785,0.688,-0.00878165,0.688,-0.00879107
0.69,-0.00988785,0.69,-0.00878652,0.69,-0.00879594
0.692,-0.00988785,0.692,-0.00878652,0.692,-0.00879594
0.694,-0.00988785,0.694,-0.00879139,0.694,-0.00880081
0.696,-0.00988785,0.696,-0.00879626,0.696,-0.00880568
0.698,-0.00988785,0.698,-0.00880113,0.698,-0.00881055
0.7,-0.00988785,0.7,-0.008806,0.7,-0.00881542
0.702,-0.00988785,0.702,-0.00881574,0.702,-0.00882516
0.704,-0.00988785,0.704,-0.00882061,0.704,-0.00883004
0.706,-0.00988785,0.706,-0.00882548,0.706,-0.00883491
0.708,-0.00988785,0.708,-0.00883522,0.708,-0.00884465
0.71,-0.00988785,0.71,-0.00884009,0.71,-0.00884952
0.712,-0.00988785,0.712,-0.00884983,0.712,-0.00885926
0.714,-0.00988785,0.714,-0.0088547,0.714,-0.00886413
0.716,-0.00988785,0.716,-0.00886444,0.716,-0.00887387
0.718,-0.00988785,0.718,-0.00887418,0.718,-0.00888361
0.72,-0.00988785,0.72,-0.00888393,0.72,-0.00889335
0.722,-0.00988785,0.722,-0.00889367,0.722,-0.00890309
0.724,-0.00988785,0.724,-0.00890341,0.724,-0.00891283
0.726,-0.00988785,0.726,-0.00891315,0.726,-0.00892257
0.728,-0.00988785,0.728,-0.00892289,0.728,-0.00893231
0.73,-0.00988785,0.73,-0.00893263,0.73,-0.00894205
0.732,-0.00988785,0.732,-0.00894237,0.732,-0.0089518
0.734,-0.00988785,0.734,-0.00895211,0.734,-0.00896154
0.736,-0.00988785,0.736,-0.00896185,0.736,-0.00897128
0.738,-0.00988785,0.738,-0.00896672,0.738,-0.00897615
0.74,-0.00988785,0.74,-0.00897646,0.74,-0.00898589
0.742,-0.00988785,0.742,-0.00898133,0.742,-0.00899076
0.744,-0.00988785,0.744,-0.0089862,0.744,-0.00899563
0.746,-0.00988785,0.746,-0.00899107,0.746,-0.0090005
0.748,-0.00988785,0.748,-0.00899594,0.748,-0.00900537
0.75,-0.00988785,0.75,-0.00900082,0.75,-0.00901024
0.752,-0.00988785,0.752,-0.00900569,0.752,-0.00901511
0.754,-0.00988785,0.754,-0.00901056,0.754,-0.00901998
0.756,-0.00988785,0.756,-0.00901543,0.756,-0.00902485
0.758,-0.00988785,0.758,-0.0090203,0.758,-0.00902972
0.76,-0.00988785,0.76,-0.00902517,0.76,-0.00903459
0.762,-0.00988785,0.762,-0.00903004,0.762,-0.00903946
0.764,-0.00988785,0.764,-0.00903491,0.764,-0.00904433
0.766,-0.00988785,0.766,-0.00903978,0.766,-0.0090492
0.768,-0.00988785,0.768,-0.00904465,0.768,-0.00905407
0.77,-0.00988785,0.77,-0.00905439,0.77,-0.00906381
0.772,-0.00988785,0.772,-0.00905926,0.772,-0.00906868
0.774,-0.00988785,0.774,-0.00906413,0.774,-0.00907356
0.776,-0.00988785,0.776,-0.009069,0.776,-0.00907843
0.778,-0.00988785,0.778,-0.00907387,0.778,-0.0090833
0.78,-0.00988785,0.78,-0.00907874,0.78,-0.00908817
0.782,-0.00988785,0.782,-0.00907874,0.782,-0.00908817
0.784,-0.00988785,0.784,-0.00907874,0.784,-0.00908817
0.786,-0.00988785,0.786,-0.00908361,0.786,-0.00909304
0.788,-0.00988785,0.788,-0.00908361,0.788,-0.00909304
0.79,-0.00988785,0.79,-0.00908361,0.79,-0.00909304
0.792,-0.00988785,0.792,-0.00907874,0.792,-0.00908817
0.794,-0.00988785,0.794,-0.00907874,0.794,-0.00908817
0.796,-0.00988785,0.796,-0.00907387,0.796,-0.0090833
0.798,-0.00988785,0.798,-0.009069,0.798,-0.00907843
0.8,-0.00988785,0.8,-0.009069,0.8,-0.00907843
0.802,-0.00988785,0.802,-0.00906413,0.802,-0.00907356
0.804,-0.00988785,0.804,-0.00905926,0.804,-0.00906868
0.806,-0.00988785,0.806,-0.00905926,0.806,-0.00906868
0.808,-0.00988785,0.808,-0.00905439,0.808,-0.00906381
0.81,-0.00988785,0.81,-0.00905439,0.81,-0.00906381
0.812,-0.00988785,0.812,-0.00904952,0.812,-0.00905894
0.814,-0.00988785,0.814,-0.00904952,0.814,-0.00905894
0.816,-0.00988785,0.816,-0.00904952,0.816,-0.00905894
0.818,-0.00988785,0.818,-0.00904952,0.818,-0.00905894
0.82,-0.00988785,0.82,-0.00904465,0.82,-0.00905407
0.822,-0.00988785,0.822,-0.00904465,0.822,-0.00905407
0.824,-0.00988785,0.824,-0.00904465,0.824,-0.00905407
0.826,-0.00988785,0.826,-0.00904465,0.826,-0.00905407
0.828,-0.00988785,0.828,-0.00904465,0.828,-0.00905407
0.83,-0.00988785,0.83,-0.00904465,0.83,-0.00905407
0.832,-0.00988785,0.832,-0.00904465,0.832,-0.00905407
0.834,-0.00988785,0.834,-0.00904465,0.834,-0.00905407
0.836,-0.00988785,0.836,-0.00904465,0.836,-0.00905407
0.838,-0.00988785,0.838,-0.00903978,0.838,-0.0090492
