Time - Measured (m/s^2),Amplitude - Measured (m/s^2)
0,-9.52E-05
0,-9.50E-05
0,-0.00011872
0,-0.000118483
0,-0.000118246
0,-0.000112028
0,-0.000111804
0,-9.96E-05
0,-9.94E-05
0,-9.92E-05
0,-9.90E-05
0,-9.88E-05
0,-9.86E-05
0,-9.24E-05
0,-9.82E-05
0,-9.80E-05
0,-9.79E-05
0,-9.17E-05
0,-0.000103453
0,-0.000103246
0,-9.11E-05
0,-9.09E-05
0,-9.07E-05
0,-9.05E-05
0,-9.04E-05
0,-9.02E-05
0,-8.40E-05
0,-7.79E-05
0,-7.77E-05
0,-8.35E-05
0,-8.34E-05
0,-8.32E-05
0,-7.70E-05
0,-7.69E-05
0,-7.67E-05
0,-7.66E-05
0,-7.64E-05
0,-7.63E-05
0,-7.61E-05
0,-7.60E-05
0,-7.58E-05
0,-7.57E-05
0,-6.95E-05
0,-6.94E-05
0,-6.33E-05
0,-6.32E-05
0,-6.30E-05
0,-6.29E-05
0,-6.28E-05
0,-6.26E-05
0,-6.25E-05
0,-5.64E-05
0,-5.63E-05
0,-5.62E-05
0,-5.01E-05
0,-4.40E-05
0,-4.39E-05
0,-4.38E-05
0,-4.38E-05
0,-4.37E-05
0,-4.36E-05
0,-4.35E-05
0,-4.34E-05
0,-4.33E-05
0,-4.32E-05
0,-4.91E-05
0,-5.50E-05
0,-5.49E-05
0,-5.48E-05
0,-6.07E-05
0,-6.05E-05
0,-6.04E-05
0,-5.43E-05
0,-5.42E-05
0,-5.41E-05
0,-5.40E-05
0,-5.39E-05
0,-5.38E-05
0,-5.96E-05
0,-6.55E-05
0,-6.54E-05
0,-5.93E-05
0,-5.91E-05
0,-5.90E-05
0,-5.89E-05
0,-5.88E-05
0,-5.87E-05
0,-5.86E-05
0,-5.84E-05
0,-5.23E-05
0,-5.22E-05
0,-4.62E-05
0,-4.61E-05
0,-5.20E-05
0,-5.18E-05
0,-4.58E-05
0,-4.57E-05
0,-4.56E-05
0,-5.15E-05
0,-4.54E-05
0,-4.53E-05
0,-4.52E-05
0,-4.51E-05
0,-5.70E-05
0,-5.09E-05
0,-5.08E-05
0,-4.47E-05
0,-5.06E-05
0,-4.45E-05
0,-4.44E-05
0,-3.84E-05
0,-3.83E-05
0,-3.82E-05
0,-3.81E-05
1,-3.21E-05
1,-3.20E-05
1,-3.19E-05
1,-3.19E-05
1,-3.18E-05
1,-3.17E-05
1,-1.97E-05
1,-2.57E-05
1,-2.56E-05
1,-3.15E-05
1,-3.15E-05
1,-3.14E-05
1,-2.54E-05
1,-2.53E-05
1,-1.93E-05
1,-1.93E-05
1,-2.52E-05
1,-1.92E-05
1,-1.91E-05
1,-1.91E-05
1,-1.90E-05
1,-1.90E-05
1,-1.30E-05
1,-6.98E-06
1,-6.97E-06
1,-6.96E-06
1,-6.94E-06
1,-9.46E-07
1,-9.44E-07
1,-6.92E-06
1,-9.28E-07
1,5.06E-06
1,5.05E-06
1,-9.47E-07
1,-9.45E-07
1,-6.92E-06
1,-6.91E-06
1,-6.90E-06
1,-6.88E-06
1,-1.29E-05
1,-1.28E-05
1,-6.82E-06
1,-8.23E-07
1,-8.21E-07
1,-6.80E-06
1,-6.79E-06
1,-6.77E-06
1,-6.76E-06
1,-6.75E-06
1,-6.73E-06
1,-7.38E-07
1,-7.37E-07
1,-7.35E-07
1,-6.72E-06
1,-6.70E-06
1,-7.07E-07
1,-7.05E-07
1,-7.04E-07
1,5.28E-06
1,5.27E-06
1,5.26E-06
1,5.25E-06
1,-7.45E-07
1,-7.43E-07
1,-7.42E-07
1,-7.40E-07
1,-7.39E-07
1,-7.37E-07
1,-7.36E-07
1,-7.34E-07
1,-7.33E-07
1,5.25E-06
1,5.24E-06
1,5.23E-06
1,5.22E-06
1,5.21E-06
1,5.20E-06
1,5.19E-06
1,-8.04E-07
1,-8.03E-07
1,-8.01E-07
1,-6.78E-06
1,-6.77E-06
1,-6.75E-06
1,-1.27E-05
1,-1.87E-05
1,-1.86E-05
1,-1.86E-05
1,-1.86E-05
1,-2.45E-05
1,-2.45E-05
1,-1.84E-05
1,-1.84E-05
1,-2.43E-05
1,-2.43E-05
1,-2.42E-05
1,-3.02E-05
1,-3.01E-05
1,-3.01E-05
1,-3.60E-05
1,-3.59E-05
1,-4.18E-05
1,-4.17E-05
1,-4.76E-05
1,-4.75E-05
1,-4.74E-05
1,-4.73E-05
1,-4.72E-05
1,-4.12E-05
1,-3.51E-05
1,-3.50E-05
1,-3.50E-05
1,-3.49E-05
1,-3.48E-05
1,-3.48E-05
1,-4.07E-05
1,-4.06E-05
1,-4.65E-05
1,-4.64E-05
1,-4.63E-05
1,-4.62E-05
1,-4.61E-05
1,-4.60E-05
1,-5.19E-05
1,-5.18E-05
1,-5.17E-05
1,-5.16E-05
1,-5.75E-05
1,-5.74E-05
1,-5.73E-05
1,-5.71E-05
1,-5.70E-05
1,-5.69E-05
1,-5.68E-05
1,-5.67E-05
1,-5.06E-05
1,-5.05E-05
1,-5.04E-05
1,-5.03E-05
1,-5.02E-05
1,-5.01E-05
1,-4.40E-05
1,-4.39E-05
1,-4.38E-05
1,-4.37E-05
1,-4.96E-05
1,-4.95E-05
1,-5.54E-05
1,-4.93E-05
1,-4.92E-05
1,-5.51E-05
1,-5.50E-05
1,-5.49E-05
1,-5.48E-05
1,-5.47E-05
1,-6.05E-05
1,-6.04E-05
1,-5.43E-05
1,-6.02E-05
1,-6.01E-05
1,-5.99E-05
1,-6.58E-05
1,-6.57E-05
1,-5.96E-05
1,-6.54E-05
1,-6.53E-05
1,-6.52E-05
1,-7.10E-05
1,-7.09E-05
1,-7.07E-05
1,-7.66E-05
1,-7.64E-05
1,-7.63E-05
1,-7.61E-05
1,-7.00E-05
1,-7.58E-05
1,-7.57E-05
1,-8.15E-05
1,-8.13E-05
1,-8.12E-05
1,-7.50E-05
1,-7.49E-05
1,-8.07E-05
1,-8.06E-05
1,-8.04E-05
1,-7.42E-05
1,-7.41E-05
1,-7.40E-05
1,-7.38E-05
1,-7.37E-05
1,-7.35E-05
1,-6.74E-05
1,-6.13E-05
1,-6.11E-05
1,-5.50E-05
1,-5.49E-05
1,-5.48E-05
1,-5.47E-05
1,-5.46E-05
1,-5.45E-05
1,-6.04E-05
1,-6.02E-05
1,-5.41E-05
1,-6.00E-05
1,-5.99E-05
1,-5.98E-05
1,-5.97E-05
1,-5.95E-05
1,-5.94E-05
1,-6.53E-05
1,-6.51E-05
1,-6.50E-05
1,-6.49E-05
1,-7.07E-05
1,-7.06E-05
1,-6.45E-05
1,-5.84E-05
1,-6.42E-05
1,-7.01E-05
1,-7.59E-05
1,-7.58E-05
1,-8.16E-05
1,-8.14E-05
1,-7.53E-05
1,-8.11E-05
1,-8.10E-05
1,-8.08E-05
1,-8.06E-05
1,-8.05E-05
1,-8.63E-05
1,-8.61E-05
1,-8.60E-05
1,-8.58E-05
1,-7.96E-05
1,-7.95E-05
1,-7.93E-05
1,-7.92E-05
1,-7.90E-05
1,-7.88E-05
1,-7.87E-05
1,-7.85E-05
1,-7.84E-05
1,-7.82E-05
1,-7.81E-05
1,-8.39E-05
1,-8.37E-05
1,-8.95E-05
1,-8.93E-05
1,-8.92E-05
1,-8.90E-05
1,-8.88E-05
1,-8.26E-05
1,-8.25E-05
1,-8.23E-05
1,-8.81E-05
1,-9.39E-05
1,-9.38E-05
1,-9.36E-05
1,-9.34E-05
1,-9.32E-05
1,-9.30E-05
1,-8.68E-05
1,-8.67E-05
1,-8.65E-05
1,-8.63E-05
1,-8.61E-05
1,-9.20E-05
1,-8.58E-05
1,-8.56E-05
1,-8.54E-05
1,-8.53E-05
1,-9.11E-05
1,-9.09E-05
1,-9.07E-05
1,-9.05E-05
1,-8.44E-05
1,-8.42E-05
1,-8.40E-05
1,-8.39E-05
1,-8.37E-05
1,-8.35E-05
1,-8.34E-05
1,-8.32E-05
1,-8.30E-05
1,-8.29E-05
1,-8.27E-05
1,-8.25E-05
1,-8.84E-05
1,-9.42E-05
1,-9.40E-05
1,-9.38E-05
1,-9.36E-05
1,-9.94E-05
1,-9.92E-05
1,-9.90E-05
1,-9.88E-05
1,-9.86E-05
1,-9.84E-05
1,-0.000104187
1,-0.000103978
1,-0.000103771
1,-0.000103563
1,-0.000103356
1,-0.000103149
1,-0.000102943
1,-0.000102737
1,-0.000102531
1,-0.000102326
1,-0.000102122
1,-0.000107899
1,-0.000113665
1,-0.000119419
1,-0.000125161
1,-0.000124911
1,-0.000124661
1,-0.000124412
1,-0.000124163
1,-0.000123915
1,-0.000123667
1,-0.000129401
1,-0.000129142
1,-0.000128884
1,-0.000128626
1,-0.000128369
1,-0.000122131
1,-0.000115905
1,-0.000115673
1,-0.000115442
1,-0.000115211
1,-0.000114981
1,-0.000114751
1,-0.000114521
1,-0.000108311
1,-0.000108094
1,-0.000107878
1,-0.000107662
1,-0.000107447
1,-0.000107232
1,-0.000112999
1,-0.000106791
1,-0.000106578
1,-0.000106365
1,-0.000106152
1,-0.00010594
1,-0.000105728
1,-0.000105516
1,-9.93E-05
1,-9.31E-05
1,-9.30E-05
1,-9.28E-05
1,-9.26E-05
1,-9.24E-05
1,-9.82E-05
1,-9.20E-05
1,-9.18E-05
1,-9.76E-05
1,-9.74E-05
1,-0.000103225
1,-0.000103018
1,-0.000102812
1,-0.000102606
1,-0.000102401
1,-0.000108178
1,-0.000107962
1,-0.000107746
1,-0.000113512
1,-0.000113285
1,-0.000113058
1,-0.000112832
1,-0.000112606
1,-0.0001064
1,-0.000112168
1,-0.000111944
1,-0.00011172
1,-0.000111497
1,-0.000105292
1,-0.000105082
1,-0.000104871
1,-0.000110643
1,-0.000110422
1,-0.000110201
1,-0.000109981
1,-0.000109761
1,-0.000109541
1,-0.000115303
1,-0.000121054
1,-0.000114831
1,-0.000120582
1,-0.00011436
1,-0.000114131
1,-0.000113903
1,-0.000119657
1,-0.000119417
1,-0.000113197
1,-0.000112971
1,-0.000112745
1,-0.000112519
1,-0.000112294
1,-0.000118051
1,-0.000117815
1,-0.000111598
1,-0.000111375
1,-0.000117133
1,-0.00012288
1,-0.000128616
1,-0.000128359
1,-0.000128102
1,-0.000127846
1,-0.000133572
1,-0.000133305
1,-0.000133038
1,-0.000132772
1,-0.000138488
1,-0.000138211
1,-0.000137934
1,-0.000137659
1,-0.000137383
1,-0.00014309
1,-0.000142804
1,-0.000142518
1,-0.000142233
1,-0.000141949
1,-0.000147646
1,-0.000147351
1,-0.000147056
1,-0.000146762
1,-0.000146469
1,-0.000146176
1,-0.000145883
1,-0.000145591
1,-0.0001453
1,-0.00014501
1,-0.000150701
1,-0.000156381
1,-0.00016205
1,-0.000155744
1,-0.000161414
1,-0.000161091
1,-0.000160769
1,-0.000160448
1,-0.000160127
1,-0.000153825
1,-0.000153517
1,-0.000159192
1,-0.000152892
1,-0.000152586
1,-0.000158263
1,-0.000157946
1,-0.00015763
1,-0.000157315
1,-0.000157
1,-0.000156686
1,-0.000156373
1,-0.000162042
1,-0.000167699
1,-0.000173345
1,-0.000172998
1,-0.000166671
1,-0.000166337
1,-0.000166005
1,-0.000165673
1,-0.000165341
1,-0.000165011
1,-0.000164681
1,-0.000170333
1,-0.000169992
1,-0.000175634
1,-0.000175282
1,-0.000174932
1,-0.000174582
1,-0.000174233
1,-0.000173884
1,-0.000173537
1,-0.000173189
1,-0.000178825
1,-0.000178467
1,-0.000184091
1,-0.000189705
1,-0.000195307
1,-0.000194916
1,-0.000188545
1,-0.000188168
1,-0.000187791
1,-0.000187416
1,-0.000193022
1,-0.000192636
1,-0.000198233
1,-0.000197836
1,-0.00019744
1,-0.000197045
1,-0.000196651
1,-0.00020224
1,-0.000207817
1,-0.000207401
1,-0.000206986
1,-0.000212554
1,-0.00021811
1,-0.000217674
1,-0.000217238
2,-0.000216804
2,-0.00021637
2,-0.000215937
2,-0.000215506
2,-0.000215075
2,-0.000214644
2,-0.000214215
2,-0.000213787
2,-0.000213359
2,-0.000212932
2,-0.000212507
2,-0.000212082
2,-0.000211657
2,-0.000205253
2,-0.000204842
2,-0.000204432
2,-0.000204024
2,-0.000203616
2,-0.00020919
2,-0.000208771
2,-0.000208354
2,-0.000207937
2,-0.000207521
2,-0.000207106
2,-0.000212673
2,-0.000212248
2,-0.000205842
2,-0.00020543
2,-0.00020502
2,-0.000198628
2,-0.000198231
2,-0.000191853
2,-0.000197451
2,-0.000197056
2,-0.000196662
2,-0.000196268
2,-0.000195876
2,-0.000195484
2,-0.000201075
2,-0.000206654
2,-0.000206241
2,-0.000205828
2,-0.000211398
2,-0.000210975
2,-0.000210553
2,-0.000210132
2,-0.00020373
2,-0.000203323
2,-0.000202916
2,-0.00020251
2,-0.000208087
2,-0.000213652
2,-0.000213225
2,-0.000212798
2,-0.000212373
2,-0.000211948
2,-0.000211524
2,-0.000217082
2,-0.000216648
2,-0.000216215
2,-0.000215783
2,-0.000215351
2,-0.00021492
2,-0.00021449
2,-0.000214061
2,-0.000213633
2,-0.000213206
2,-0.000206798
2,-0.000200403
2,-0.000200002
2,-0.000199602
2,-0.000199203
2,-0.000198805
2,-0.000198407
2,-0.000203992
2,-0.000209565
2,-0.000209146
2,-0.000208728
2,-0.00020831
2,-0.000207894
2,-0.000207478
2,-0.000207063
2,-0.00021263
2,-0.000218187
2,-0.00021775
2,-0.000217315
2,-0.00021688
2,-0.000216446
2,-0.000221995
2,-0.000221551
2,-0.000227089
2,-0.000226635
2,-0.000226182
2,-0.000231711
2,-0.000231247
2,-0.000230785
2,-0.000236305
2,-0.000241814
2,-0.00024133
2,-0.000240847
2,-0.000240366
2,-0.000233903
2,-0.000233436
2,-0.000209043
2,-0.000208625
2,-0.000244096
2,-0.000237627
2,-0.000243133
2,-0.000236665
2,-0.000248155
2,-0.000289529
2,-0.000294931
2,-0.00028836
2,-0.000287783
2,-0.000293189
2,-0.000304565
2,-0.000303956
2,-0.000297367
2,-0.000284809
2,-0.000230407
2,-0.000241909
2,-0.000235443
2,-0.000205065
2,-0.000234562
2,-0.000240075
2,-0.000227632
2,-0.000221195
2,-0.000232715
2,-0.000244213
2,-0.000243724
2,-0.000237256
2,-0.000242762
2,-0.000248258
2,-0.000247762
2,-0.000223341
2,-0.000228875
2,-0.000228418
2,-0.000227961
2,-0.000227505
2,-0.00022705
2,-0.000232577
2,-0.000226131
2,-0.000219697
2,-0.000219257
2,-0.000218819
2,-0.0002124
2,-0.000211975
2,-0.000211551
2,-0.000211128
2,-0.000216687
2,-0.000210272
2,-0.000215833
2,-0.000215402
2,-0.000220952
2,-0.00022051
2,-0.000226051
2,-0.000225599
2,-0.000225147
2,-0.000182827
2,-0.000158536
2,-0.000170181
2,-0.000199748
2,-0.000199349
2,-0.000169043
2,-0.000174686
2,-0.000174337
2,-0.00017997
2,-0.000185591
2,-0.00022709
2,-0.000196729
2,-0.000202317
2,-0.000207893
2,-0.000219441
2,-0.000219002
2,-0.000218564
2,-0.000158312
2,-0.000205847
2,-0.000211417
2,-0.000216975
2,-0.000216541
2,-0.000210127
2,-0.000179799
2,-0.000167477
2,-0.000191068
2,-0.000226574
2,-0.000232103
2,-0.00023762
2,-0.000243126
2,-0.000236658
2,-0.000236185
2,-0.000259638
2,-0.000247156
2,-0.000252643
2,-0.000246157
2,-0.000245664
2,-0.00023321
2,-0.000232744
2,-0.000232278
2,-0.000237795
2,-0.00023732
2,-0.000230863
2,-0.000230402
2,-0.00022396
2,-0.000223512
2,-0.000223065
2,-0.000222618
2,-0.00021021
2,-0.00020979
2,-0.000215352
2,-0.000220903
2,-0.000220461
2,-0.00022002
2,-0.00021958
2,-0.000219141
2,-0.000224684
2,-0.000218253
2,-0.000217816
2,-0.000217381
2,-0.000216946
2,-0.000216512
2,-0.000216079
2,-0.000215647
2,-0.000215216
2,-0.000214785
2,-0.000220337
2,-0.000219896
2,-0.000225438
2,-0.000230969
2,-0.000224525
2,-0.000224076
2,-0.000223628
2,-0.000217199
2,-0.000216765
2,-0.000204369
2,-0.000191997
2,-0.000191613
2,-0.000197211
2,-0.000190835
2,-0.000190454
2,-0.00013624
2,-0.000141949
2,-0.000135683
2,-0.000135412
2,-7.53E-05
2,-6.32E-05
2,-6.91E-05
2,-7.49E-05
2,-6.88E-05
2,-6.86E-05
2,-8.05E-05
2,-7.43E-05
2,-8.02E-05
2,-8.60E-05
2,-0.000109734
2,-0.000115496
2,-0.000121246
2,-9.71E-05
2,-0.000108846
2,-0.000102647
2,-9.65E-05
2,-9.63E-05
2,-3.63E-05
2,-4.22E-05
2,-4.21E-05
2,-4.80E-05
2,-3.59E-05
2,-3.59E-05
2,-3.58E-05
2,-3.57E-05
2,-3.56E-05
2,-4.15E-05
2,-4.15E-05
2,-4.74E-05
2,-4.13E-05
2,-3.52E-05
2,-3.52E-05
2,-1.71E-05
2,-1.71E-05
2,-1.71E-05
2,-1.70E-05
2,-1.70E-05
2,-1.70E-05
2,-1.69E-05
2,-1.69E-05
2,-2.28E-05
2,-2.88E-05
2,-2.87E-05
2,-7.05E-05
2,-7.04E-05
2,-7.62E-05
2,-7.01E-05
2,-7.00E-05
2,-6.98E-05
2,-6.97E-05
2,-6.36E-05
2,-5.15E-05
2,-5.14E-05
2,-5.13E-05
2,-5.12E-05
2,-5.11E-05
2,-5.10E-05
2,-4.49E-05
2,-5.08E-05
2,-5.07E-05
2,-5.06E-05
2,-5.05E-05
2,-5.63E-05
2,-6.22E-05
2,-6.21E-05
2,-6.20E-05
2,-6.78E-05
2,-6.77E-05
2,-4.36E-05
2,-4.95E-05
2,-4.94E-05
2,-4.93E-05
2,-4.32E-05
2,-3.72E-05
2,-3.11E-05
2,-2.51E-05
2,-2.50E-05
2,-2.50E-05
2,-3.09E-05
2,-3.68E-05
2,-4.27E-05
2,-4.86E-05
2,-8.44E-05
2,-8.43E-05
2,-8.41E-05
2,-7.79E-05
2,-7.18E-05
2,-7.17E-05
2,-7.15E-05
2,-7.14E-05
2,-7.72E-05
2,-7.71E-05
2,-7.09E-05
2,-7.08E-05
2,-7.06E-05
2,-7.05E-05
2,-7.03E-05
2,-7.62E-05
2,-7.60E-05
2,-7.59E-05
2,-7.57E-05
2,-7.56E-05
2,-7.54E-05
2,-8.13E-05
2,-8.11E-05
2,-8.09E-05
2,-8.08E-05
2,-8.06E-05
2,-7.45E-05
2,-7.43E-05
2,-7.42E-05
2,-8.00E-05
2,-7.39E-05
2,-7.97E-05
2,-7.95E-05
2,-7.94E-05
2,-7.92E-05
2,-7.91E-05
2,-7.29E-05
2,-7.28E-05
2,-7.26E-05
2,-7.25E-05
2,-7.23E-05
2,-7.22E-05
2,-6.61E-05
2,-6.59E-05
2,-6.58E-05
2,-7.17E-05
2,-7.15E-05
2,-7.74E-05
2,-7.72E-05
2,-7.70E-05
2,-7.69E-05
2,-7.67E-05
2,-8.26E-05
2,-8.84E-05
2,-8.82E-05
2,-8.80E-05
2,-8.79E-05
2,-8.17E-05
2,-8.15E-05
2,-8.14E-05
2,-8.12E-05
2,-8.10E-05
2,-7.49E-05
2,-6.88E-05
2,-6.26E-05
2,-6.25E-05
2,-5.64E-05
2,-5.63E-05
2,-6.22E-05
2,-6.20E-05
2,-6.19E-05
2,-6.18E-05
2,-5.57E-05
2,-5.56E-05
2,-6.74E-05
2,-6.73E-05
2,-6.72E-05
2,-6.70E-05
2,-6.09E-05
2,-6.08E-05
2,-6.07E-05
2,-6.65E-05
2,-6.64E-05
2,-7.22E-05
2,-7.81E-05
2,-7.19E-05
2,-7.78E-05
2,-2.38E-05
2,-2.37E-05
2,-1.77E-05
2,-1.77E-05
2,-1.76E-05
2,-1.76E-05
2,-1.76E-05
2,-1.16E-05
2,-5.56E-06
2,-5.55E-06
2,-5.54E-06
2,-5.52E-06
2,-5.51E-06
2,-5.50E-06
2,-5.49E-06
2,-5.48E-06
2,-1.15E-05
2,-1.14E-05
2,-1.14E-05
2,-1.14E-05
2,-5.38E-06
2,6.14E-07
2,-5.37E-06
2,-5.36E-06
2,6.35E-07
2,6.33E-07
2,-5.35E-06
2,-5.34E-06
2,-5.33E-06
2,-1.13E-05
2,-1.13E-05
2,-1.72E-05
2,-1.12E-05
2,-1.12E-05
2,-1.12E-05
2,-1.12E-05
2,-1.11E-05
2,-1.11E-05
2,-1.71E-05
2,-1.11E-05
2,-5.05E-06
2,-5.04E-06
2,-5.03E-06
2,-5.02E-06
2,-1.10E-05
2,-1.10E-05
2,-4.96E-06
2,-1.09E-05
2,-1.09E-05
2,-1.09E-05
2,-1.09E-05
2,-4.87E-06
2,-4.86E-06
2,-4.85E-06
2,-4.84E-06
2,-4.83E-06
2,-1.08E-05
2,-1.08E-05
2,-1.08E-05
2,-1.07E-05
2,-1.07E-05
2,-1.07E-05
2,-1.07E-05
2,-1.06E-05
2,-1.06E-05
2,-1.66E-05
2,-1.66E-05
2,-1.65E-05
2,-1.65E-05
2,-1.65E-05
2,-1.04E-05
2,-1.64E-05
2,-2.24E-05
2,-2.23E-05
2,-2.23E-05
2,-2.22E-05
2,-2.22E-05
2,-2.21E-05
2,-2.21E-05
2,-2.20E-05
2,-2.20E-05
2,-2.20E-05
2,-2.19E-05
2,-2.78E-05
2,-2.78E-05
2,-2.77E-05
2,-3.37E-05
2,-3.36E-05
3,-3.35E-05
3,-3.35E-05
3,-3.34E-05
3,-3.33E-05
3,-3.33E-05
3,-3.32E-05
3,-2.71E-05
3,-2.71E-05
3,-2.70E-05
3,-2.10E-05
3,-2.69E-05
3,-2.69E-05
3,-3.28E-05
3,-3.27E-05
3,-3.27E-05
3,-2.66E-05
3,-3.26E-05
3,-2.65E-05
3,-3.24E-05
3,-3.24E-05
3,-2.63E-05
3,-2.03E-05
3,-2.03E-05
3,-2.02E-05
3,-2.02E-05
3,-2.61E-05
3,-2.61E-05
3,-2.60E-05
3,-2.60E-05
3,-1.99E-05
3,-1.99E-05
3,-1.98E-05
3,-1.98E-05
3,-1.38E-05
3,-1.38E-05
3,-1.37E-05
3,-1.37E-05
3,-1.37E-05
3,-1.37E-05
3,-1.36E-05
3,-1.36E-05
3,-1.36E-05
3,-1.95E-05
3,-1.95E-05
3,-2.54E-05
3,-1.94E-05
3,-1.94E-05
3,-1.93E-05
3,-1.93E-05
3,-1.92E-05
3,-2.52E-05
3,-3.11E-05
3,-3.70E-05
3,-4.29E-05
3,-4.29E-05
3,-4.28E-05
3,-4.27E-05
3,-3.66E-05
3,-3.65E-05
3,-3.65E-05
3,-3.04E-05
3,-3.04E-05
3,-3.03E-05
3,-3.62E-05
3,-3.61E-05
3,-3.61E-05
3,-3.00E-05
3,-3.00E-05
3,-2.99E-05
3,-3.58E-05
3,-4.17E-05
3,-4.76E-05
3,-5.35E-05
3,-5.34E-05
3,-5.33E-05
3,-4.72E-05
3,-5.31E-05
3,-5.30E-05
3,-5.29E-05
3,-5.88E-05
3,-6.46E-05
3,-5.85E-05
3,-5.84E-05
3,-5.83E-05
3,-5.82E-05
3,-5.21E-05
3,-5.20E-05
3,-5.78E-05
3,-5.77E-05
3,-6.36E-05
3,-6.35E-05
3,-6.33E-05
3,-6.92E-05
3,-7.50E-05
3,-6.89E-05
3,-6.88E-05
3,-6.86E-05
3,-6.85E-05
3,-6.84E-05
3,-6.22E-05
3,-6.21E-05
3,-6.20E-05
3,-6.19E-05
3,-6.17E-05
3,-6.76E-05
3,-7.34E-05
3,-7.33E-05
3,-7.31E-05
3,-7.30E-05
3,-7.29E-05
3,-7.27E-05
3,-7.26E-05
3,-7.24E-05
3,-7.23E-05
3,-7.21E-05
3,-7.20E-05
3,-7.18E-05
3,-7.77E-05
3,-7.75E-05
3,-7.14E-05
3,-7.12E-05
3,-7.11E-05
3,-7.10E-05
3,-7.08E-05
3,-7.07E-05
3,-7.05E-05
3,-7.04E-05
3,-7.62E-05
3,-7.61E-05
3,-7.59E-05
3,-7.58E-05
3,-7.56E-05
3,-8.15E-05
3,-7.53E-05
3,-7.52E-05
3,-6.90E-05
3,-6.89E-05
3,-7.47E-05
3,-8.06E-05
3,-8.04E-05
3,-8.02E-05
3,-8.01E-05
3,-7.99E-05
3,-7.38E-05
3,-7.36E-05
3,-7.35E-05
3,-7.33E-05
3,-7.32E-05
3,-7.90E-05
3,-7.89E-05
3,-7.87E-05
3,-7.86E-05
3,-7.84E-05
3,-7.23E-05
3,-7.21E-05
3,-7.20E-05
3,-6.58E-05
3,-5.97E-05
3,-5.96E-05
3,-5.95E-05
3,-5.34E-05
3,-5.33E-05
3,-5.92E-05
3,-5.90E-05
3,-5.89E-05
3,-5.88E-05
3,-5.27E-05
3,-5.86E-05
3,-5.25E-05
3,-5.24E-05
3,-4.63E-05
3,-4.62E-05
3,-5.21E-05
3,-4.60E-05
3,-3.99E-05
3,-3.99E-05
3,-3.38E-05
3,-2.77E-05
3,-2.77E-05
3,-2.76E-05
3,-2.76E-05
3,-2.75E-05
3,-2.75E-05
3,-3.34E-05
3,-3.33E-05
3,-3.92E-05
3,-3.92E-05
3,-3.91E-05
3,-3.90E-05
3,-3.89E-05
3,-3.89E-05
3,-3.88E-05
3,-3.87E-05
