"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Top Plate, Vehicle Body (m)","Amplitude - Top Plate, Vehicle Body (m)","Time - Middle Plate, VehicleTire (m)","Amplitude - Middle Plate, VehicleTire (m)"
0,0,0,0,0,0
0.002,0,0.002,0,0.002,0
0.004,0,0.004,0,0.004,0
0.006,-2.20E-06,0.006,0,0.006,0
0.008,-1.10E-05,0.008,0,0.008,0
0.01,-4.61E-05,0.01,0,0.01,0
0.012,-0.000131838,0.012,0,0.012,0
0.014,-0.000283452,0.014,-4.87E-06,0.014,-4.87E-06
0.016,-0.00047242,0.016,-1.46E-05,0.016,-1.46E-05
0.018,-0.000687755,0.018,-4.38E-05,0.018,-4.38E-05
0.02,-0.000964615,0.02,-7.31E-05,0.02,-7.31E-05
0.022,-0.00132277,0.022,-9.74E-05,0.022,-9.74E-05
0.024,-0.00171609,0.024,-0.000122076,0.024,-0.000131501
0.026,-0.00218192,0.026,-0.000137003,0.026,-0.000155853
0.028,-0.00263017,0.028,-0.000152562,0.028,-0.000199686
0.03,-0.003096,0.03,-0.000187603,0.03,-0.000263002
0.032,-0.00356842,0.032,-0.000198924,0.032,-0.000321446
0.034,-0.00403424,0.034,-0.000220302,0.034,-0.000399373
0.036,-0.00449128,0.036,-0.0002277,0.036,-0.00048217
0.038,-0.00491536,0.038,-0.000221119,0.038,-0.000569837
0.04,-0.00532845,0.04,-0.000244393,0.04,-0.000706208
0.042,-0.00570419,0.042,-0.000234522,0.042,-0.000837709
0.044,-0.00605576,0.044,-0.000234707,0.044,-0.000988691
0.046,-0.00639414,0.046,-0.00022123,0.046,-0.00115428
0.048,-0.00672374,0.048,-0.000198643,0.048,-0.00132962
0.05,-0.00705114,0.05,-0.000220522,0.05,-0.00156827
0.052,-0.00735217,0.052,-0.000237847,0.052,-0.00181179
0.054,-0.0076488,0.054,-0.000265545,0.054,-0.00208453
0.056,-0.00792127,0.056,-0.00031304,0.056,-0.0023865
0.058,-0.00815638,0.058,-0.000346556,0.058,-0.00269333
0.06,-0.00836732,0.06,-0.00038589,0.06,-0.00303426
0.062,-0.0085431,0.062,-0.000416432,0.062,-0.00339467
0.064,-0.00868593,0.064,-0.000413513,0.064,-0.00374047
0.066,-0.00880019,0.066,-0.000402117,0.066,-0.00411549
0.068,-0.00889028,0.068,-0.000424498,0.068,-0.00451486
0.07,-0.00896279,0.07,-0.000480023,0.07,-0.0049191
0.072,-0.00901992,0.072,-0.000649594,0.072,-0.00535257
0.074,-0.00906606,0.074,-0.000852626,0.074,-0.00580065
0.076,-0.00911001,0.076,-0.00102675,0.076,-0.00622924
0.078,-0.00914956,0.078,-0.00115281,0.078,-0.00662861
0.08,-0.0091935,0.08,-0.00125546,0.08,-0.00703286
0.082,-0.00923745,0.082,-0.00137145,0.082,-0.00741275
0.084,-0.0092814,0.084,-0.00155892,0.084,-0.00781699
0.086,-0.00932754,0.086,-0.00176038,0.086,-0.00821636
0.088,-0.00937148,0.088,-0.00193197,0.088,-0.00856703
0.09,-0.00941543,0.09,-0.00209383,0.09,-0.00890796
0.092,-0.00945718,0.092,-0.00224532,0.092,-0.00921967
0.094,-0.00950113,0.094,-0.00242963,0.094,-0.0095265
0.096,-0.00954068,0.096,-0.00261786,0.096,-0.00980899
0.098,-0.00957583,0.098,-0.00278111,0.098,-0.0100476
0.1,-0.00960879,0.1,-0.00295834,0.1,-0.0102814
0.102,-0.00963956,0.102,-0.0031684,0.102,-0.0105103
0.104,-0.00966812,0.104,-0.00334405,0.104,-0.0106954
0.106,-0.00969449,0.106,-0.0035285,0.106,-0.010861
0.108,-0.00971646,0.108,-0.00373147,0.108,-0.0110168
0.11,-0.00973843,0.11,-0.00392863,0.11,-0.0111386
0.112,-0.00975601,0.112,-0.00414951,0.112,-0.0112652
0.114,-0.00977359,0.114,-0.0043795,0.114,-0.0113821
0.116,-0.00979117,0.116,-0.00459,0.116,-0.0114795
0.118,-0.00980435,0.118,-0.00480962,0.118,-0.0115672
0.12,-0.00981754,0.12,-0.00503347,0.12,-0.0116403
0.122,-0.00982852,0.122,-0.0052856,0.122,-0.0117133
0.124,-0.00983731,0.124,-0.00551888,0.124,-0.0117864
0.126,-0.0098439,0.126,-0.00575639,0.126,-0.0118448
0.128,-0.0098505,0.128,-0.00598872,0.128,-0.0118886
0.13,-0.00985489,0.13,-0.00621618,0.13,-0.0119276
0.132,-0.00985709,0.132,-0.00641442,0.132,-0.0119374
0.134,-0.00985929,0.134,-0.00661752,0.134,-0.011952
0.136,-0.00986148,0.136,-0.00682974,0.136,-0.0119568
0.138,-0.00986148,0.138,-0.00701792,0.138,-0.0119471
0.14,-0.00986368,0.14,-0.0072061,0.14,-0.0119374
0.142,-0.00986368,0.142,-0.00736537,0.142,-0.0119081
0.144,-0.00986588,0.144,-0.0075292,0.144,-0.011874
0.146,-0.00986588,0.146,-0.00767842,0.146,-0.0118253
0.148,-0.00986807,0.148,-0.0077893,0.148,-0.0117571
0.15,-0.00986807,0.15,-0.00791417,0.15,-0.0116841
0.152,-0.00986807,0.152,-0.00801044,0.152,-0.0116013
0.154,-0.00986807,0.154,-0.00810672,0.154,-0.0115185
0.156,-0.00986807,0.156,-0.00819844,0.156,-0.0114406
0.158,-0.00987027,0.158,-0.00829016,0.158,-0.0113626
0.16,-0.00987027,0.16,-0.0083624,0.16,-0.0112652
0.162,-0.00987027,0.162,-0.00842034,0.162,-0.011163
0.164,-0.00987027,0.164,-0.00847828,0.164,-0.0110607
0.166,-0.00987247,0.166,-0.00853654,0.166,-0.0109681
0.168,-0.00987247,0.168,-0.00859999,0.168,-0.0108902
0.17,-0.00987247,0.17,-0.00866343,0.17,-0.0108123
0.172,-0.00987247,0.172,-0.00873662,0.172,-0.0107441
0.174,-0.00987247,0.174,-0.00880038,0.174,-0.0106759
0.176,-0.00987467,0.176,-0.00884985,0.176,-0.0106029
0.178,-0.00987467,0.178,-0.00889508,0.178,-0.0105444
0.18,-0.00987467,0.18,-0.00892145,0.18,-0.010486
0.182,-0.00987467,0.182,-0.008967,0.182,-0.0104373
0.184,-0.00987467,0.184,-0.00900799,0.184,-0.0103934
0.186,-0.00987467,0.186,-0.00904898,0.186,-0.0103496
0.188,-0.00987467,0.188,-0.00907599,0.188,-0.0103106
0.19,-0.00987467,0.19,-0.00909813,0.19,-0.0102668
0.192,-0.00987467,0.192,-0.00910597,0.192,-0.0102181
0.194,-0.00987467,0.194,-0.00909497,0.194,-0.0101694
0.196,-0.00987467,0.196,-0.00907909,0.196,-0.0101158
0.198,-0.00987467,0.198,-0.00905835,0.198,-0.0100574
0.2,-0.00987467,0.2,-0.00904247,0.2,-0.0100038
0.202,-0.00987467,0.202,-0.00902173,0.202,-0.00994536
0.204,-0.00987467,0.204,-0.00901983,0.204,-0.00988691
0.206,-0.00987467,0.206,-0.00900819,0.206,-0.00981873
0.208,-0.00987467,0.208,-0.00899656,0.208,-0.00975054
0.21,-0.00987467,0.21,-0.00898947,0.21,-0.00967748
0.212,-0.00987467,0.212,-0.00898239,0.212,-0.00960443
0.214,-0.00987467,0.214,-0.00896588,0.214,-0.00953137
0.216,-0.00987467,0.216,-0.00895425,0.216,-0.00946319
0.218,-0.00987467,0.218,-0.00893806,0.218,-0.00939987
0.22,-0.00987467,0.22,-0.00889328,0.22,-0.00932682
0.222,-0.00987467,0.222,-0.00883907,0.222,-0.00925376
0.224,-0.00987467,0.224,-0.00877544,0.224,-0.0091807
0.226,-0.00987467,0.226,-0.00873097,0.226,-0.00911739
0.228,-0.00987467,0.228,-0.00869625,0.228,-0.00906381
0.23,-0.00987467,0.23,-0.00868524,0.23,-0.00901511
0.232,-0.00987467,0.232,-0.00868853,0.232,-0.00897128
0.234,-0.00987467,0.234,-0.0086824,0.234,-0.00892744
0.236,-0.00987467,0.236,-0.00866197,0.236,-0.00887874
0.238,-0.00987467,0.238,-0.00863698,0.238,-0.00883491
0.24,-0.00987467,0.24,-0.00860258,0.24,-0.00879107
0.242,-0.00987467,0.242,-0.00856361,0.242,-0.00875211
0.244,-0.00987467,0.244,-0.00853407,0.244,-0.00871315
0.246,-0.00987467,0.246,-0.00850941,0.246,-0.00867905
0.248,-0.00987467,0.248,-0.00849903,0.248,-0.00864983
0.25,-0.00987467,0.25,-0.00848379,0.25,-0.00861574
0.252,-0.00987467,0.252,-0.00845912,0.252,-0.00858164
0.254,-0.00987467,0.254,-0.00842016,0.254,-0.00854268
0.256,-0.00987467,0.256,-0.00837633,0.256,-0.00849885
0.258,-0.00987467,0.258,-0.00833736,0.258,-0.00845988
0.26,-0.00987467,0.26,-0.0082984,0.26,-0.00842092
0.262,-0.00987467,0.262,-0.00825944,0.262,-0.00838196
0.264,-0.00987467,0.264,-0.00822047,0.264,-0.008343
0.266,-0.00987467,0.266,-0.00817664,0.266,-0.00829916
0.268,-0.00987467,0.268,-0.00814255,0.268,-0.00826507
0.27,-0.00987467,0.27,-0.00810845,0.27,-0.00823098
0.272,-0.00987467,0.272,-0.00807923,0.272,-0.00820175
0.274,-0.00987467,0.274,-0.00805488,0.274,-0.0081774
0.276,-0.00987467,0.276,-0.0080211,0.276,-0.00815305
0.278,-0.00987467,0.278,-0.00801136,0.278,-0.00814331
0.28,-0.00987467,0.28,-0.00800162,0.28,-0.00813357
0.282,-0.00987467,0.282,-0.0079922,0.282,-0.00813357
0.284,-0.00987467,0.284,-0.00799707,0.284,-0.00813844
0.286,-0.00987467,0.286,-0.00800225,0.286,-0.00815305
0.288,-0.00987467,0.288,-0.00799801,0.288,-0.00816766
0.29,-0.00987467,0.29,-0.00801294,0.29,-0.00819201
0.292,-0.00987467,0.292,-0.00801844,0.292,-0.00821636
0.294,-0.00987467,0.294,-0.00802882,0.294,-0.00824559
0.296,-0.00987467,0.296,-0.00803464,0.296,-0.00827968
0.298,-0.00987467,0.298,-0.00803558,0.298,-0.0083089
0.3,-0.00987467,0.3,-0.0080414,0.3,-0.008343
0.302,-0.00987467,0.302,-0.0080378,0.302,-0.00837709
0.304,-0.00987467,0.304,-0.00803419,0.304,-0.00841118
0.306,-0.00987467,0.306,-0.00804001,0.306,-0.00844527
0.308,-0.00987467,0.308,-0.00803153,0.308,-0.0084745
0.31,-0.00987467,0.31,-0.00802305,0.31,-0.00850372
0.312,-0.00987467,0.312,-0.008024,0.312,-0.00853294
0.314,-0.00987467,0.314,-0.00802495,0.314,-0.00856216
0.316,-0.00987467,0.316,-0.0080259,0.316,-0.00859139
0.318,-0.00987467,0.318,-0.0080171,0.318,-0.00861087
0.32,-0.00987467,0.32,-0.00801318,0.32,-0.00863522
0.322,-0.00987467,0.322,-0.00800926,0.322,-0.00865957
0.324,-0.00987467,0.324,-0.00800534,0.324,-0.00868392
0.326,-0.00987467,0.326,-0.00801084,0.326,-0.00870828
0.328,-0.00987467,0.328,-0.00801634,0.328,-0.00873263
0.33,-0.00987467,0.33,-0.00802184,0.33,-0.00875698
0.332,-0.00987467,0.332,-0.00804164,0.332,-0.0087862
0.334,-0.00987467,0.334,-0.00804714,0.334,-0.00881055
0.336,-0.00987467,0.336,-0.00807181,0.336,-0.00884465
0.338,-0.00987467,0.338,-0.00808674,0.338,-0.008869
0.34,-0.00987467,0.34,-0.00810654,0.34,-0.00889822
0.342,-0.00987467,0.342,-0.00811691,0.342,-0.00892744
0.344,-0.00987467,0.344,-0.00813671,0.344,-0.00895667
0.346,-0.00987467,0.346,-0.00815164,0.346,-0.00898102
0.348,-0.00987467,0.348,-0.00815714,0.348,-0.00900537
0.35,-0.00987467,0.35,-0.00818149,0.35,-0.00902972
0.352,-0.00987467,0.352,-0.00820584,0.352,-0.00905407
0.354,-0.00987467,0.354,-0.00822532,0.354,-0.00907356
0.356,-0.00987467,0.356,-0.0082448,0.356,-0.00909304
0.358,-0.00987467,0.358,-0.00826429,0.358,-0.00911252
0.36,-0.00987467,0.36,-0.0082789,0.36,-0.00912713
0.362,-0.00987467,0.362,-0.00830293,0.362,-0.00914174
0.364,-0.00987467,0.364,-0.00831267,0.364,-0.00915148
0.366,-0.00987467,0.366,-0.00833184,0.366,-0.00916122
0.368,-0.00987467,0.368,-0.00834158,0.368,-0.00917096
0.37,-0.00987467,0.37,-0.00834645,0.37,-0.00917583
0.372,-0.00987467,0.372,-0.00834645,0.372,-0.00917583
0.374,-0.00987467,0.374,-0.00835132,0.374,-0.0091807
0.376,-0.00987467,0.376,-0.00835132,0.376,-0.0091807
0.378,-0.00987467,0.378,-0.00835619,0.378,-0.00918557
0.38,-0.00987467,0.38,-0.00835619,0.38,-0.00918557
0.382,-0.00987467,0.382,-0.00836106,0.382,-0.00919044
0.384,-0.00987467,0.384,-0.00837536,0.384,-0.00919532
0.386,-0.00987467,0.386,-0.00838023,0.386,-0.00920019
0.388,-0.00987467,0.388,-0.0083851,0.388,-0.00920506
0.39,-0.00987467,0.39,-0.00839484,0.39,-0.0092148
0.392,-0.00987467,0.392,-0.008414,0.392,-0.00922454
0.394,-0.00987467,0.394,-0.00842375,0.394,-0.00923428
0.396,-0.00987467,0.396,-0.00844291,0.396,-0.00924402
0.398,-0.00987467,0.398,-0.00845265,0.398,-0.00925376
0.4,-0.00987467,0.4,-0.00846726,0.4,-0.00926837
0.402,-0.00987467,0.402,-0.008477,0.402,-0.00927811
0.404,-0.00987467,0.404,-0.00849617,0.404,-0.00928785
0.406,-0.00987467,0.406,-0.00850104,0.406,-0.00929272
0.408,-0.00987467,0.408,-0.00850591,0.408,-0.00929759
0.41,-0.00987467,0.41,-0.00850591,0.41,-0.00929759
0.412,-0.00987467,0.412,-0.00850591,0.412,-0.00929759
0.414,-0.00987467,0.414,-0.00851534,0.414,-0.00929759
0.416,-0.00987467,0.416,-0.00850559,0.416,-0.00928785
0.418,-0.00987467,0.418,-0.00849585,0.418,-0.00927811
0.42,-0.00987467,0.42,-0.00849067,0.42,-0.0092635
0.422,-0.00987467,0.422,-0.00847606,0.422,-0.00924889
0.424,-0.00987467,0.424,-0.008466,0.424,-0.00922941
0.426,-0.00987686,0.426,-0.00846081,0.426,-0.0092148
0.428,-0.00987686,0.428,-0.00845076,0.428,-0.00919532
0.43,-0.00987686,0.43,-0.00844557,0.43,-0.0091807
0.432,-0.00987686,0.432,-0.00844494,0.432,-0.00916122
0.434,-0.00987686,0.434,-0.00844918,0.434,-0.00914661
0.436,-0.00987686,0.436,-0.00843912,0.436,-0.00912713
0.438,-0.00987686,0.438,-0.00843393,0.438,-0.00911252
0.44,-0.00987686,0.44,-0.00843362,0.44,-0.00910278
0.442,-0.00987686,0.442,-0.00842843,0.442,-0.00908817
0.444,-0.00987686,0.444,-0.00841869,0.444,-0.00907843
0.446,-0.00987686,0.446,-0.00841382,0.446,-0.00907356
0.448,-0.00987686,0.448,-0.00841837,0.448,-0.00906868
0.45,-0.00987686,0.45,-0.0084135,0.45,-0.00906381
0.452,-0.00987686,0.452,-0.0084135,0.452,-0.00906381
0.454,-0.00987686,0.454,-0.00840863,0.454,-0.00905894
0.456,-0.00987686,0.456,-0.00840863,0.456,-0.00905894
0.458,-0.00987686,0.458,-0.00841806,0.458,-0.00905894
0.46,-0.00987686,0.46,-0.00841806,0.46,-0.00905894
0.462,-0.00987686,0.462,-0.00841806,0.462,-0.00905894
0.464,-0.00987686,0.464,-0.00841319,0.464,-0.00905407
0.466,-0.00987686,0.466,-0.00840832,0.466,-0.0090492
0.468,-0.00987686,0.468,-0.00840345,0.468,-0.00904433
0.47,-0.00987686,0.47,-0.00839371,0.47,-0.00903459
0.472,-0.00987686,0.472,-0.00838396,0.472,-0.00902485
0.474,-0.00987686,0.474,-0.00837422,0.474,-0.00901511
0.476,-0.00987686,0.476,-0.00835961,0.476,-0.0090005
0.478,-0.00987686,0.478,-0.00834987,0.478,-0.00899076
0.48,-0.00987686,0.48,-0.00833526,0.48,-0.00897615
0.482,-0.00987686,0.482,-0.00832065,0.482,-0.00896154
0.484,-0.00987686,0.484,-0.00831091,0.484,-0.0089518
0.486,-0.00987686,0.486,-0.0082963,0.486,-0.00893718
0.488,-0.00987686,0.488,-0.00828656,0.488,-0.00892744
0.49,-0.00987686,0.49,-0.00828169,0.49,-0.00892257
0.492,-0.00987686,0.492,-0.00827195,0.492,-0.00891283
0.494,-0.00987686,0.494,-0.00827195,0.494,-0.00891283
0.496,-0.00987686,0.496,-0.00826708,0.496,-0.00890796
0.498,-0.00987686,0.498,-0.00826708,0.498,-0.00890796
0.5,-0.00987686,0.5,-0.00827195,0.5,-0.00891283
0.502,-0.00987686,0.502,-0.00827682,0.502,-0.0089177
0.504,-0.00987686,0.504,-0.00828169,0.504,-0.00892257
0.506,-0.00987686,0.506,-0.00828656,0.506,-0.00892744
0.508,-0.00987686,0.508,-0.00829143,0.508,-0.00893231
0.51,-0.00987686,0.51,-0.0082963,0.51,-0.00893718
0.512,-0.00987686,0.512,-0.0082963,0.512,-0.00893718
0.514,-0.00987686,0.514,-0.00830117,0.514,-0.00894205
0.516,-0.00987686,0.516,-0.00830117,0.516,-0.00894205
0.518,-0.00987686,0.518,-0.00830117,0.518,-0.00894205
0.52,-0.00987686,0.52,-0.00830117,0.52,-0.00894205
0.522,-0.00987686,0.522,-0.00830117,0.522,-0.00894205
0.524,-0.00987686,0.524,-0.0082963,0.524,-0.00893718
0.526,-0.00987686,0.526,-0.0082963,0.526,-0.00893718
0.528,-0.00987686,0.528,-0.00829143,0.528,-0.00893231
0.53,-0.00987686,0.53,-0.00828656,0.53,-0.00892744
0.532,-0.00987686,0.532,-0.00828169,0.532,-0.00892257
0.534,-0.00987686,0.534,-0.00827682,0.534,-0.0089177
0.536,-0.00987686,0.536,-0.00827682,0.536,-0.0089177
0.538,-0.00987686,0.538,-0.00827682,0.538,-0.0089177
0.54,-0.00987686,0.54,-0.00827195,0.54,-0.00891283
0.542,-0.00987686,0.542,-0.00827195,0.542,-0.00891283
0.544,-0.00987686,0.544,-0.00827682,0.544,-0.0089177
0.546,-0.00987686,0.546,-0.00827682,0.546,-0.0089177
0.548,-0.00987686,0.548,-0.00828169,0.548,-0.00892257
0.55,-0.00987686,0.55,-0.00828656,0.55,-0.00892744
0.552,-0.00987686,0.552,-0.00829143,0.552,-0.00893231
0.554,-0.00987686,0.554,-0.00830117,0.554,-0.00894205
0.556,-0.00987686,0.556,-0.00830604,0.556,-0.00894692
0.558,-0.00987686,0.558,-0.00831578,0.558,-0.00895667
0.56,-0.00987686,0.56,-0.00832065,0.56,-0.00896154
0.562,-0.00987686,0.562,-0.00832552,0.562,-0.00896641
0.564,-0.00987686,0.564,-0.00833526,0.564,-0.00897615
0.566,-0.00987686,0.566,-0.00834013,0.566,-0.00898102
0.568,-0.00987686,0.568,-0.008345,0.568,-0.00898589
0.57,-0.00987686,0.57,-0.00835474,0.57,-0.00899563
0.572,-0.00987686,0.572,-0.00835961,0.572,-0.0090005
0.574,-0.00987686,0.574,-0.00835961,0.574,-0.0090005
0.576,-0.00987686,0.576,-0.00836448,0.576,-0.00900537
0.578,-0.00987686,0.578,-0.00836448,0.578,-0.00900537
0.58,-0.00987686,0.58,-0.00836448,0.58,-0.00900537
0.582,-0.00987686,0.582,-0.00836448,0.582,-0.00900537
0.584,-0.00987686,0.584,-0.00836448,0.584,-0.00900537
0.586,-0.00987686,0.586,-0.00836448,0.586,-0.00900537
0.588,-0.00987686,0.588,-0.00835961,0.588,-0.0090005
0.59,-0.00987686,0.59,-0.00835961,0.59,-0.0090005
0.592,-0.00987686,0.592,-0.00835474,0.592,-0.00899563
0.594,-0.00987686,0.594,-0.00835474,0.594,-0.00899563
0.596,-0.00987686,0.596,-0.00835474,0.596,-0.00899563
0.598,-0.00987686,0.598,-0.00835474,0.598,-0.00899563
0.6,-0.00987686,0.6,-0.00835474,0.6,-0.00899563
0.602,-0.00987686,0.602,-0.00835474,0.602,-0.00899563
0.604,-0.00987686,0.604,-0.00835961,0.604,-0.0090005
0.606,-0.00987686,0.606,-0.00836448,0.606,-0.00900537
0.608,-0.00987686,0.608,-0.00836935,0.608,-0.00901024
0.61,-0.00987686,0.61,-0.00836935,0.61,-0.00901024
0.612,-0.00987686,0.612,-0.00837422,0.612,-0.00901511
0.614,-0.00987686,0.614,-0.00837909,0.614,-0.00901998
0.616,-0.00987686,0.616,-0.00838396,0.616,-0.00902485
0.618,-0.00987686,0.618,-0.00838396,0.618,-0.00902485
0.62,-0.00987686,0.62,-0.00838884,0.62,-0.00902972
0.622,-0.00987686,0.622,-0.00838884,0.622,-0.00902972
0.624,-0.00987686,0.624,-0.00838884,0.624,-0.00902972
0.626,-0.00987686,0.626,-0.00838884,0.626,-0.00902972
0.628,-0.00987686,0.628,-0.00838884,0.628,-0.00902972
0.63,-0.00987686,0.63,-0.00838396,0.63,-0.00902485
0.632,-0.00987686,0.632,-0.00838396,0.632,-0.00902485
0.634,-0.00987686,0.634,-0.00837909,0.634,-0.00901998
0.636,-0.00987686,0.636,-0.00837422,0.636,-0.00901511
0.638,-0.00987686,0.638,-0.00836935,0.638,-0.00901024
0.64,-0.00987686,0.64,-0.00836448,0.64,-0.00900537
0.642,-0.00987686,0.642,-0.00835961,0.642,-0.0090005
0.644,-0.00987686,0.644,-0.00835474,0.644,-0.00899563
0.646,-0.00987686,0.646,-0.00835474,0.646,-0.00899563
0.648,-0.00987686,0.648,-0.00834987,0.648,-0.00899076
0.65,-0.00987686,0.65,-0.00834987,0.65,-0.00899076
0.652,-0.00987686,0.652,-0.00834987,0.652,-0.00899076
0.654,-0.00987686,0.654,-0.00834987,0.654,-0.00899076
0.656,-0.00987686,0.656,-0.00834987,0.656,-0.00899076
0.658,-0.00987686,0.658,-0.00834987,0.658,-0.00899076
0.66,-0.00987686,0.66,-0.00834987,0.66,-0.00899076
0.662,-0.00987686,0.662,-0.00835474,0.662,-0.00899563
0.664,-0.00987686,0.664,-0.00835961,0.664,-0.0090005
0.666,-0.00987686,0.666,-0.00835961,0.666,-0.0090005
0.668,-0.00987686,0.668,-0.00835961,0.668,-0.0090005
0.67,-0.00987686,0.67,-0.00836448,0.67,-0.00900537
0.672,-0.00987686,0.672,-0.00836448,0.672,-0.00900537
0.674,-0.00987686,0.674,-0.00836935,0.674,-0.00901024
0.676,-0.00987686,0.676,-0.00836935,0.676,-0.00901024
0.678,-0.00987686,0.678,-0.00836935,0.678,-0.00901024
0.68,-0.00987686,0.68,-0.00836448,0.68,-0.00900537
0.682,-0.00987686,0.682,-0.00836448,0.682,-0.00900537
0.684,-0.00987686,0.684,-0.00836448,0.684,-0.00900537
0.686,-0.00987686,0.686,-0.00835961,0.686,-0.0090005
0.688,-0.00987686,0.688,-0.00835961,0.688,-0.0090005
0.69,-0.00987686,0.69,-0.00835474,0.69,-0.00899563
0.692,-0.00987686,0.692,-0.00834987,0.692,-0.00899076
0.694,-0.00987686,0.694,-0.00834987,0.694,-0.00899076
0.696,-0.00987686,0.696,-0.008345,0.696,-0.00898589
0.698,-0.00987686,0.698,-0.008345,0.698,-0.00898589
0.7,-0.00987686,0.7,-0.00834013,0.7,-0.00898102
0.702,-0.00987686,0.702,-0.00834013,0.702,-0.00898102
0.704,-0.00987686,0.704,-0.00834013,0.704,-0.00898102
0.706,-0.00987686,0.706,-0.00834013,0.706,-0.00898102
0.708,-0.00987686,0.708,-0.00834013,0.708,-0.00898102
0.71,-0.00987686,0.71,-0.00834013,0.71,-0.00898102
0.712,-0.00987686,0.712,-0.00834013,0.712,-0.00898102
0.714,-0.00987686,0.714,-0.008345,0.714,-0.00898589
0.716,-0.00987686,0.716,-0.008345,0.716,-0.00898589
0.718,-0.00987686,0.718,-0.00834987,0.718,-0.00899076
0.72,-0.00987686,0.72,-0.00834987,0.72,-0.00899076
0.722,-0.00987686,0.722,-0.00835474,0.722,-0.00899563
0.724,-0.00987686,0.724,-0.00835474,0.724,-0.00899563
0.726,-0.00987686,0.726,-0.00835961,0.726,-0.0090005
0.728,-0.00987686,0.728,-0.00835961,0.728,-0.0090005
0.73,-0.00987686,0.73,-0.00835961,0.73,-0.0090005
0.732,-0.00987686,0.732,-0.00835961,0.732,-0.0090005
0.734,-0.00987686,0.734,-0.00835961,0.734,-0.0090005
0.736,-0.00987686,0.736,-0.00835961,0.736,-0.0090005
0.738,-0.00987686,0.738,-0.00835961,0.738,-0.0090005
0.74,-0.00987686,0.74,-0.00835474,0.74,-0.00899563
0.742,-0.00987686,0.742,-0.00835474,0.742,-0.00899563
0.744,-0.00987686,0.744,-0.00835474,0.744,-0.00899563
0.746,-0.00987686,0.746,-0.00834987,0.746,-0.00899076
0.748,-0.00987686,0.748,-0.00834987,0.748,-0.00899076
0.75,-0.00987686,0.75,-0.00834987,0.75,-0.00899076
0.752,-0.00987686,0.752,-0.00834987,0.752,-0.00899076
0.754,-0.00987686,0.754,-0.00834987,0.754,-0.00899076
0.756,-0.00987686,0.756,-0.00834987,0.756,-0.00899076
0.758,-0.00987686,0.758,-0.00834987,0.758,-0.00899076
0.76,-0.00987686,0.76,-0.00834987,0.76,-0.00899076
0.762,-0.00987686,0.762,-0.00834987,0.762,-0.00899076
0.764,-0.00987686,0.764,-0.00835474,0.764,-0.00899563
0.766,-0.00987686,0.766,-0.00835474,0.766,-0.00899563
0.768,-0.00987686,0.768,-0.00835961,0.768,-0.0090005
0.77,-0.00987686,0.77,-0.00835961,0.77,-0.0090005
0.772,-0.00987686,0.772,-0.00835961,0.772,-0.0090005
0.774,-0.00987686,0.774,-0.00836448,0.774,-0.00900537
0.776,-0.00987686,0.776,-0.00836448,0.776,-0.00900537
0.778,-0.00987686,0.778,-0.00836448,0.778,-0.00900537
0.78,-0.00987686,0.78,-0.00836448,0.78,-0.00900537
0.782,-0.00987686,0.782,-0.00836448,0.782,-0.00900537
0.784,-0.00987686,0.784,-0.00836448,0.784,-0.00900537
0.786,-0.00987686,0.786,-0.00836448,0.786,-0.00900537
0.788,-0.00987686,0.788,-0.00836448,0.788,-0.00900537
0.79,-0.00987686,0.79,-0.00835961,0.79,-0.0090005
0.792,-0.00987686,0.792,-0.00835961,0.792,-0.0090005
0.794,-0.00987686,0.794,-0.00835474,0.794,-0.00899563
0.796,-0.00987686,0.796,-0.00835474,0.796,-0.00899563
0.798,-0.00987686,0.798,-0.00834987,0.798,-0.00899076
0.8,-0.00987686,0.8,-0.008345,0.8,-0.00898589
0.802,-0.00987686,0.802,-0.008345,0.802,-0.00898589
0.804,-0.00987686,0.804,-0.008345,0.804,-0.00898589
0.806,-0.00987686,0.806,-0.00834013,0.806,-0.00898102
0.808,-0.00987686,0.808,-0.00834013,0.808,-0.00898102
0.81,-0.00987686,0.81,-0.00834013,0.81,-0.00898102
0.812,-0.00987686,0.812,-0.00834013,0.812,-0.00898102
0.814,-0.00987686,0.814,-0.00834013,0.814,-0.00898102
0.816,-0.00987686,0.816,-0.00834013,0.816,-0.00898102
0.818,-0.00987686,0.818,-0.008345,0.818,-0.00898589
0.82,-0.00987686,0.82,-0.008345,0.82,-0.00898589
0.822,-0.00987686,0.822,-0.008345,0.822,-0.00898589
0.824,-0.00987686,0.824,-0.00834987,0.824,-0.00899076
0.826,-0.00987686,0.826,-0.00834987,0.826,-0.00899076
0.828,-0.00987686,0.828,-0.00834987,0.828,-0.00899076
0.83,-0.00987686,0.83,-0.00834987,0.83,-0.00899076
0.832,-0.00987686,0.832,-0.00835474,0.832,-0.00899563
0.834,-0.00987686,0.834,-0.00835474,0.834,-0.00899563
0.836,-0.00987686,0.836,-0.00835474,0.836,-0.00899563
0.838,-0.00987686,0.838,-0.00835474,0.838,-0.00899563
0.84,-0.00987686,0.84,-0.00835474,0.84,-0.00899563
0.842,-0.00987686,0.842,-0.00835474,0.842,-0.00899563
0.844,-0.00987686,0.844,-0.00835474,0.844,-0.00899563
