"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Top Plate, Vehicle Body (m)","Amplitude - Top Plate, Vehicle Body (m)","Time - Middle Plate, VehicleTire (m)","Amplitude - Middle Plate, VehicleTire (m)"
0.114,-0.00962637,0.114,-0.00647142,0.114,-0.00933656
0.116,-0.00964395,0.116,-0.00680318,0.116,-0.009395
0.118,-0.00965933,0.118,-0.00717296,0.118,-0.00946319
0.12,-0.00967032,0.12,-0.007533,0.12,-0.00952163
0.122,-0.0096813,0.122,-0.00788817,0.122,-0.00957521
0.124,-0.00969009,0.124,-0.0082768,0.124,-0.00964339
0.126,-0.00969449,0.126,-0.008656,0.126,-0.00971158
0.128,-0.00970108,0.128,-0.00903033,0.128,-0.00977489
0.13,-0.00970547,0.13,-0.00942383,0.13,-0.00984795
0.132,-0.00970987,0.132,-0.00981246,0.132,-0.00991613
0.134,-0.00971207,0.134,-0.0101822,0.134,-0.00998432
0.136,-0.00971426,0.136,-0.0105621,0.136,-0.010072
0.138,-0.00971646,0.138,-0.0109039,0.138,-0.0101499
0.14,-0.00971866,0.14,-0.0112031,0.14,-0.010223
0.142,-0.00972086,0.142,-0.0114741,0.142,-0.010296
0.144,-0.00972305,0.144,-0.011712,0.144,-0.0103642
0.146,-0.00972525,0.146,-0.0119547,0.146,-0.0104373
0.148,-0.00972525,0.148,-0.0121883,0.148,-0.0105201
0.15,-0.00972745,0.15,-0.0124222,0.15,-0.0106126
0.152,-0.00972745,0.152,-0.0126372,0.152,-0.0107051
0.154,-0.00972964,0.154,-0.0128334,0.154,-0.0107977
0.156,-0.00973404,0.156,-0.0130205,0.156,-0.0109
0.158,-0.00973624,0.158,-0.0131745,0.158,-0.0109974
0.16,-0.00973843,0.16,-0.0133288,0.16,-0.0111045
0.162,-0.00974283,0.162,-0.0134642,0.162,-0.0112117
0.164,-0.00974722,0.164,-0.0135951,0.164,-0.0113237
0.166,-0.00975162,0.166,-0.0137357,0.166,-0.0114454
0.168,-0.00975601,0.168,-0.0138526,0.168,-0.0115623
0.17,-0.00976041,0.17,-0.0139792,0.17,-0.011689
0.172,-0.0097648,0.172,-0.0141009,0.172,-0.0118107
0.174,-0.00977139,0.174,-0.0142227,0.174,-0.0119325
0.176,-0.00977799,0.176,-0.0143299,0.176,-0.0120396
0.178,-0.00978238,0.178,-0.014437,0.178,-0.0121468
0.18,-0.00978897,0.18,-0.0145295,0.18,-0.0122393
0.182,-0.00979337,0.182,-0.0146075,0.182,-0.0123172
0.184,-0.00979556,0.184,-0.0146805,0.184,-0.0123903
0.186,-0.00979996,0.186,-0.014739,0.186,-0.0124487
0.188,-0.00980216,0.188,-0.0147877,0.188,-0.0124974
0.19,-0.00980435,0.19,-0.0148218,0.19,-0.0125315
0.192,-0.00980655,0.192,-0.0148364,0.192,-0.0125462
0.194,-0.00980655,0.194,-0.0148315,0.194,-0.0125413
0.196,-0.00980875,0.196,-0.0148263,0.196,-0.0125267
0.198,-0.00980875,0.198,-0.0148159,0.198,-0.0124974
0.2,-0.00981094,0.2,-0.0148244,0.2,-0.0124682
0.202,-0.00981094,0.202,-0.0148469,0.202,-0.0124341
0.204,-0.00981094,0.204,-0.0148641,0.204,-0.0123854
0.206,-0.00981314,0.206,-0.0148668,0.206,-0.0123221
0.208,-0.00981314,0.208,-0.0148597,0.208,-0.0122491
0.21,-0.00981314,0.21,-0.014838,0.21,-0.0121614
0.212,-0.00981534,0.212,-0.014802,0.212,-0.0120689
0.214,-0.00981534,0.214,-0.0147563,0.214,-0.0119666
0.216,-0.00981534,0.216,-0.014706,0.216,-0.0118692
0.218,-0.00981534,0.218,-0.0146415,0.218,-0.0117669
0.22,-0.00981534,0.22,-0.0145577,0.22,-0.0116549
0.222,-0.00981754,0.222,-0.0144788,0.222,-0.0115477
0.224,-0.00981754,0.224,-0.0143905,0.224,-0.0114406
0.226,-0.00981754,0.226,-0.0143071,0.226,-0.0113383
0.228,-0.00981754,0.228,-0.0142048,0.228,-0.011236
0.23,-0.00981754,0.23,-0.0141168,0.23,-0.0111386
0.232,-0.00981754,0.232,-0.0140194,0.232,-0.0110412
0.234,-0.00981754,0.234,-0.0139269,0.234,-0.0109487
0.236,-0.00981754,0.236,-0.0138344,0.236,-0.0108561
0.238,-0.00981754,0.238,-0.0137516,0.238,-0.0107733
0.24,-0.00981754,0.24,-0.013659,0.24,-0.0106808
0.242,-0.00981754,0.242,-0.0135473,0.242,-0.0105785
0.244,-0.00981754,0.244,-0.0134359,0.244,-0.010486
0.246,-0.00981754,0.246,-0.0133005,0.246,-0.0103788
0.248,-0.00981754,0.248,-0.0131365,0.248,-0.0102619
0.25,-0.00981754,0.25,-0.0129822,0.25,-0.0101548
0.252,-0.00981754,0.252,-0.0128137,0.252,-0.0100428
0.254,-0.00981754,0.254,-0.0126451,0.254,-0.00993075
0.256,-0.00981754,0.256,-0.0124716,0.256,-0.00981386
0.258,-0.00981754,0.258,-0.0122982,0.258,-0.00969697
0.26,-0.00981754,0.26,-0.0121108,0.26,-0.00958495
0.262,-0.00981754,0.262,-0.0119185,0.262,-0.00946806
0.264,-0.00981754,0.264,-0.0117168,0.264,-0.00935117
0.266,-0.00981754,0.266,-0.0115154,0.266,-0.00924402
0.268,-0.00981754,0.268,-0.011314,0.268,-0.00913687
0.27,-0.00981754,0.27,-0.011108,0.27,-0.00903459
0.272,-0.00981754,0.272,-0.0108975,0.272,-0.00893718
0.274,-0.00981754,0.274,-0.0106968,0.274,-0.00884952
0.276,-0.00981754,0.276,-0.010496,0.276,-0.00876185
0.278,-0.00981754,0.278,-0.0102956,0.278,-0.00868392
0.28,-0.00981754,0.28,-0.0100906,0.28,-0.00861087
0.282,-0.00981754,0.282,-0.00989043,0.282,-0.00854268
0.284,-0.00981754,0.284,-0.00969517,0.284,-0.00847937
0.286,-0.00981754,0.286,-0.00949535,0.286,-0.00842092
0.288,-0.00981754,0.288,-0.00930983,0.288,-0.00836735
0.29,-0.00981754,0.29,-0.00911488,0.29,-0.00831377
0.292,-0.00981754,0.292,-0.00892936,0.292,-0.0082602
0.294,-0.00981754,0.294,-0.00875358,0.294,-0.00821636
0.296,-0.00981754,0.296,-0.0085635,0.296,-0.00816766
0.298,-0.00981754,0.298,-0.00840202,0.298,-0.0081287
0.3,-0.00981754,0.3,-0.00822137,0.3,-0.00807999
0.302,-0.00981754,0.302,-0.00803097,0.302,-0.00802155
0.304,-0.00981754,0.304,-0.00785488,0.304,-0.00796797
0.306,-0.00981754,0.306,-0.00768333,0.306,-0.00790953
0.308,-0.00981754,0.308,-0.00750692,0.308,-0.00784621
0.31,-0.00981754,0.31,-0.00733538,0.31,-0.00778777
0.312,-0.00981754,0.312,-0.00717326,0.312,-0.00772932
0.314,-0.00981754,0.314,-0.00700627,0.314,-0.00766601
0.316,-0.00981754,0.316,-0.00685326,0.316,-0.00759782
0.318,-0.00981754,0.318,-0.00670513,0.318,-0.00753451
0.32,-0.00981754,0.32,-0.00656154,0.32,-0.00746632
0.322,-0.00981754,0.322,-0.0064277,0.322,-0.00740788
0.324,-0.00981754,0.324,-0.00630784,0.324,-0.00734456
0.326,-0.00981973,0.326,-0.00619771,0.326,-0.00729099
0.328,-0.00981973,0.328,-0.00608759,0.328,-0.00723741
0.33,-0.00981973,0.33,-0.00598234,0.33,-0.00718871
0.332,-0.00981973,0.332,-0.00588651,0.332,-0.00714001
0.334,-0.00981973,0.334,-0.00580985,0.334,-0.00710104
0.336,-0.00981973,0.336,-0.00572863,0.336,-0.00706695
0.338,-0.00981973,0.338,-0.00565684,0.338,-0.00703286
0.34,-0.00981973,0.34,-0.00558504,0.34,-0.00699876
0.342,-0.00981973,0.342,-0.00552299,0.342,-0.00697441
0.344,-0.00981973,0.344,-0.00547524,0.344,-0.00695493
0.346,-0.00981973,0.346,-0.0054278,0.346,-0.00694519
0.348,-0.00981973,0.348,-0.00538491,0.348,-0.00693058
0.35,-0.00981973,0.35,-0.00535632,0.35,-0.00692084
0.352,-0.00981973,0.352,-0.0053326,0.352,-0.00691597
0.354,-0.00981973,0.354,-0.00530888,0.354,-0.0069111
0.356,-0.00981973,0.356,-0.00529003,0.356,-0.0069111
0.358,-0.00981973,0.358,-0.00527118,0.358,-0.0069111
0.36,-0.00981973,0.36,-0.00525233,0.36,-0.0069111
0.362,-0.00981973,0.362,-0.00524291,0.362,-0.0069111
0.364,-0.00981973,0.364,-0.00522893,0.364,-0.00691597
0.366,-0.00981973,0.366,-0.00522924,0.366,-0.00692571
0.368,-0.00981973,0.368,-0.00522956,0.368,-0.00693545
0.37,-0.00981973,0.37,-0.00522988,0.37,-0.00694519
0.372,-0.00981973,0.372,-0.00523962,0.372,-0.00695493
0.374,-0.00981973,0.374,-0.00524967,0.374,-0.00697441
0.376,-0.00981973,0.376,-0.00526916,0.376,-0.00699389
0.378,-0.00981973,0.378,-0.00528864,0.378,-0.00701338
0.38,-0.00981973,0.38,-0.00531299,0.38,-0.00703773
0.382,-0.00981973,0.382,-0.00533734,0.382,-0.00706208
0.384,-0.00981973,0.384,-0.00537143,0.384,-0.00709617
0.386,-0.00981973,0.386,-0.0054104,0.386,-0.00713514
0.388,-0.00981973,0.388,-0.00545423,0.388,-0.00717897
0.39,-0.00981973,0.39,-0.00550294,0.39,-0.00722767
0.392,-0.00981973,0.392,-0.00556138,0.392,-0.00728612
0.394,-0.00981973,0.394,-0.0056247,0.394,-0.00734943
0.396,-0.00981973,0.396,-0.00568801,0.396,-0.00741275
0.398,-0.00981973,0.398,-0.0057562,0.398,-0.00748093
0.4,-0.00981973,0.4,-0.00582925,0.4,-0.00755399
0.402,-0.00981973,0.402,-0.00590231,0.402,-0.00762705
0.404,-0.00981973,0.404,-0.00598023,0.404,-0.00770497
0.406,-0.00981973,0.406,-0.00605816,0.406,-0.0077829
0.408,-0.00981973,0.408,-0.00614551,0.408,-0.00786083
0.41,-0.00981973,0.41,-0.00623286,0.41,-0.00793875
0.412,-0.00981973,0.412,-0.00632021,0.412,-0.00801668
0.414,-0.00981973,0.414,-0.00641212,0.414,-0.00808973
0.416,-0.00981973,0.416,-0.00651345,0.416,-0.00816279
0.418,-0.00981973,0.418,-0.00661478,0.418,-0.00823585
0.42,-0.00981973,0.42,-0.00671124,0.42,-0.00830403
0.422,-0.00981973,0.422,-0.00681713,0.422,-0.00837222
0.424,-0.00981973,0.424,-0.00691359,0.424,-0.0084404
0.426,-0.00981973,0.426,-0.00702402,0.426,-0.00850372
0.428,-0.00981973,0.428,-0.0071153,0.428,-0.00855729
0.43,-0.00981973,0.43,-0.00722087,0.43,-0.00861574
0.432,-0.00981973,0.432,-0.00732157,0.432,-0.00866931
0.434,-0.00981973,0.434,-0.00743169,0.434,-0.00872289
0.436,-0.00981973,0.436,-0.00754668,0.436,-0.00878133
0.438,-0.00981973,0.438,-0.00766623,0.438,-0.00883491
0.44,-0.00981973,0.44,-0.00778578,0.44,-0.00888848
0.442,-0.00981973,0.442,-0.00790533,0.442,-0.00894205
0.444,-0.00981973,0.444,-0.00802,0.444,-0.00899076
0.446,-0.00981973,0.446,-0.00814898,0.446,-0.00904433
0.448,-0.00981973,0.448,-0.00827795,0.448,-0.00909791
0.45,-0.00981973,0.45,-0.00841635,0.45,-0.00915148
0.452,-0.00981973,0.452,-0.00854045,0.452,-0.00920019
0.454,-0.00981973,0.454,-0.00866455,0.454,-0.00924889
0.456,-0.00981973,0.456,-0.00878378,0.456,-0.00929272
0.458,-0.00981973,0.458,-0.00890302,0.458,-0.00933656
0.46,-0.00981973,0.46,-0.00903167,0.46,-0.00938039
0.462,-0.00981973,0.462,-0.0091509,0.462,-0.00942422
0.464,-0.00981973,0.464,-0.0092604,0.464,-0.00945832
0.466,-0.00981973,0.466,-0.00938418,0.466,-0.00949728
0.468,-0.00981973,0.468,-0.00949367,0.468,-0.00953137
0.47,-0.00981973,0.47,-0.00959829,0.47,-0.0095606
0.472,-0.00981973,0.472,-0.00969349,0.472,-0.00958982
0.474,-0.00981973,0.474,-0.00979811,0.474,-0.00961904
0.476,-0.00981973,0.476,-0.00988844,0.476,-0.00964339
0.478,-0.00981973,0.478,-0.00997876,0.478,-0.00966774
0.48,-0.00981973,0.48,-0.0100691,0.48,-0.0096921
0.482,-0.00981973,0.482,-0.0101451,0.482,-0.00971158
0.484,-0.00981973,0.484,-0.0102211,0.484,-0.00973106
0.486,-0.00981973,0.486,-0.0102878,0.486,-0.00975054
0.488,-0.00981973,0.488,-0.0103638,0.488,-0.00977002
0.49,-0.00981973,0.49,-0.0104258,0.49,-0.00979437
0.492,-0.00981973,0.492,-0.0104924,0.492,-0.00981386
0.494,-0.00981973,0.494,-0.0105402,0.494,-0.00983334
0.496,-0.00981973,0.496,-0.0106022,0.496,-0.00985769
0.498,-0.00981973,0.498,-0.01065,0.498,-0.00987717
0.5,-0.00981973,0.5,-0.0107026,0.5,-0.00990152
0.502,-0.00981973,0.502,-0.010741,0.502,-0.009921
0.504,-0.00981973,0.504,-0.0107936,0.504,-0.00994536
0.506,-0.00981973,0.506,-0.0108319,0.506,-0.00996484
0.508,-0.00981973,0.508,-0.0108703,0.508,-0.00998432
0.51,-0.00981973,0.51,-0.0108992,0.51,-0.0100038
0.512,-0.00981973,0.512,-0.0109326,0.512,-0.0100184
0.514,-0.00981973,0.514,-0.0109567,0.514,-0.010033
0.516,-0.00981973,0.516,-0.0109758,0.516,-0.0100428
0.518,-0.00981973,0.518,-0.010995,0.518,-0.0100525
0.52,-0.00981973,0.52,-0.0110142,0.52,-0.0100622
0.522,-0.00981973,0.522,-0.0110236,0.522,-0.0100622
0.524,-0.00981973,0.524,-0.0110281,0.524,-0.0100574
0.526,-0.00981973,0.526,-0.0110233,0.526,-0.0100525
0.528,-0.00981973,0.528,-0.0110278,0.528,-0.0100476
0.53,-0.00981973,0.53,-0.0110181,0.53,-0.0100379
0.532,-0.00981973,0.532,-0.0110035,0.532,-0.0100233
0.534,-0.00981973,0.534,-0.0109889,0.534,-0.0100087
0.536,-0.00981973,0.536,-0.0109742,0.536,-0.00999406
0.538,-0.00981973,0.538,-0.0109548,0.538,-0.00997458
0.54,-0.00981973,0.54,-0.0109401,0.54,-0.00995997
0.542,-0.00981973,0.542,-0.0109207,0.542,-0.00994049
0.544,-0.00981973,0.544,-0.0109012,0.544,-0.009921
0.546,-0.00981973,0.546,-0.0108817,0.546,-0.00990152
0.548,-0.00981973,0.548,-0.0108622,0.548,-0.00988204
0.55,-0.00981973,0.55,-0.0108379,0.55,-0.00985769
0.552,-0.00981973,0.552,-0.0108135,0.552,-0.00983334
0.554,-0.00981973,0.554,-0.0107892,0.554,-0.00980899
0.556,-0.00981973,0.556,-0.0107599,0.556,-0.00977976
0.558,-0.00981973,0.558,-0.0107307,0.558,-0.00975054
0.56,-0.00981973,0.56,-0.0107015,0.56,-0.00972132
0.562,-0.00981973,0.562,-0.0106723,0.562,-0.0096921
0.564,-0.00981973,0.564,-0.0106382,0.564,-0.009658
0.566,-0.00981973,0.566,-0.0105992,0.566,-0.00961904
0.568,-0.00981973,0.568,-0.0105603,0.568,-0.00958008
0.57,-0.00981973,0.57,-0.0105213,0.57,-0.00954111
0.572,-0.00981973,0.572,-0.0104823,0.572,-0.00950215
0.574,-0.00981973,0.574,-0.0104336,0.574,-0.00945345
0.576,-0.00981973,0.576,-0.0103898,0.576,-0.00940961
0.578,-0.00981973,0.578,-0.0103411,0.578,-0.00936091
0.58,-0.00981973,0.58,-0.0102875,0.58,-0.00930733
0.582,-0.00981973,0.582,-0.0102294,0.582,-0.00925863
0.584,-0.00981973,0.584,-0.0101807,0.584,-0.00920993
0.586,-0.00981973,0.586,-0.0101177,0.586,-0.00915635
0.588,-0.00981973,0.588,-0.0100644,0.588,-0.00911252
0.59,-0.00981973,0.59,-0.0100063,0.59,-0.00906381
0.592,-0.00981973,0.592,-0.0099433,0.592,-0.00901024
0.594,-0.00981973,0.594,-0.00988061,0.594,-0.00896641
0.596,-0.00981973,0.596,-0.00981793,0.596,-0.00892257
0.598,-0.00981973,0.598,-0.00976012,0.598,-0.00888361
0.6,-0.00981973,0.6,-0.00969743,0.6,-0.00883978
0.602,-0.00981973,0.602,-0.00963507,0.602,-0.00880568
0.604,-0.00981973,0.604,-0.0095727,0.604,-0.00877159
0.606,-0.00981973,0.606,-0.00951065,0.606,-0.00874724
0.608,-0.00981973,0.608,-0.00945315,0.608,-0.00871802
0.61,-0.00981973,0.61,-0.0093911,0.61,-0.00869366
0.612,-0.00981973,0.612,-0.00932449,0.612,-0.00867418
0.614,-0.00981973,0.614,-0.00927218,0.614,-0.00865957
0.616,-0.00981973,0.616,-0.00921045,0.616,-0.00864496
0.618,-0.00981973,0.618,-0.00915814,0.618,-0.00863035
0.62,-0.00981973,0.62,-0.00908698,0.62,-0.00861574
0.622,-0.00981973,0.622,-0.00903011,0.622,-0.008606
0.624,-0.00981973,0.624,-0.00897812,0.624,-0.00860113
0.626,-0.00981973,0.626,-0.00892125,0.626,-0.00859139
0.628,-0.00981973,0.628,-0.00886926,0.628,-0.00858652
0.63,-0.00981973,0.63,-0.00880297,0.63,-0.00857677
0.632,-0.00981973,0.632,-0.00875098,0.632,-0.0085719
0.634,-0.00981973,0.634,-0.00869898,0.634,-0.00856703
0.636,-0.00981973,0.636,-0.00864212,0.636,-0.00855729
0.638,-0.00981973,0.638,-0.00858525,0.638,-0.00854755
0.64,-0.00981973,0.64,-0.00853326,0.64,-0.00854268
0.642,-0.00981973,0.642,-0.00848126,0.642,-0.00853781
0.644,-0.00981973,0.644,-0.00843869,0.644,-0.00853294
0.646,-0.00981973,0.646,-0.0083867,0.646,-0.00852807
0.648,-0.00981973,0.648,-0.00833926,0.648,-0.00851833
0.65,-0.00981973,0.65,-0.00829669,0.65,-0.00851346
0.652,-0.00981973,0.652,-0.00825867,0.652,-0.00850372
0.654,-0.00981973,0.654,-0.0082161,0.654,-0.00849885
0.656,-0.00981973,0.656,-0.00818296,0.656,-0.00849398
0.658,-0.00981973,0.658,-0.00816411,0.658,-0.00849398
0.66,-0.00981973,0.66,-0.00814039,0.66,-0.00848911
0.662,-0.00981973,0.662,-0.00811667,0.662,-0.00848424
0.664,-0.00981973,0.664,-0.00809295,0.664,-0.00847937
0.666,-0.00981973,0.666,-0.00807865,0.666,-0.0084745
0.668,-0.00981973,0.668,-0.00805493,0.668,-0.00846963
0.67,-0.00981973,0.67,-0.00805493,0.67,-0.00846963
0.672,-0.00981973,0.672,-0.00804064,0.672,-0.00846476
0.674,-0.00981973,0.674,-0.00803577,0.674,-0.00845988
0.676,-0.00981973,0.676,-0.00802603,0.676,-0.00845014
0.678,-0.00981973,0.678,-0.00802116,0.678,-0.00844527
0.68,-0.00981973,0.68,-0.00801629,0.68,-0.0084404
0.682,-0.00981973,0.682,-0.00800655,0.682,-0.00843066
0.684,-0.00981973,0.684,-0.00800168,0.684,-0.00842579
0.686,-0.00981973,0.686,-0.00799194,0.686,-0.00841605
0.688,-0.00981973,0.688,-0.00798706,0.688,-0.00841118
0.69,-0.00981973,0.69,-0.00798706,0.69,-0.00841118
0.692,-0.00981973,0.692,-0.00798219,0.692,-0.00840631
0.694,-0.00981973,0.694,-0.00798219,0.694,-0.00840631
0.696,-0.00981973,0.696,-0.00798219,0.696,-0.00840631
0.698,-0.00981973,0.698,-0.00798706,0.698,-0.00841118
0.7,-0.00981973,0.7,-0.00799194,0.7,-0.00841605
0.702,-0.00981973,0.702,-0.00799681,0.702,-0.00842092
0.704,-0.00981973,0.704,-0.00800655,0.704,-0.00843066
0.706,-0.00981973,0.706,-0.00801629,0.706,-0.0084404
0.708,-0.00981973,0.708,-0.00802603,0.708,-0.00845014
0.71,-0.00981973,0.71,-0.00803577,0.71,-0.00845988
0.712,-0.00981973,0.712,-0.00804551,0.712,-0.00846963
0.714,-0.00981973,0.714,-0.00806012,0.714,-0.00848424
0.716,-0.00981973,0.716,-0.00807473,0.716,-0.00849885
0.718,-0.00981973,0.718,-0.00808934,0.718,-0.00851346
0.72,-0.00981973,0.72,-0.00810395,0.72,-0.00852807
0.722,-0.00981973,0.722,-0.00811857,0.722,-0.00854268
0.724,-0.00981973,0.724,-0.00813318,0.724,-0.00855729
0.726,-0.00981973,0.726,-0.00815266,0.726,-0.00857677
0.728,-0.00981973,0.728,-0.00816727,0.728,-0.00859139
0.73,-0.00981973,0.73,-0.00818675,0.73,-0.00861087
0.732,-0.00981973,0.732,-0.00820136,0.732,-0.00862548
0.734,-0.00981973,0.734,-0.00822084,0.734,-0.00864496
0.736,-0.00981973,0.736,-0.00824033,0.736,-0.00866444
0.738,-0.00981973,0.738,-0.00825494,0.738,-0.00867905
0.74,-0.00981973,0.74,-0.00827442,0.74,-0.00869853
0.742,-0.00981973,0.742,-0.0082939,0.742,-0.00871802
0.744,-0.00981973,0.744,-0.00830851,0.744,-0.00873263
0.746,-0.00981973,0.746,-0.00833742,0.746,-0.00875211
0.748,-0.00981973,0.748,-0.0083569,0.748,-0.00877159
0.75,-0.00981973,0.75,-0.00838094,0.75,-0.0087862
0.752,-0.00981973,0.752,-0.00840984,0.752,-0.00880568
0.754,-0.00981973,0.754,-0.00843388,0.754,-0.00882029
0.756,-0.00981973,0.756,-0.00844849,0.756,-0.00883491
0.758,-0.00981973,0.758,-0.00846797,0.758,-0.00885439
0.76,-0.00981973,0.76,-0.00849201,0.76,-0.008869
0.762,-0.00981973,0.762,-0.00851604,0.762,-0.00888361
0.764,-0.00981973,0.764,-0.00853065,0.764,-0.00889822
0.766,-0.00981973,0.766,-0.00855469,0.766,-0.00891283
0.768,-0.00981973,0.768,-0.00857873,0.768,-0.00892744
0.77,-0.00981973,0.77,-0.00860276,0.77,-0.00894205
0.772,-0.00981973,0.772,-0.0086268,0.772,-0.00895667
0.774,-0.00981973,0.774,-0.00865083,0.774,-0.00897128
0.776,-0.00981973,0.776,-0.00867487,0.776,-0.00898589
0.778,-0.00981973,0.778,-0.00869404,0.778,-0.00899563
0.78,-0.00981973,0.78,-0.00872263,0.78,-0.00900537
0.782,-0.00981973,0.782,-0.00874666,0.782,-0.00901998
0.784,-0.00981973,0.784,-0.00876583,0.784,-0.00902972
0.786,-0.00981973,0.786,-0.00878012,0.786,-0.00903459
0.788,-0.00981973,0.788,-0.00880871,0.788,-0.00904433
0.79,-0.00981973,0.79,-0.00882301,0.79,-0.0090492
0.792,-0.00981973,0.792,-0.0088373,0.792,-0.00905407
0.794,-0.00981973,0.794,-0.00886102,0.794,-0.00905894
0.796,-0.00981973,0.796,-0.00887532,0.796,-0.00906381
0.798,-0.00981973,0.798,-0.00888474,0.798,-0.00906381
0.8,-0.00981973,0.8,-0.00889417,0.8,-0.00906381
0.802,-0.00981973,0.802,-0.00891302,0.802,-0.00906381
0.804,-0.00981973,0.804,-0.00892244,0.804,-0.00906381
0.806,-0.00981973,0.806,-0.008927,0.806,-0.00905894
0.808,-0.00981973,0.808,-0.00893642,0.808,-0.00905894
0.81,-0.00981973,0.81,-0.00894098,0.81,-0.00905407
0.812,-0.00981973,0.812,-0.0089504,0.812,-0.00905407
0.814,-0.00981973,0.814,-0.00895983,0.814,-0.00905407
0.816,-0.00981973,0.816,-0.00895496,0.816,-0.0090492
0.818,-0.00981973,0.818,-0.00896438,0.818,-0.0090492
0.82,-0.00981973,0.82,-0.00896438,0.82,-0.0090492
0.822,-0.00981973,0.822,-0.0089738,0.822,-0.0090492
0.824,-0.00981973,0.824,-0.0089738,0.824,-0.0090492
0.826,-0.00981973,0.826,-0.0089738,0.826,-0.0090492
0.828,-0.00981973,0.828,-0.0089738,0.828,-0.0090492
0.83,-0.00981973,0.83,-0.0089738,0.83,-0.0090492
0.832,-0.00981973,0.832,-0.0089738,0.832,-0.0090492
0.834,-0.00981973,0.834,-0.0089738,0.834,-0.0090492
0.836,-0.00981973,0.836,-0.0089738,0.836,-0.0090492
0.838,-0.00981973,0.838,-0.0089738,0.838,-0.0090492
