"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Top Plate, Vehicle Body (m)","Amplitude - Top Plate, Vehicle Body (m)","Time - Middle Plate, VehicleTire (m)","Amplitude - Middle Plate, VehicleTire (m)"
0.112,-0.0096066,0.112,-0.00568377,0.112,-0.00989665
0.114,-0.00962857,0.114,-0.00598333,0.114,-0.00997945
0.116,-0.00964834,0.116,-0.00626829,0.116,-0.0100476
0.118,-0.00966592,0.118,-0.0065721,0.118,-0.0101158
0.12,-0.0096813,0.12,-0.00689475,0.12,-0.010184
0.122,-0.00969449,0.122,-0.00720798,0.122,-0.0102522
0.124,-0.00970547,0.124,-0.0075209,0.124,-0.0103106
0.126,-0.00971426,0.126,-0.00783836,0.126,-0.0103642
0.128,-0.00972305,0.128,-0.0081607,0.128,-0.0104227
0.13,-0.00972745,0.13,-0.00846388,0.13,-0.0104714
0.132,-0.00973184,0.132,-0.00876737,0.132,-0.0105298
0.134,-0.00973404,0.134,-0.00907054,0.134,-0.0105785
0.136,-0.00973624,0.136,-0.00933538,0.136,-0.0106077
0.138,-0.00973843,0.138,-0.00960054,0.138,-0.0106467
0.14,-0.00974063,0.14,-0.00986115,0.14,-0.0106905
0.142,-0.00974283,0.142,-0.0101123,0.142,-0.0107344
0.144,-0.00974283,0.144,-0.0103589,0.144,-0.0107831
0.146,-0.00974503,0.146,-0.010577,0.146,-0.010822
0.148,-0.00974503,0.148,-0.010781,0.148,-0.0108659
0.15,-0.00974722,0.15,-0.0109757,0.15,-0.0109097
0.152,-0.00974942,0.152,-0.0111515,0.152,-0.0109535
0.154,-0.00974942,0.154,-0.0113129,0.154,-0.0109925
0.156,-0.00975162,0.156,-0.011465,0.156,-0.0110315
0.158,-0.00975381,0.158,-0.0116128,0.158,-0.011085
0.16,-0.00975601,0.16,-0.0117467,0.16,-0.0111435
0.162,-0.00975821,0.162,-0.0118854,0.162,-0.0112068
0.164,-0.00976041,0.164,-0.0120052,0.164,-0.0112701
0.166,-0.0097626,0.166,-0.0121014,0.166,-0.0113286
0.168,-0.009767,0.168,-0.0122073,0.168,-0.0113967
0.17,-0.0097692,0.17,-0.0123086,0.17,-0.0114698
0.172,-0.00977139,0.172,-0.0123956,0.172,-0.011538
0.174,-0.00977579,0.174,-0.0124875,0.174,-0.011611
0.176,-0.00977799,0.176,-0.0125746,0.176,-0.0116792
0.178,-0.00978018,0.178,-0.0126571,0.178,-0.0117523
0.18,-0.00978238,0.18,-0.0127347,0.18,-0.0118205
0.182,-0.00978458,0.182,-0.0127977,0.182,-0.011874
0.184,-0.00978677,0.184,-0.0128509,0.184,-0.0119179
0.186,-0.00978677,0.186,-0.0129087,0.186,-0.0119568
0.188,-0.00978897,0.188,-0.0129519,0.188,-0.0119812
0.19,-0.00978897,0.19,-0.0129854,0.19,-0.0119958
0.192,-0.00979117,0.192,-0.0130234,0.192,-0.0120055
0.194,-0.00979117,0.194,-0.0130468,0.194,-0.0120007
0.196,-0.00979117,0.196,-0.0130556,0.196,-0.0119812
0.198,-0.00979117,0.198,-0.0130641,0.198,-0.011952
0.2,-0.00979337,0.2,-0.013058,0.2,-0.0119081
0.202,-0.00979337,0.202,-0.0130466,0.202,-0.0118497
0.204,-0.00979337,0.204,-0.0130207,0.204,-0.0117766
0.206,-0.00979337,0.206,-0.0129993,0.206,-0.0116987
0.208,-0.00979337,0.208,-0.0129682,0.208,-0.011611
0.21,-0.00979337,0.21,-0.0129416,0.21,-0.0115185
0.212,-0.00979556,0.212,-0.0129196,0.212,-0.0114211
0.214,-0.00979556,0.214,-0.0128833,0.214,-0.0113188
0.216,-0.00979556,0.216,-0.012861,0.216,-0.0112117
0.218,-0.00979556,0.218,-0.0128244,0.218,-0.0110996
0.22,-0.00979556,0.22,-0.0127926,0.22,-0.0109925
0.222,-0.00979776,0.222,-0.012756,0.222,-0.0108805
0.224,-0.00979776,0.224,-0.0127337,0.224,-0.0107733
0.226,-0.00979776,0.226,-0.0126925,0.226,-0.0106662
0.228,-0.00979776,0.228,-0.0126468,0.228,-0.0105639
0.23,-0.00979776,0.23,-0.0125773,0.23,-0.0104567
0.232,-0.00979776,0.232,-0.0124985,0.232,-0.0103496
0.234,-0.00979776,0.234,-0.0124245,0.234,-0.0102473
0.236,-0.00979776,0.236,-0.0123316,0.236,-0.010145
0.238,-0.00979776,0.238,-0.012253,0.238,-0.0100476
0.24,-0.00979776,0.24,-0.0121699,0.24,-0.0099551
0.242,-0.00979776,0.242,-0.0120819,0.242,-0.00985769
0.244,-0.00979776,0.244,-0.0119894,0.244,-0.00976515
0.246,-0.00979776,0.246,-0.011892,0.246,-0.00966774
0.248,-0.00979776,0.248,-0.01179,0.248,-0.00957521
0.25,-0.00979776,0.25,-0.0116881,0.25,-0.00948267
0.252,-0.00979776,0.252,-0.0115621,0.252,-0.00937552
0.254,-0.00979776,0.254,-0.0114409,0.254,-0.00927324
0.256,-0.00979776,0.256,-0.0113104,0.256,-0.00917096
0.258,-0.00979776,0.258,-0.0111847,0.258,-0.00907356
0.26,-0.00979776,0.26,-0.0110447,0.26,-0.00897128
0.262,-0.00979776,0.262,-0.0109096,0.262,-0.00887387
0.264,-0.00979776,0.264,-0.0107696,0.264,-0.00877159
0.266,-0.00979776,0.266,-0.01063,0.266,-0.00867905
0.268,-0.00979776,0.268,-0.0104903,0.268,-0.00858652
0.27,-0.00979776,0.27,-0.010351,0.27,-0.00850372
0.272,-0.00979776,0.272,-0.0102165,0.272,-0.00842579
0.274,-0.00979776,0.274,-0.0100869,0.274,-0.00835274
0.276,-0.00979776,0.276,-0.00994819,0.276,-0.00828942
0.278,-0.00979776,0.278,-0.00982377,0.278,-0.00823098
0.28,-0.00979776,0.28,-0.00969966,0.28,-0.00818227
0.282,-0.00979776,0.282,-0.00957101,0.282,-0.00813844
0.284,-0.00979776,0.284,-0.00945209,0.284,-0.00810435
0.286,-0.00979776,0.286,-0.00933805,0.286,-0.00807512
0.288,-0.00979776,0.288,-0.00923374,0.288,-0.00805564
0.29,-0.00979776,0.29,-0.00912488,0.29,-0.00804103
0.292,-0.00979776,0.292,-0.00901602,0.292,-0.00802642
0.294,-0.00979776,0.294,-0.00891203,0.294,-0.00801668
0.296,-0.00979776,0.296,-0.00880805,0.296,-0.00800694
0.298,-0.00979776,0.298,-0.00870406,0.298,-0.0079972
0.3,-0.00979776,0.3,-0.00860494,0.3,-0.00799233
0.302,-0.00979776,0.302,-0.00850095,0.302,-0.00798259
0.304,-0.00979776,0.304,-0.00840183,0.304,-0.00797772
0.306,-0.00979776,0.306,-0.00830727,0.306,-0.00796797
0.308,-0.00979776,0.308,-0.00820815,0.308,-0.0079631
0.31,-0.00979776,0.31,-0.00810871,0.31,-0.00794849
0.312,-0.00979776,0.312,-0.00801415,0.312,-0.00793875
0.314,-0.00979776,0.314,-0.00792414,0.314,-0.00792414
0.316,-0.00979776,0.316,-0.00783413,0.316,-0.00790953
0.318,-0.00979776,0.318,-0.00775842,0.318,-0.00789979
0.32,-0.00979776,0.32,-0.00767783,0.32,-0.00788518
0.322,-0.00979776,0.322,-0.00760212,0.322,-0.00787544
0.324,-0.00979776,0.324,-0.00753583,0.324,-0.0078657
0.326,-0.00979776,0.326,-0.00746954,0.326,-0.00785596
0.328,-0.00979776,0.328,-0.00741754,0.328,-0.00785108
0.33,-0.00979776,0.33,-0.00736555,0.33,-0.00784621
0.332,-0.00979776,0.332,-0.00732785,0.332,-0.00784621
0.334,-0.00979776,0.334,-0.00729015,0.334,-0.00784621
0.336,-0.00979776,0.336,-0.00726675,0.336,-0.00785108
0.338,-0.00979776,0.338,-0.00724821,0.338,-0.00786083
0.34,-0.00979776,0.34,-0.00722481,0.34,-0.0078657
0.342,-0.00979776,0.342,-0.00721083,0.342,-0.00787057
0.344,-0.00979776,0.344,-0.00720659,0.344,-0.00788518
0.346,-0.00979776,0.346,-0.00719748,0.346,-0.00789492
0.348,-0.00979776,0.348,-0.00720267,0.348,-0.00790953
0.35,-0.00979776,0.35,-0.00720299,0.35,-0.00791927
0.352,-0.00979776,0.352,-0.0072033,0.352,-0.00792901
0.354,-0.00979776,0.354,-0.00721304,0.354,-0.00793875
0.356,-0.00979776,0.356,-0.00720849,0.356,-0.00794362
0.358,-0.00979776,0.358,-0.00721823,0.358,-0.00795336
0.36,-0.00979776,0.36,-0.0072231,0.36,-0.00795823
0.362,-0.00979776,0.362,-0.00722797,0.362,-0.0079631
0.364,-0.00979776,0.364,-0.00722797,0.364,-0.0079631
0.366,-0.00979776,0.366,-0.00723771,0.366,-0.00797284
0.368,-0.00979776,0.368,-0.00724258,0.368,-0.00797772
0.37,-0.00979776,0.37,-0.00724745,0.37,-0.00798259
0.372,-0.00979776,0.372,-0.00725232,0.372,-0.00798746
0.374,-0.00979776,0.374,-0.00726693,0.374,-0.00800207
0.376,-0.00979776,0.376,-0.00728154,0.376,-0.00801668
0.378,-0.00979776,0.378,-0.00729616,0.378,-0.00803129
0.38,-0.00979776,0.38,-0.00732051,0.38,-0.00805564
0.382,-0.00979776,0.382,-0.00734973,0.382,-0.00808486
0.384,-0.00979776,0.384,-0.00737895,0.384,-0.00811409
0.386,-0.00979776,0.386,-0.00741304,0.386,-0.00814818
0.388,-0.00979776,0.388,-0.00745201,0.388,-0.00818714
0.39,-0.00979776,0.39,-0.00749584,0.39,-0.00823098
0.392,-0.00979776,0.392,-0.00754455,0.392,-0.00827968
0.394,-0.00979776,0.394,-0.00759325,0.394,-0.00832838
0.396,-0.00979776,0.396,-0.00764682,0.396,-0.00838196
0.398,-0.00979776,0.398,-0.00769553,0.398,-0.00843066
0.4,-0.00979776,0.4,-0.0077491,0.4,-0.00848424
0.402,-0.00979776,0.402,-0.00779781,0.402,-0.00853294
0.404,-0.00979776,0.404,-0.00784651,0.404,-0.00858164
0.406,-0.00979776,0.406,-0.00789034,0.406,-0.00862548
0.408,-0.00979776,0.408,-0.00793418,0.408,-0.00866931
0.41,-0.00979776,0.41,-0.00797801,0.41,-0.00871315
0.412,-0.00979776,0.412,-0.00802184,0.412,-0.00875698
0.414,-0.00979776,0.414,-0.00805594,0.414,-0.00879107
0.416,-0.00979776,0.416,-0.00809003,0.416,-0.00882516
0.418,-0.00979776,0.418,-0.00812412,0.418,-0.00885926
0.42,-0.00979776,0.42,-0.00815822,0.42,-0.00889335
0.422,-0.00979776,0.422,-0.00819686,0.422,-0.00892257
0.424,-0.00979776,0.424,-0.00823551,0.424,-0.0089518
0.426,-0.00979776,0.426,-0.00828845,0.426,-0.00898589
0.428,-0.00979776,0.428,-0.0083414,0.428,-0.00901998
0.43,-0.00979776,0.43,-0.00839434,0.43,-0.00905407
0.432,-0.00979776,0.432,-0.00844241,0.432,-0.0090833
0.434,-0.00979776,0.434,-0.00849048,0.434,-0.00911252
0.436,-0.00979776,0.436,-0.008534,0.436,-0.00914661
0.438,-0.00979776,0.438,-0.00858207,0.438,-0.00917583
0.44,-0.00979776,0.44,-0.00863501,0.44,-0.00920993
0.442,-0.00979776,0.442,-0.00868796,0.442,-0.00924402
0.444,-0.00979776,0.444,-0.0087409,0.444,-0.00927811
0.446,-0.00979776,0.446,-0.00879384,0.446,-0.0093122
0.448,-0.00979776,0.448,-0.00885621,0.448,-0.0093463
0.45,-0.00979776,0.45,-0.00890915,0.45,-0.00938039
0.452,-0.00979776,0.452,-0.00895722,0.452,-0.00940961
0.454,-0.00979776,0.454,-0.00901472,0.454,-0.00943884
0.456,-0.00979776,0.456,-0.00905792,0.456,-0.00946319
0.458,-0.00979776,0.458,-0.00911055,0.458,-0.00948754
0.46,-0.00979776,0.46,-0.00914888,0.46,-0.00950702
0.462,-0.00979776,0.462,-0.00919663,0.462,-0.0095265
0.464,-0.00979776,0.464,-0.00923952,0.464,-0.00954111
0.466,-0.00979776,0.466,-0.00927754,0.466,-0.00955085
0.468,-0.00979776,0.468,-0.00931068,0.468,-0.00955572
0.47,-0.00979776,0.47,-0.0093344,0.47,-0.0095606
0.472,-0.00979776,0.472,-0.0093578,0.472,-0.00955572
0.474,-0.00979776,0.474,-0.00938608,0.474,-0.00955572
0.476,-0.00979776,0.476,-0.00941891,0.476,-0.00955085
0.478,-0.00979776,0.478,-0.00943744,0.478,-0.00954111
0.48,-0.00979776,0.48,-0.00946084,0.48,-0.00953624
0.482,-0.00979776,0.482,-0.00947938,0.482,-0.0095265
0.484,-0.00979776,0.484,-0.00949791,0.484,-0.00951676
0.486,-0.00979776,0.486,-0.00951645,0.486,-0.00950702
0.488,-0.00979776,0.488,-0.00952555,0.488,-0.00949728
0.49,-0.00979776,0.49,-0.00954409,0.49,-0.00948754
0.492,-0.00979776,0.492,-0.00955807,0.492,-0.00948267
0.494,-0.00979776,0.494,-0.00956718,0.494,-0.00947293
0.496,-0.00979776,0.496,-0.00958116,0.496,-0.00946806
0.498,-0.00979776,0.498,-0.0096,0.498,-0.00946806
0.5,-0.00979776,0.5,-0.00960456,0.5,-0.00946319
0.502,-0.00979776,0.502,-0.00961398,0.502,-0.00946319
0.504,-0.00979776,0.504,-0.00962796,0.504,-0.00945832
0.506,-0.00979776,0.506,-0.00962796,0.506,-0.00945832
0.508,-0.00979776,0.508,-0.00963252,0.508,-0.00945345
0.51,-0.00979776,0.51,-0.00963252,0.51,-0.00945345
0.512,-0.00979776,0.512,-0.00963707,0.512,-0.00944858
0.514,-0.00979776,0.514,-0.0096322,0.514,-0.00944371
0.516,-0.00979776,0.516,-0.00962733,0.516,-0.00943884
0.518,-0.00979776,0.518,-0.00961759,0.518,-0.00942909
0.52,-0.00979776,0.52,-0.00960785,0.52,-0.00941935
0.522,-0.00979776,0.522,-0.00959811,0.522,-0.00940961
0.524,-0.00979776,0.524,-0.00958837,0.524,-0.00939987
0.526,-0.00979776,0.526,-0.00957863,0.526,-0.00939013
0.528,-0.00979776,0.528,-0.00956402,0.528,-0.00937552
0.53,-0.00979776,0.53,-0.0095494,0.53,-0.00936091
0.532,-0.00979776,0.532,-0.00953479,0.532,-0.0093463
0.534,-0.00979776,0.534,-0.00951531,0.534,-0.00932682
0.536,-0.00979776,0.536,-0.0095007,0.536,-0.0093122
0.538,-0.00979776,0.538,-0.00948122,0.538,-0.00929272
0.54,-0.00979776,0.54,-0.00946174,0.54,-0.00927324
0.542,-0.00979776,0.542,-0.00944713,0.542,-0.00925863
0.544,-0.00979776,0.544,-0.00943252,0.544,-0.00924402
0.546,-0.00979776,0.546,-0.0094179,0.546,-0.00922941
0.548,-0.00979776,0.548,-0.00940329,0.548,-0.0092148
0.55,-0.00979776,0.55,-0.00938868,0.55,-0.00920019
0.552,-0.00979776,0.552,-0.00937407,0.552,-0.00918557
0.554,-0.00979776,0.554,-0.00936433,0.554,-0.00917583
0.556,-0.00979776,0.556,-0.00934972,0.556,-0.00916122
0.558,-0.00979776,0.558,-0.00933998,0.558,-0.00915148
0.56,-0.00979776,0.56,-0.00932537,0.56,-0.00913687
0.562,-0.00979776,0.562,-0.00931563,0.562,-0.00912713
0.564,-0.00979776,0.564,-0.00930101,0.564,-0.00911252
0.566,-0.00979776,0.566,-0.00929127,0.566,-0.00910278
0.568,-0.00979776,0.568,-0.00927179,0.568,-0.0090833
0.57,-0.00979776,0.57,-0.00925718,0.57,-0.00906868
0.572,-0.00979776,0.572,-0.00924257,0.572,-0.00905407
0.574,-0.00979776,0.574,-0.00922309,0.574,-0.00903459
0.576,-0.00979776,0.576,-0.00920848,0.576,-0.00901998
0.578,-0.00979776,0.578,-0.009189,0.578,-0.0090005
0.58,-0.00979776,0.58,-0.00916951,0.58,-0.00898102
0.582,-0.00979776,0.582,-0.00915003,0.582,-0.00896154
0.584,-0.00979776,0.584,-0.00913542,0.584,-0.00894692
0.586,-0.00979776,0.586,-0.00911594,0.586,-0.00892744
0.588,-0.00979776,0.588,-0.00909646,0.588,-0.00890796
0.59,-0.00979776,0.59,-0.00907698,0.59,-0.00888848
0.592,-0.00979776,0.592,-0.00906236,0.592,-0.00887387
0.594,-0.00979776,0.594,-0.00904775,0.594,-0.00885926
0.596,-0.00979776,0.596,-0.00903801,0.596,-0.00884952
0.598,-0.00979776,0.598,-0.0090234,0.598,-0.00883491
0.6,-0.00979776,0.6,-0.00901366,0.6,-0.00882516
0.602,-0.00979776,0.602,-0.00900392,0.602,-0.00881542
0.604,-0.00979776,0.604,-0.00899905,0.604,-0.00881055
0.606,-0.00979776,0.606,-0.00899418,0.606,-0.00880568
0.608,-0.00979776,0.608,-0.00898931,0.608,-0.00880081
0.61,-0.00979776,0.61,-0.00898444,0.61,-0.00879594
0.612,-0.00979776,0.612,-0.00897957,0.612,-0.00879107
0.614,-0.00979776,0.614,-0.00896527,0.614,-0.0087862
0.616,-0.00979776,0.616,-0.00896527,0.616,-0.0087862
0.618,-0.00979776,0.618,-0.00896527,0.618,-0.0087862
0.62,-0.00979776,0.62,-0.0089604,0.62,-0.00878133
0.622,-0.00979776,0.622,-0.0089604,0.622,-0.00878133
0.624,-0.00979776,0.624,-0.0089604,0.624,-0.00878133
0.626,-0.00979776,0.626,-0.0089604,0.626,-0.00878133
0.628,-0.00979776,0.628,-0.00895553,0.628,-0.00877646
0.63,-0.00979776,0.63,-0.00895553,0.63,-0.00877646
0.632,-0.00979776,0.632,-0.00895553,0.632,-0.00877646
0.634,-0.00979776,0.634,-0.00895553,0.634,-0.00877646
0.636,-0.00979776,0.636,-0.00895553,0.636,-0.00877646
0.638,-0.00979776,0.638,-0.00894611,0.638,-0.00877646
0.64,-0.00979776,0.64,-0.00894611,0.64,-0.00877646
0.642,-0.00979776,0.642,-0.00894611,0.642,-0.00877646
0.644,-0.00979776,0.644,-0.00895098,0.644,-0.00878133
0.646,-0.00979776,0.646,-0.00895098,0.646,-0.00878133
0.648,-0.00979776,0.648,-0.00895585,0.648,-0.0087862
0.65,-0.00979776,0.65,-0.00896559,0.65,-0.00879594
0.652,-0.00979776,0.652,-0.00897046,0.652,-0.00880081
0.654,-0.00979776,0.654,-0.00897533,0.654,-0.00880568
0.656,-0.00979776,0.656,-0.00898507,0.656,-0.00881542
0.658,-0.00979776,0.658,-0.00899481,0.658,-0.00882516
0.66,-0.00979776,0.66,-0.00900455,0.66,-0.00883491
0.662,-0.00979776,0.662,-0.00901916,0.662,-0.00884952
0.664,-0.00979776,0.664,-0.0090289,0.664,-0.00885926
0.666,-0.00979776,0.666,-0.00903864,0.666,-0.008869
0.668,-0.00979776,0.668,-0.00905326,0.668,-0.00888361
0.67,-0.00979776,0.67,-0.009063,0.67,-0.00889335
0.672,-0.00979776,0.672,-0.00907274,0.672,-0.00890309
0.674,-0.00979776,0.674,-0.00908248,0.674,-0.00891283
0.676,-0.00979776,0.676,-0.00909222,0.676,-0.00892257
0.678,-0.00979776,0.678,-0.00910196,0.678,-0.00893231
0.68,-0.00979776,0.68,-0.0091117,0.68,-0.00894205
0.682,-0.00979776,0.682,-0.00911657,0.682,-0.00894692
0.684,-0.00979776,0.684,-0.00912631,0.684,-0.00895667
0.686,-0.00979776,0.686,-0.00913118,0.686,-0.00896154
0.688,-0.00979776,0.688,-0.00913605,0.688,-0.00896641
0.69,-0.00979776,0.69,-0.00913605,0.69,-0.00896641
0.692,-0.00979776,0.692,-0.00914092,0.692,-0.00897128
0.694,-0.00979776,0.694,-0.00914579,0.694,-0.00897615
0.696,-0.00979776,0.696,-0.00914579,0.696,-0.00897615
0.698,-0.00979776,0.698,-0.00915066,0.698,-0.00898102
0.7,-0.00979776,0.7,-0.00915066,0.7,-0.00898102
0.702,-0.00979776,0.702,-0.00915553,0.702,-0.00898589
0.704,-0.00979776,0.704,-0.0091604,0.704,-0.00899076
0.706,-0.00979776,0.706,-0.00916528,0.706,-0.00899563
0.708,-0.00979776,0.708,-0.00917015,0.708,-0.0090005
0.71,-0.00979776,0.71,-0.00917502,0.71,-0.00900537
0.712,-0.00979776,0.712,-0.00917502,0.712,-0.00900537
0.714,-0.00979776,0.714,-0.00918476,0.714,-0.00901511
0.716,-0.00979776,0.716,-0.00918476,0.716,-0.00901511
0.718,-0.00979776,0.718,-0.00918963,0.718,-0.00901998
0.72,-0.00979776,0.72,-0.0091945,0.72,-0.00902485
0.722,-0.00979776,0.722,-0.00919937,0.722,-0.00902972
0.724,-0.00979776,0.724,-0.00920424,0.724,-0.00903459
0.726,-0.00979776,0.726,-0.00920424,0.726,-0.00903459
0.728,-0.00979776,0.728,-0.00920424,0.728,-0.00903459
0.73,-0.00979776,0.73,-0.00920911,0.73,-0.00903946
0.732,-0.00979776,0.732,-0.00920911,0.732,-0.00903946
0.734,-0.00979776,0.734,-0.00920911,0.734,-0.00903946
0.736,-0.00979776,0.736,-0.00920911,0.736,-0.00903946
0.738,-0.00979776,0.738,-0.00920424,0.738,-0.00903459
0.74,-0.00979776,0.74,-0.00920424,0.74,-0.00903459
0.742,-0.00979776,0.742,-0.00919937,0.742,-0.00902972
0.744,-0.00979776,0.744,-0.00919937,0.744,-0.00902972
0.746,-0.00979776,0.746,-0.0091945,0.746,-0.00902485
0.748,-0.00979776,0.748,-0.0091945,0.748,-0.00902485
0.75,-0.00979996,0.75,-0.00918963,0.75,-0.00901998
0.752,-0.00979996,0.752,-0.00918963,0.752,-0.00901998
0.754,-0.00979996,0.754,-0.00918476,0.754,-0.00901511
0.756,-0.00979996,0.756,-0.00918476,0.756,-0.00901511
0.758,-0.00979996,0.758,-0.00918476,0.758,-0.00901511
0.76,-0.00979996,0.76,-0.00918476,0.76,-0.00901511
0.762,-0.00979996,0.762,-0.00917989,0.762,-0.00901024
0.764,-0.00979996,0.764,-0.00917989,0.764,-0.00901024
0.766,-0.00979996,0.766,-0.00917989,0.766,-0.00901024
0.768,-0.00979996,0.768,-0.00917989,0.768,-0.00901024
0.77,-0.00979996,0.77,-0.00917989,0.77,-0.00901024
0.772,-0.00979996,0.772,-0.00917989,0.772,-0.00901024
0.774,-0.00979996,0.774,-0.00917989,0.774,-0.00901024
0.776,-0.00979996,0.776,-0.00917989,0.776,-0.00901024
0.778,-0.00979996,0.778,-0.00917989,0.778,-0.00901024
0.78,-0.00979996,0.78,-0.00917989,0.78,-0.00901024
0.782,-0.00979996,0.782,-0.00917502,0.782,-0.00900537
0.784,-0.00979996,0.784,-0.00917502,0.784,-0.00900537
0.786,-0.00979996,0.786,-0.00917015,0.786,-0.0090005
0.788,-0.00979996,0.788,-0.00917015,0.788,-0.0090005
0.79,-0.00979996,0.79,-0.00917015,0.79,-0.0090005
0.792,-0.00979996,0.792,-0.00916528,0.792,-0.00899563
0.794,-0.00979996,0.794,-0.0091604,0.794,-0.00899076
0.796,-0.00979996,0.796,-0.0091604,0.796,-0.00899076
0.798,-0.00979996,0.798,-0.00915553,0.798,-0.00898589
0.8,-0.00979996,0.8,-0.00915066,0.8,-0.00898102
0.802,-0.00979996,0.802,-0.00914579,0.802,-0.00897615
0.804,-0.00979996,0.804,-0.00914579,0.804,-0.00897615
0.806,-0.00979996,0.806,-0.00914092,0.806,-0.00897128
0.808,-0.00979996,0.808,-0.00914092,0.808,-0.00897128
0.81,-0.00979996,0.81,-0.00913605,0.81,-0.00896641
0.812,-0.00979996,0.812,-0.00913605,0.812,-0.00896641
0.814,-0.00979996,0.814,-0.00913605,0.814,-0.00896641
0.816,-0.00979996,0.816,-0.00913118,0.816,-0.00896154
0.818,-0.00979996,0.818,-0.00913118,0.818,-0.00896154
0.82,-0.00979996,0.82,-0.00913605,0.82,-0.00896641
0.822,-0.00979996,0.822,-0.00913605,0.822,-0.00896641
0.824,-0.00979996,0.824,-0.00913605,0.824,-0.00896641
0.826,-0.00979996,0.826,-0.00914092,0.826,-0.00897128
0.828,-0.00979996,0.828,-0.00914092,0.828,-0.00897128
0.83,-0.00979996,0.83,-0.00914579,0.83,-0.00897615
0.832,-0.00979996,0.832,-0.00914579,0.832,-0.00897615
0.834,-0.00979996,0.834,-0.00914579,0.834,-0.00897615
0.836,-0.00979996,0.836,-0.00915066,0.836,-0.00898102
